26037.9648,26061.235199999996,26076.211199999998,25583.616,25883.136000000006,26166.067199999998,26739.7632,27426.816,26357.299200000005,25126.5024
26527.380480000003,26549.107200000006,26562.332159999998,26053.171199999997,26355.92832,26641.681920000003,27223.34399999999,27914.820479999995,26816.44032,25550.622719999996
25052.348159999998,25050.67488,25040.396159999997,24477.696000000004,24736.815359999997,24978.723840000006,25496.484479999996,26054.40384,24918.963839999986,23590.37952
23247.244800000004,23209.845120000005,23163.52896,22509.1584,22706.311679999995,22885.632,23315.109119999994,23679.198719999993,22467.05279999999,21019.11552
23707.549440000003,23664.231359999998,23611.68576,22925.2608,23120.064,23296.412159999993,23727.02976,24076.137600000005,22817.09376,21309.419519999996
21788.19072,21707.64288,21617.556480000003,20836.454400000002,20966.284800000005,21077.038080000002,21414.862080000006,21561.12000000001,20223.866879999994,18593.832959999996
20009.79072,19901.851199999994,19784.26944,18941.644800000002,19019.85408,19078.77888,19340.726399999996,19329.47712,17951.17248,16250.388479999998
20039.777279999995,19928.240640000004,19806.958079999993,18950.400000000005,19024.577279999998,19079.262719999995,19336.717439999993,19310.728319999995,17915.166719999987,16191.221759999993
20488.2624,20370.651840000002,20242.98432,19354.060799999996,19425.576959999988,19476.979199999994,19735.107839999993,19693.203839999995,18250.588799999994,16466.595839999994
20120.32512,19993.881599999997,19857.277439999998,18943.9488,19000.96128,19037.652479999997,19275.580799999992,19187.521919999996,17722.414079999995,15904.788479999996
25440.908800000005,25451.888000000006,25454.457600000005,24929.792000000005,25208.243199999997,25469.875200000002,26013.696000000004,26634.604800000012,25537.61920000001,24264.499200000002
25913.15456,25922.253280000004,25922.73216,25380.639999999992,25661.742559999995,25925.60544,26476.55688,27100.058640000003,25973.493439999995,24664.235519999995
24405.651999999995,24390.86804,24367.359119999997,23770.6688,24007.212159999995,24226.305599999996,24711.995039999998,25199.13864000001,24034.841199999995,22661.629439999997
22539.52672,22488.047119999996,22427.5272,21736.947199999995,21909.717759999992,22064.407679999997,22459.16831999999,22746.951840000005,21504.410079999998,20009.241600000005
22970.273439999997,22912.320200000002,22845.011280000002,22120.985600000004,22290.427359999994,22441.15776,22835.655600000002,23105.41104,21814.84695999999,20258.165760000004
20988.305919999995,20892.132800000007,20786.288640000002,19965.324800000002,20067.945279999996,20151.22368,20450.22,20511.469920000003,19141.137280000003,17459.450879999997
19173.222239999996,19049.119320000005,18915.240240000006,18031.584000000006,18081.551040000002,18111.96576,18333.558719999997,18234.167759999997,16822.05576,15068.321279999996
19191.6416,19063.73392,18925.94496,18027.84639999999,18073.410079999994,18099.211199999994,18315.775919999996,18200.494319999994,16770.728000000006,14993.195519999994
19610.404639999997,19475.865640000004,19331.129999999997,18399.270399999998,18441.18992,18462.71616,18678.545039999997,18544.289279999997,17066.34296,15226.9824
19225.373440000003,19081.72112,18927.767040000002,17970.848000000005,17997.747039999995,18004.04255999999,18198.91752,18016.919760000008,16516.010560000002,14642.234879999996
24490.239999999998,24475.404800000004,24451.814399999996,23853.056000000008,24090.419200000004,24310.271999999997,24797.644799999995,25286.476800000008,24118.143999999997,22740.1728
24931.98848,24914.53888,24888.115200000007,24269.900799999996,24508.711039999995,24729.573119999994,25222.39968,25709.991360000007,24510.206719999995,23093.2992
23337.581439999998,23294.939360000004,23243.213760000006,22567.5008,22759.264,22932.860159999993,23356.757759999993,23700.417600000008,22461.02176,20976.87552
21319.909119999997,21238.0784,21146.835840000003,20371.4048,20494.804480000003,20599.380479999996,20925.657600000006,21055.854720000003,19734.01408,18120.929279999997
