date,o3,pm2.5,ws,wd,air_temp
2018/1/14 4:00,22.79265188,19.34318339,2.893209894,151.8795081,4.029634341
2018/1/14 5:00,22.93112771,19.15830012,2.966033041,151.9344634,4.090192239
2018/1/14 6:00,23.10113935,19.05004988,3.028754029,156.2495314,4.15048877
2018/1/14 7:00,23.33439459,18.82489943,3.096804487,160.610363,4.215282735
2018/1/14 8:00,23.56946867,18.59543413,3.177153224,165.2090526,4.288153818
2018/1/14 9:00,23.82464198,18.40587371,3.265937845,170.2912347,4.369026643
2018/1/14 10:00,24.04247551,18.17588755,3.332056935,170.9017784,4.454273247
2018/1/14 11:00,24.20818847,17.98231822,3.394614125,171.5873026,4.540275832
2018/1/14 12:00,24.19790163,17.75848814,3.447487715,172.6011579,4.615096746
2018/1/14 13:00,24.1638162,17.5125234,3.498136896,173.0362976,4.68384627
2018/1/14 14:00,24.19934981,17.29716342,3.541509827,173.5164334,4.747446892
2018/1/14 15:00,24.27369514,17.10683957,3.589399332,178.1749876,4.810795465
2018/1/14 16:00,24.33996478,16.88890404,3.637632017,182.7047124,4.866182103
2018/1/14 17:00,24.4777472,16.61675912,3.682753545,187.9086851,4.916121716
2018/1/14 18:00,24.74958001,16.36359554,3.722597945,189.2395176,4.961054714
2018/1/14 19:00,25.20661535,16.05332213,3.756489187,191.0825337,4.997645331
2018/1/14 20:00,25.67373081,15.67506111,3.784152694,192.7910309,5.02254933
2018/1/14 21:00,26.08658145,15.34288425,3.819472558,194.6843189,5.035197397
2018/1/14 22:00,26.44074873,15.02715602,3.858154276,196.9505831,5.036194248
2018/1/14 23:00,26.74657621,14.59701758,3.889960346,199.1399743,5.026129355
2018/1/15 0:00,27.0437733,14.21218716,3.925680645,201.5138047,5.013122524
2018/1/15 1:00,27.42059483,13.7722413,3.970061268,203.7494911,5.004878557
2018/1/15 2:00,27.83400002,13.41206673,4.02677337,206.4554663,5.00849246
