date,nox,no2,no,o3,pm2.5,ws,wd,air_temp
2018/1/1 0:00,38.71937092,27.59958177,7.252141082,47.36031807,7.497624835,4.598855442,257.2799056,5.378717357
2018/1/1 1:00,38.97658227,27.83651178,7.265368082,47.04212748,7.449653347,4.603798028,257.0091387,5.412134481
2018/1/1 2:00,39.25138198,28.07288481,7.290429191,46.71582506,7.416400868,4.621557222,256.7626033,5.453969534
2018/1/1 3:00,37.985254,27.99745059,6.513878925,46.40086285,7.35878745,4.636919061,256.5385503,5.502387869
2018/1/1 4:00,38.97391885,28.51251342,6.822754028,46.03361021,7.302817608,4.658490512,256.3424721,5.554476513
2018/1/1 5:00,39.90289049,28.99296659,7.115270039,45.67642854,7.227250368,4.698925061,256.2935312,5.612289641
2018/1/1 6:00,40.66606132,29.39679135,7.349629406,45.30649921,7.159037298,4.743610244,256.3449272,5.672927829
2018/1/1 7:00,41.5359423,29.88528249,7.598365263,44.90869462,7.101572602,4.788581863,256.4364165,5.733701697
2018/1/1 8:00,42.51654844,30.41054806,7.895330588,44.48532376,7.018703704,4.833752683,256.533729,5.795696347
2018/1/1 9:00,43.69224084,31.03106146,8.25740879,44.08876052,6.986721808,4.880226438,256.6338154,5.857519238
2018/1/1 10:00,44.88951891,31.66336182,8.625877516,43.68436455,6.928155072,4.925439944,256.7623841,5.917882001
2018/1/1 11:00,46.0834046,32.31813519,8.977477283,43.2429158,6.907418876,4.972981355,256.8917975,5.977977299
2018/1/1 12:00,47.24881068,32.94487372,9.328787096,42.83233077,6.85995894,5.02256864,257.0108534,6.031761352
2018/1/1 13:00,48.47154256,33.66083824,9.659292046,42.25059741,6.895383148,5.073924849,257.1485144,6.087967322
2018/1/1 14:00,49.69288784,34.38957071,9.980565668,41.67330238,6.940550241,5.123210284,257.2694786,6.135587668
2018/1/1 15:00,50.8530604,35.0569539,10.30195438,41.15202124,6.976831724,5.16927124,257.3210856,6.174041219
2018/1/1 16:00,51.97887671,35.7130252,10.60831404,40.6793083,7.040641881,5.231272497,257.4680809,6.211162361
2018/1/1 17:00,52.90842573,36.19872084,10.89778753,40.38878054,7.04881047,5.295843377,258.343275,6.249411799
2018/1/1 18:00,53.44268616,36.38578112,11.12422545,40.38013706,7.136750858,5.353025024,259.7641584,6.286289868
2018/1/1 19:00,53.4988009,36.36722467,11.17292463,40.55883975,7.153990877,5.398430447,260.5949515,6.317121616
2018/1/1 20:00,53.28644365,36.31395584,11.06916973,40.7777671,7.156215625,5.4137994,260.2101103,6.323362225
2018/1/1 21:00,53.21574617,36.33834674,11.00715457,40.94290509,7.130561404,5.416961374,259.9154581,6.317802896
2018/1/1 22:00,53.61891059,36.54392324,11.13601797,40.95762562,7.175952937,5.410125364,259.6462276,6.3063458
2018/1/1 23:00,54.36513193,36.94279911,11.3625507,40.72278775,7.22255492,5.394193364,259.3379417,6.29328036
2018/1/2 0:00,55.08811437,37.34037143,11.57477758,40.38018293,7.177525031,5.380755608,259.0159284,6.288526473
2018/1/2 1:00,55.56768552,37.62931271,11.6991031,40.01540984,7.15568239,5.370965802,258.7072056,6.296432171
2018/1/2 2:00,56.18863621,37.99759356,11.86389003,39.53030776,7.267402038,5.365876865,258.4330726,6.319758147
2018/1/2 3:00,56.68216762,38.27787705,12.00296673,39.15560087,7.331748648,5.361685517,258.1725809,6.358596041
2018/1/2 4:00,56.84533455,38.37678615,12.04487455,38.95818344,7.448778455,5.359651331,257.863613,6.405817985
2018/1/2 5:00,56.835359,38.35014404,12.05574411,38.82227024,7.569988431,5.365688505,257.5325465,6.461954336
2018/1/2 6:00,57.10300978,38.4536151,12.16281926,38.66347173,7.66614145,5.393532241,257.2026726,6.525066273
2018/1/2 7:00,57.61121595,38.64022501,12.37255875,38.50313696,7.771085899,5.435499078,256.9621163,6.594516896
2018/1/2 8:00,58.26329562,38.95325649,12.59368021,38.23132222,7.816022624,5.478491901,256.8345359,6.669679466
2018/1/2 9:00,58.94616687,39.2842145,12.82319208,37.98180055,7.9246323,5.522334546,256.757921,6.746369582
2018/1/2 10:00,59.57770743,39.60502857,13.02584252,37.69605369,7.965448143,5.576368447,256.8545194,6.829040296
2018/1/2 11:00,60.14724061,39.86578358,13.22722237,37.45854163,8.036605015,5.634860822,257.3727283,6.915800216
2018/1/2 12:00,60.67303374,40.11174362,13.40972475,37.27629255,8.117685679,5.677038378,257.3139624,6.984652898
2018/1/2 13:00,61.25336389,40.42939602,13.58103864,37.11514961,8.175557415,5.708826155,257.1996272,7.049915221
2018/1/2 14:00,61.83439247,40.78303014,13.72934146,36.95115816,8.22858769,5.73691669,257.0450565,7.111693055
2018/1/2 15:00,62.36229207,41.09392674,13.87086712,36.78594657,8.302030798,5.761540351,256.9740175,7.171279848
2018/1/2 16:00,62.93615617,41.47120681,13.99907584,36.51368636,8.363125149,5.788870501,256.9394882,7.22748802
2018/1/2 17:00,63.39832291,41.7612722,14.11131735,36.32793875,8.430522106,5.815058973,256.9443684,7.281609326
2018/1/2 18:00,63.65462367,41.87888795,14.20176532,36.30194403,8.454749906,5.840132868,256.9685139,7.333643766
2018/1/2 19:00,63.44837366,41.64598754,14.21914619,36.56087286,8.470164087,5.86411929,257.0146626,7.384780617
2018/1/2 20:00,63.23310744,41.43452752,14.21666386,36.79468734,8.488226147,5.878720406,256.9959943,7.42897271
2018/1/2 21:00,63.21226485,41.40985134,14.21916402,36.80802002,8.526614314,5.875154609,256.8875987,7.454732121
2018/1/2 22:00,63.19310667,41.39841188,14.21413002,36.83196394,8.589605647,5.856138214,256.7847508,7.471789708
2018/1/2 23:00,63.28361014,41.50143065,14.20596773,36.74796154,8.591806342,5.840911208,256.6038963,7.489147112
2018/1/3 0:00,63.30494341,41.58287614,14.16676366,36.67426715,8.59881733,5.836474586,256.2518962,7.513899339
2018/1/3 1:00,63.2573878,41.63483679,14.10186084,36.65692963,8.651989722,5.856361976,255.8009538,7.547779571
2018/1/3 2:00,63.24572397,41.69957352,14.05203374,36.64766413,8.686874427,5.892691735,255.4418686,7.587572477
2018/1/3 3:00,63.06318149,41.63606336,13.97440285,36.76333382,8.752450966,5.94168616,255.2667018,7.643359888
2018/1/3 4:00,62.31643514,41.2589474,13.73333621,37.08726811,8.781853415,5.990278627,255.2808461,7.711244683
2018/1/3 5:00,61.62315749,40.84225509,13.55295208,37.52758568,8.810035419,6.039512737,255.4573873,7.786367448
2018/1/3 6:00,60.72085839,40.30072239,13.31766631,38.09932955,8.822801888,6.087956142,255.7849446,7.85230038
2018/1/3 7:00,59.90961363,39.79319197,13.11958907,38.71421481,8.815492099,6.141418019,256.1320557,7.922485471
2018/1/3 8:00,58.99533394,39.27912997,12.85857387,39.33054726,8.747061364,6.192124961,256.3406094,7.981897625
2018/1/3 9:00,58.03773902,38.7634149,12.5703874,39.95230696,8.683531546,6.244812902,257.6000371,8.039330983
2018/1/3 10:00,57.04131046,38.25470726,12.25230412,40.58825457,8.602445292,6.291923558,259.2216753,8.098110302
2018/1/3 11:00,55.47862933,37.68372281,11.60553648,41.20397888,8.468985482,6.328890387,260.5441138,8.154127404
2018/1/3 12:00,53.14030433,37.08649044,10.47002556,41.79827958,8.29542702,6.356305401,262.0238379,8.189315315
2018/1/3 13:00,50.7853347,36.51827408,9.304735471,42.37937252,8.131408855,6.378319971,263.6289985,8.221612951
2018/1/3 14:00,48.5954922,36.0556372,8.178281411,42.86730817,7.967300067,6.389937309,264.9789606,8.243332447
2018/1/3 15:00,46.86105915,35.69530525,7.282116014,43.34917813,7.832178048,6.38992325,266.3092112,8.265028229
2018/1/3 16:00,45.91443029,35.45840433,6.81924345,43.85542732,7.6783508,6.390626212,267.3351549,8.282376994
2018/1/3 17:00,45.73203475,35.27746381,6.81829452,44.38689827,7.575699193,6.394475565,268.1723788,8.297722572
2018/1/3 18:00,45.73549213,35.18659161,6.879814633,44.92125729,7.462687619,6.395481732,268.7992037,8.314604842
2018/1/3 19:00,45.57993207,35.13479875,6.812139391,45.43799796,7.279352563,6.383267469,269.3209723,8.328927483
2018/1/3 20:00,45.24506507,35.11869811,6.604245479,45.83764049,7.186368633,6.345432864,269.6098308,8.329055371
2018/1/3 21:00,45.0937653,35.16471482,6.475558992,46.11182621,7.072298551,6.293580177,269.3859638,8.298587808
2018/1/3 22:00,45.00057982,35.25730727,6.354397864,46.27946815,7.03350978,6.229006249,268.5335264,8.245841937
2018/1/3 23:00,45.08149438,35.46090571,6.274385478,46.28620658,7.018207396,6.149122483,267.6718705,8.188874227
2018/1/4 0:00,45.02925851,35.54005287,6.188699708,46.35264755,7.036268101,6.057273117,266.704262,8.124500346
2018/1/4 1:00,45.37209682,35.68503041,6.317741062,46.31353983,7.10961415,5.963867579,266.0756255,8.06876426
2018/1/4 2:00,46.65105367,36.21636049,6.805330611,46.11314526,7.188916913,5.885102285,265.6247495,8.033235032
2018/1/4 3:00,48.39827583,36.97800205,7.448109632,45.90711845,7.297209325,5.806914267,264.9726775,7.983356907
2018/1/4 4:00,50.29783745,37.82304181,8.135850768,45.59604354,7.430948796,5.733802144,264.0823065,7.919968528
2018/1/4 5:00,52.632151,38.82090989,9.007457833,45.14608762,7.572607515,5.652435552,262.8754045,7.834379081
2018/1/4 6:00,53.96161726,39.40629845,9.492732597,44.79168052,7.706501129,5.573095015,261.6858698,7.73993299
2018/1/4 7:00,55.34116241,40.04249552,9.9775315,44.32912338,7.872611411,5.500383326,260.4869398,7.652712502
