TIMESTAMP_START,TIMESTAMP_END,TA_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,RH,TS_F_MDS_1,LE_F_MDS,H_F_MDS
2.00E+11,2.00E+11,-1.79,251.407,0.968,100.753,0,9.168,81.94,0,19.7266,-18.131
2.00E+11,2.00E+11,-1.82,251.407,1.009,100.775,0,9.109,81.12,0,19.0727,-17.5225
2.00E+11,2.00E+11,-1.91,251.407,1.046,100.796,0,9.051,80.3,0,19.0727,-17.5225
2.00E+11,2.00E+11,-2.02,251.407,1.08,100.818,0,8.992,79.5,0,22.9692,-21.7824
2.00E+11,2.00E+11,-2.15,251.407,1.11,100.84,0,8.934,78.73,0,22.8794,-22.5686
2.00E+11,2.00E+11,-2.21,251.407,1.136,100.862,0,8.875,78.13,0,25.2721,-21.0698
2.00E+11,2.00E+11,-2.2,248.487,1.16,100.884,0,8.817,77.69,0,26.654,-14.6108
2.00E+11,2.00E+11,-2.11,248.487,1.206,100.888,0,8.754,76.95,0,31.8778,-5.95701
2.00E+11,2.00E+11,-1.96,248.487,1.276,100.891,0,8.691,75.88,0,35.3777,3.66714
2.00E+11,2.00E+11,-1.66,248.487,1.35,100.895,0,8.629,75.04,-0.01,40.6135,7.36537
2.00E+11,2.00E+11,-1.22,248.487,1.43,100.899,0,8.566,74.41,-0.01,46.8762,13.6049
2.00E+11,2.00E+11,-0.81,248.487,1.539,100.902,0,8.504,73.28,-0.01,50.5432,15.9348
2.00E+11,2.00E+11,-0.43,251.261,1.679,100.906,0,8.441,71.64,-0.02,53.4153,14.5501
2.00E+11,2.00E+11,-0.21,251.261,1.793,100.905,0,8.805,70.2,-0.02,54.712,10.644
2.00E+11,2.00E+11,-0.15,251.261,1.877,100.903,0,9.169,68.95,-0.01,60.4373,16.2355
2.00E+11,2.00E+11,-0.13,251.261,1.923,100.902,0,9.533,68.22,-0.01,60.6459,17.0527
2.00E+11,2.00E+11,-0.16,251.261,1.933,100.901,0,9.898,67.99,-0.02,65.6173,22.4157
2.00E+11,2.00E+11,-0.15,251.261,1.943,100.899,0,10.262,67.85,-0.02,67.2654,30.635
2.00E+11,2.00E+11,-0.11,256.719,1.953,100.898,0,10.626,67.78,-0.01,71.1871,34.8226
2.00E+11,2.00E+11,-0.09,256.719,1.953,100.88,0,10.597,67.83,-0.01,74.6838,36.4842
2.00E+11,2.00E+11,-0.07,256.719,1.945,100.862,0,10.568,68,-0.01,80.1563,34.9316
2.00E+11,2.00E+11,-0.04,256.719,1.962,100.844,0,10.539,67.8,-0.01,76.9752,28.2786
2.00E+11,2.00E+11,0.01,256.719,2.003,100.827,0,10.51,67.24,-0.01,79.1375,21.9785
2.00E+11,2.00E+11,0.07,256.719,2.02,100.809,0,10.481,67.11,-0.02,80.5384,19.9978
2.00E+11,2.00E+11,0.13,280.178,2.01,100.791,0,10.452,67.42,-0.02,75.0496,14.5365
2.00E+11,2.00E+11,0.11,280.178,1.977,100.777,0,10.025,67.9,-0.02,72.5221,9.88945
2.00E+11,2.00E+11,0,280.178,1.923,100.763,0,9.598,68.53,-0.01,71.4402,5.2389
2.00E+11,2.00E+11,-0.05,280.178,1.877,100.749,0,9.171,69.16,-0.01,64.6324,-4.50753
2.00E+11,2.00E+11,-0.04,280.178,1.841,100.735,0,8.745,69.78,-0.01,57.4069,-16.5561
2.00E+11,2.00E+11,-0.08,280.178,1.805,100.72,0,8.318,70.29,-0.01,53.5673,-24.6817
2.00E+11,2.00E+11,-0.17,277.479,1.768,100.706,0,7.891,70.71,-0.01,44.5884,-30.4737
2.00E+11,2.00E+11,-0.17,277.479,1.771,100.691,0,7.816,70.65,-0.01,13.2753,-17.8998
2.00E+11,2.00E+11,-0.06,277.479,1.818,100.675,0,7.742,70.11,-0.01,13.2753,-17.8998
2.00E+11,2.00E+11,0,277.479,1.831,100.659,0,7.667,70.04,-0.01,13.2753,-17.8998
2.00E+11,2.00E+11,0.01,277.479,1.808,100.644,0,7.592,70.43,-0.01,13.2753,-17.8998
2.00E+11,2.00E+11,-0.03,277.479,1.767,100.628,0,7.518,71.01,-0.01,13.2753,-17.8998
2.00E+11,2.00E+11,-0.13,278.742,1.708,100.612,0,7.443,71.78,-0.01,13.2753,-17.8998
2.00E+11,2.00E+11,-0.29,278.742,1.629,100.584,0,7.277,72.77,-0.01,13.3552,-17.5327
2.00E+11,2.00E+11,-0.5,278.742,1.533,100.555,0,7.11,73.98,-0.01,13.0684,-16.6077
2.00E+11,2.00E+11,-0.67,278.742,1.453,100.526,0,6.944,75.02,-0.01,12.7292,-17.3879
2.00E+11,2.00E+11,-0.8,278.742,1.39,100.498,0,6.777,75.88,0,12.059,-18.8735
2.00E+11,2.00E+11,-0.86,278.742,1.371,100.469,0,6.611,76.1,0,11.0842,-17.4799
2.00E+11,2.00E+11,-0.85,267.643,1.397,100.44,0,6.444,75.67,0,12.9802,-14.9472
2.00E+11,2.00E+11,-0.95,267.643,1.337,100.408,0,6.305,76.54,0,4.62883,-24.8503
2.00E+11,2.00E+11,-1.18,267.643,1.193,100.375,0,6.167,78.71,-0.01,1.3975,-26.2825
2.00E+11,2.00E+11,-1.39,267.643,1.099,100.342,0,6.028,80.08,-0.01,12.5993,-28.0917
2.00E+11,2.00E+11,-1.58,267.643,1.053,100.31,0,5.889,80.66,-0.02,12.9582,-10.3959
2.00E+11,2.00E+11,-1.85,267.643,0.956,100.277,0,5.75,82.08,-0.02,14.475,-8.87361
2.00E+11,2.00E+11,-2.18,271.204,0.815,100.244,0.014,5.612,84.35,-0.02,15.0296,-7.93931
2.00E+11,2.00E+11,-2.35,271.204,0.739,100.216,0.014,5.597,85.63,-0.02,12.4321,-23.7792
2.00E+11,2.00E+11,-2.37,271.204,0.723,100.189,0.014,5.583,85.92,-0.02,12.4321,-23.7792
2.00E+11,2.00E+11,-2.31,271.204,0.731,100.161,0.014,5.569,85.82,-0.02,12.4321,-23.7792
2.00E+11,2.00E+11,-2.18,271.204,0.763,100.133,0.014,5.555,85.34,-0.02,29.1567,-22.5879
2.00E+11,2.00E+11,-2.07,271.204,0.795,100.105,0.014,5.541,84.86,-0.02,30.7883,-24.7335
2.00E+11,2.00E+11,-1.96,272.045,0.827,100.077,0.014,5.526,84.37,-0.01,33.0089,-22.0901
2.00E+11,2.00E+11,-1.87,272.045,0.849,100.057,0.014,5.529,84.06,-0.01,38.0029,-14.8576
2.00E+11,2.00E+11,-1.77,272.045,0.863,100.036,0.014,5.531,83.92,-0.01,40.7919,-6.69907
2.00E+11,2.00E+11,-1.63,272.045,0.888,100.015,0.014,5.534,83.63,-0.01,49.071,-3.85928
2.00E+11,2.00E+11,-1.42,272.045,0.926,99.994,0.014,5.536,83.19,-0.01,57.7569,-0.770962
2.00E+11,2.00E+11,-1.29,272.045,0.942,99.974,0.014,5.538,83.05,-0.01,42.3221,-2.32907
2.00E+11,2.00E+11,-1.22,269.531,0.939,99.953,0.015,5.541,83.19,-0.01,42.4215,-8.40858
2.00E+11,2.00E+11,-1.15,269.531,0.962,99.949,0.015,5.988,82.88,-0.01,39.8888,-20.6117
2.00E+11,2.00E+11,-1.06,269.531,1.012,99.945,0.015,6.435,82.11,-0.01,39.4003,-19.5707
2.00E+11,2.00E+11,-0.94,269.531,1.076,99.941,0.015,6.882,81.14,-0.01,38.8248,-19.4718
2.00E+11,2.00E+11,-0.77,269.531,1.156,99.937,0.015,7.328,79.98,-0.01,39.4268,-13.366
2.00E+11,2.00E+11,-0.62,269.531,1.195,99.933,0.015,7.775,79.53,-0.01,40.0485,-3.39068
2.00E+11,2.00E+11,-0.51,274.257,1.191,99.929,0.016,8.222,79.77,-0.01,40.8725,-1.94272
2.00E+11,2.00E+11,-0.44,274.257,1.187,99.935,0.016,8.318,79.94,-0.01,41.785,-0.9637
2.00E+11,2.00E+11,-0.42,274.257,1.183,99.942,0.016,8.415,80.03,-0.02,45.5203,-0.45606
2.00E+11,2.00E+11,-0.41,274.257,1.158,99.948,0.016,8.511,80.47,-0.02,93.2237,-2.12762
2.00E+11,2.00E+11,-0.41,274.257,1.112,99.954,0.016,8.607,81.24,-0.02,99.3355,-5.11374
2.00E+11,2.00E+11,-0.33,274.257,1.189,99.961,0.016,8.703,80.06,-0.01,100.565,0.556204
2.00E+11,2.00E+11,-0.17,273.118,1.393,99.967,0,8.799,76.92,-0.01,94.8726,6.91436
2.00E+11,2.00E+11,-0.12,273.118,1.534,99.983,0,8.559,74.68,0,90.251,9.57312
2.00E+11,2.00E+11,-0.18,273.118,1.608,99.999,0,8.318,73.33,-0.01,88.6898,6.81932
2.00E+11,2.00E+11,-0.34,273.118,1.568,100.014,0,8.077,73.69,-0.01,78.4982,1.28668
2.00E+11,2.00E+11,-0.6,273.118,1.418,100.03,0,7.836,75.76,-0.01,67.6347,-7.85084
2.00E+11,2.00E+11,-0.79,273.118,1.339,100.046,0,7.596,76.78,-0.01,61.8939,-15.4364
2.00E+11,2.00E+11,-0.92,260.677,1.329,100.062,0,7.355,76.73,-0.01,4.62883,-24.8503
2.00E+11,2.00E+11,-0.92,260.677,1.359,100.067,0,7.406,76.22,-0.01,4.62883,-24.8503
2.00E+11,2.00E+11,-0.81,260.677,1.425,100.072,0,7.458,75.26,-0.01,6.64725,-23.3148
2.00E+11,2.00E+11,-0.75,260.677,1.438,100.077,0,7.509,75.14,-0.01,7.8705,-23.1033
2.00E+11,2.00E+11,-0.74,260.677,1.397,100.082,0,7.561,75.86,-0.02,7.13343,-23.1399
2.00E+11,2.00E+11,-0.75,260.677,1.377,100.087,0,7.612,76.2,-0.02,7.8705,-23.1033
2.00E+11,2.00E+11,-0.79,253.559,1.376,100.093,0,7.664,76.15,-0.01,6.64725,-23.3148
2.00E+11,2.00E+11,-0.82,253.559,1.364,100.09,0,7.684,76.29,-0.01,6.64725,-23.3148
2.00E+11,2.00E+11,-0.86,253.559,1.341,100.087,0,7.704,76.63,-0.01,5.1012,-24.144
2.00E+11,2.00E+11,-0.9,253.559,1.319,100.085,0,7.724,76.95,-0.01,4.62883,-24.8503
2.00E+11,2.00E+11,-0.96,253.559,1.297,100.082,0,7.744,77.23,-0.01,4.62883,-24.8503
2.00E+11,2.00E+11,-0.98,253.559,1.276,100.079,0,7.764,77.57,-0.01,4.62883,-24.8503
2.00E+11,2.00E+11,-0.97,271.625,1.254,100.077,0,7.783,77.96,-0.02,4.62883,-24.8503
2.00E+11,2.00E+11,-0.94,271.625,1.197,100.08,0,7.797,79.02,-0.02,4.62883,-24.8503
2.00E+11,2.00E+11,-0.89,271.625,1.102,100.084,0,7.811,80.76,-0.01,4.62883,-24.8503
2.00E+11,2.00E+11,-1.07,271.625,1.056,100.088,0,7.824,81.31,0,3.16052,-24.9703
2.00E+11,2.00E+11,-1.46,271.625,1.061,100.091,0,7.838,80.68,-0.01,12.4259,-28.0917
2.00E+11,2.00E+11,-1.73,271.625,1.068,100.095,0,7.851,80.15,-0.01,12.5722,-22.2887
2.00E+11,2.00E+11,-1.88,284.308,1.079,100.099,0.012,7.865,79.72,-0.02,12.5722,-22.2887
2.00E+11,2.00E+11,-2.04,284.308,1.052,100.103,0.012,7.896,80.01,-0.02,12.5722,-22.2887
2.00E+11,2.00E+11,-2.2,284.308,0.987,100.107,0.012,7.928,81.02,-0.01,12.5722,-22.2887
2.00E+11,2.00E+11,-2.13,284.308,0.945,100.11,0.012,7.959,81.91,-0.01,12.5722,-22.2887
2.00E+11,2.00E+11,-1.82,284.308,0.925,100.114,0.012,7.99,82.69,-0.01,20.3954,-0.934512
2.00E+11,2.00E+11,-1.49,284.308,0.935,100.118,0.012,8.022,82.93,-0.01,24.0155,4.26692
2.00E+11,2.00E+11,-1.14,291.94,0.976,100.122,0.012,8.053,82.64,-0.01,29.7389,12.3778
2.00E+11,2.00E+11,-0.78,291.94,1.022,100.125,0.012,8.093,82.3,-0.01,39.2394,20.1784
2.00E+11,2.00E+11,-0.41,291.94,1.073,100.127,0.012,8.132,81.91,-0.02,43.3913,32.0514
2.00E+11,2.00E+11,-0.03,291.94,1.146,100.13,0.012,8.172,81.21,-0.02,49.071,38.9447
2.00E+11,2.00E+11,0.36,291.94,1.242,100.132,0.012,8.211,80.2,-0.02,57.7569,47.3485
2.00E+11,2.00E+11,0.58,291.94,1.269,100.134,0.012,8.251,80.08,-0.02,44.6161,56.4648
2.00E+11,2.00E+11,0.62,285.534,1.224,100.137,0.036,8.29,80.85,-0.02,46.8346,16.3437
2.00E+11,2.00E+11,0.64,285.534,1.17,100.119,0.036,8.51,81.72,-0.02,46.7985,14.6668
2.00E+11,2.00E+11,0.66,285.534,1.11,100.102,0.036,8.73,82.69,-0.03,50.039,19.2188
2.00E+11,2.00E+11,0.7,285.534,1.104,100.084,0.036,8.95,82.83,-0.03,50.9129,20.7486
2.00E+11,2.00E+11,0.79,285.534,1.155,100.067,0.036,9.17,82.15,-0.02,53.398,25.3034
2.00E+11,2.00E+11,0.89,285.534,1.27,100.049,0.036,9.39,80.51,-0.02,54.6943,31.2163
2.00E+11,2.00E+11,1.02,286.858,1.453,100.032,0.026,9.61,77.91,-0.03,56.4185,33.8767
2.00E+11,2.00E+11,1.07,286.858,1.6,100.022,0.026,9.444,75.76,-0.03,58.126,34.9884
2.00E+11,2.00E+11,1.03,286.858,1.706,100.013,0.026,9.279,74.08,-0.02,62.0363,33.4282
2.00E+11,2.00E+11,0.95,286.858,1.73,100.003,0.026,9.114,73.57,-0.01,62.004,28.4436
2.00E+11,2.00E+11,0.82,286.858,1.67,99.994,0.026,8.948,74.24,-0.01,64.2597,23.5417
2.00E+11,2.00E+11,0.71,286.858,1.631,99.984,0.026,8.783,74.65,-0.02,66.8337,22.5833
2.00E+11,2.00E+11,0.63,290.826,1.612,99.975,0.003,8.617,74.8,-0.02,63.7406,18.1623
2.00E+11,2.00E+11,0.5,290.826,1.525,99.97,0.003,8.593,75.93,-0.02,61.6011,14.0654
2.00E+11,2.00E+11,0.32,290.826,1.373,99.966,0.003,8.569,78.05,-0.02,59.6507,9.47713
2.00E+11,2.00E+11,0.14,290.826,1.255,99.961,0.003,8.545,79.67,-0.02,53.7917,1.15895
2.00E+11,2.00E+11,-0.03,290.826,1.172,99.956,0.003,8.521,80.78,-0.02,46.5439,-9.4329
2.00E+11,2.00E+11,-0.07,290.826,1.193,99.951,0.003,8.497,80.37,-0.02,41.3802,-16.5636
2.00E+11,2.00E+11,0.02,293.069,1.319,99.947,0.02,8.473,78.44,-0.01,7.94495,-22.4069
2.00E+11,2.00E+11,0.05,293.069,1.383,99.929,0.02,8.521,77.45,-0.01,7.94495,-22.4069
2.00E+11,2.00E+11,0.02,293.069,1.383,99.911,0.02,8.57,77.4,-0.02,7.94495,-22.4069
2.00E+11,2.00E+11,0.02,293.069,1.402,99.892,0.02,8.618,77.09,-0.02,7.94495,-22.4069
2.00E+11,2.00E+11,0.06,293.069,1.442,99.874,0.02,8.666,76.51,-0.01,7.94495,-22.4069
2.00E+11,2.00E+11,0.01,293.069,1.393,99.856,0.02,8.714,77.21,-0.01,7.94495,-22.4069
2.00E+11,2.00E+11,-0.14,292.652,1.259,99.838,0.019,8.762,79.19,-0.01,7.94495,-22.4069
2.00E+11,2.00E+11,-0.22,292.652,1.172,99.806,0.019,8.925,80.51,-0.01,8.53695,-21.9261
2.00E+11,2.00E+11,-0.25,292.652,1.129,99.774,0.019,9.088,81.19,-0.02,8.32702,-21.9103
2.00E+11,2.00E+11,-0.32,292.652,1.038,99.742,0.019,9.25,82.61,-0.02,8.32702,-21.9103
2.00E+11,2.00E+11,-0.45,292.652,0.9,99.71,0.019,9.413,84.78,-0.01,8.50997,-21.1945
2.00E+11,2.00E+11,-0.57,292.652,0.759,99.678,0.019,9.576,87.05,-0.01,8.50997,-21.1945
2.00E+11,2.00E+11,-0.69,302.315,0.615,99.646,0.073,9.738,89.41,-0.02,7.97995,-21.7844
2.00E+11,2.00E+11,-0.78,302.315,0.521,99.618,0.073,9.798,90.98,-0.02,6.64725,-23.3148
2.00E+11,2.00E+11,-0.85,302.315,0.474,99.591,0.073,9.857,91.75,-0.01,6.1454,-23.5151
2.00E+11,2.00E+11,-0.82,302.315,0.506,99.563,0.073,9.917,91.2,-0.01,6.64725,-23.3148
2.00E+11,2.00E+11,-0.69,302.315,0.62,99.536,0.073,9.976,89.32,-0.02,7.97995,-21.7844
2.00E+11,2.00E+11,-0.57,302.315,0.736,99.508,0.073,10.035,87.44,-0.02,8.50997,-21.1945
2.00E+11,2.00E+11,-0.46,306.99,0.853,99.48,0.136,10.095,85.56,-0.01,8.50997,-21.1945
2.00E+11,2.00E+11,-0.4,306.99,0.914,99.465,0.136,9.903,84.59,-0.01,8.32702,-21.9103
2.00E+11,2.00E+11,-0.38,306.99,0.919,99.45,0.136,9.711,84.54,0,8.32702,-21.9103
2.00E+11,2.00E+11,-0.34,306.99,0.926,99.435,0.136,9.52,84.47,-0.01,8.32702,-21.9103
2.00E+11,2.00E+11,-0.27,306.99,0.936,99.42,0.136,9.328,84.37,-0.02,22.8794,-22.5686
2.00E+11,2.00E+11,-0.25,306.99,0.897,99.405,0.136,9.136,85.05,-0.02,25.2721,-21.0698
2.00E+11,2.00E+11,-0.28,300.625,0.808,99.39,0.107,8.944,86.5,-0.02,26.654,-14.6108
2.00E+11,2.00E+11,-0.28,300.625,0.754,99.424,0.107,8.561,87.41,-0.02,31.8778,-5.95701
2.00E+11,2.00E+11,-0.25,300.625,0.732,99.458,0.107,8.178,87.8,-0.02,35.3777,3.66714
2.00E+11,2.00E+11,-0.18,300.625,0.752,99.492,0.107,7.795,87.53,-0.02,40.6135,7.36537
2.00E+11,2.00E+11,-0.07,300.625,0.813,99.526,0.107,7.412,86.62,-0.02,46.8762,13.6049
2.00E+11,2.00E+11,-0.5,300.625,0.809,99.56,0.107,7.028,86.26,-0.02,50.5432,15.9348
2.00E+11,2.00E+11,-1.49,280.703,0.742,99.594,0.037,6.645,86.45,-0.01,53.4153,14.5501
2.00E+11,2.00E+11,-2.15,280.703,0.825,99.653,0.037,6.548,84.18,-0.01,54.712,10.644
2.00E+11,2.00E+11,-2.51,280.703,1.044,99.712,0.037,6.451,79.45,-0.02,60.4373,16.2355
2.00E+11,2.00E+11,-2.67,280.703,1.129,99.771,0.037,6.354,77.5,-0.02,60.6459,17.0527
2.00E+11,2.00E+11,-2.64,280.703,1.091,99.83,0.037,6.257,78.32,-0.02,65.6173,22.4157
2.00E+11,2.00E+11,-2.67,280.703,1.077,99.889,0.037,6.16,78.54,-0.01,67.2654,30.635
2.00E+11,2.00E+11,-2.74,271.835,1.091,99.948,0.011,6.063,78.15,-0.01,71.1871,34.8226
2.00E+11,2.00E+11,-2.85,271.835,1.094,99.988,0.011,5.894,77.91,0,74.6838,36.4842
2.00E+11,2.00E+11,-3.01,271.835,1.086,100.028,0.011,5.725,77.81,-0.01,80.1563,34.9316
2.00E+11,2.00E+11,-3.12,271.835,1.058,100.068,0.011,5.556,78.2,-0.01,76.9752,28.2786
2.00E+11,2.00E+11,-3.19,271.835,1.011,100.108,0.011,5.387,79.07,-0.01,79.1375,21.9785
2.00E+11,2.00E+11,-3.27,271.835,0.987,100.148,0.011,5.218,79.43,-0.01,80.5384,19.9978
2.00E+11,2.00E+11,-3.36,272.23,0.988,100.187,0.005,5.05,79.28,-0.01,75.0496,14.5365
2.00E+11,2.00E+11,-3.45,272.23,1.014,100.212,0.005,4.915,78.59,0,72.5221,9.88945
2.00E+11,2.00E+11,-3.52,272.23,1.068,100.236,0.005,4.781,77.33,0,71.4402,5.2389
2.00E+11,2.00E+11,-3.59,272.23,1.095,100.261,0.005,4.647,76.63,0,64.6324,-4.50753
2.00E+11,2.00E+11,-3.66,272.23,1.096,100.285,0.005,4.513,76.49,0,57.4069,-16.5561
2.00E+11,2.00E+11,-3.67,272.23,1.086,100.31,0.005,4.379,76.68,-0.01,53.5673,-24.6817
2.00E+11,2.00E+11,-3.64,277.676,1.064,100.334,0.002,4.245,77.21,-0.01,13.4476,-25.4939
2.00E+11,2.00E+11,-3.58,277.676,1.055,100.34,0.002,4.043,77.5,-0.01,13.4476,-25.4939
2.00E+11,2.00E+11,-3.49,277.676,1.06,100.345,0.002,3.841,77.55,-0.01,13.5671,-25.372
2.00E+11,2.00E+11,-3.38,277.676,1.019,100.35,0.002,3.639,78.59,-0.01,13.7345,-25.2335
2.00E+11,2.00E+11,-3.24,277.676,0.933,100.356,0.002,3.437,80.61,-0.01,13.7345,-25.2273
2.00E+11,2.00E+11,-3.29,277.676,0.744,100.361,0.002,3.235,84.47,-0.01,13.9028,-25.3017
2.00E+11,2.00E+11,-3.53,276.718,0.463,100.366,0,3.033,90.16,-0.01,13.9028,-25.364
2.00E+11,2.00E+11,-3.27,276.718,0.325,100.35,0,3.055,93.23,-0.01,14.1178,-25.3116
2.00E+11,2.00E+11,-2.52,276.718,0.322,100.333,0,3.078,93.66,-0.01,14.3437,-25.2344
2.00E+11,2.00E+11,-1.72,276.718,0.407,100.317,0,3.101,92.45,-0.01,14.5716,-25.2125
2.00E+11,2.00E+11,-0.88,276.718,0.595,100.301,0,3.124,89.61,-0.02,4.62883,-24.8503
2.00E+11,2.00E+11,-0.35,276.718,0.731,100.285,0,3.147,87.73,-0.02,8.32702,-21.9103
2.00E+11,2.00E+11,-0.14,283.184,0.798,100.268,0.075,3.169,86.81,-0.02,7.94495,-22.4069
2.00E+11,2.00E+11,0.02,283.184,0.816,100.231,0.075,3.353,86.67,-0.02,7.94495,-22.4069
2.00E+11,2.00E+11,0.11,283.184,0.783,100.193,0.075,3.537,87.29,-0.02,7.94495,-22.4069
2.00E+11,2.00E+11,0.19,283.184,0.768,100.156,0.075,3.721,87.61,-0.02,8.39297,-21.4664
2.00E+11,2.00E+11,0.25,283.184,0.771,100.119,0.075,3.905,87.61,-0.01,8.39297,-21.4664
2.00E+11,2.00E+11,0.3,283.184,0.799,100.081,0.075,4.089,87.2,-0.01,8.39297,-21.4664
2.00E+11,2.00E+11,0.35,300.55,0.854,100.044,0.146,4.272,86.38,-0.01,8.09947,-21.0695
2.00E+11,2.00E+11,0.41,300.55,0.9,100.018,0.146,4.511,85.7,-0.01,8.03382,-20.3651
2.00E+11,2.00E+11,0.48,300.55,0.938,99.993,0.146,4.75,85.17,0,7.9905,-19.885
2.00E+11,2.00E+11,0.58,300.55,1.009,99.968,0.146,4.989,84.16,-0.01,8.46403,-19.4082
2.00E+11,2.00E+11,0.71,300.55,1.115,99.943,0.146,5.228,82.66,-0.01,29.1567,-22.5879
2.00E+11,2.00E+11,0.77,300.55,1.171,99.918,0.146,5.467,81.87,-0.02,30.7883,-24.7335
2.00E+11,2.00E+11,0.76,303.628,1.177,99.893,0.093,5.705,81.77,-0.02,33.0089,-22.0901
2.00E+11,2.00E+11,0.78,303.628,1.186,99.879,0.093,5.903,81.65,-0.02,38.0029,-14.8576
2.00E+11,2.00E+11,0.86,303.628,1.203,99.865,0.093,6.101,81.5,-0.01,40.7919,-6.69907
2.00E+11,2.00E+11,0.97,303.628,1.287,99.851,0.093,6.299,80.37,-0.01,49.071,-3.85928
2.00E+11,2.00E+11,1.12,303.628,1.441,99.837,0.093,6.497,78.25,-0.02,57.7569,-0.770962
2.00E+11,2.00E+11,1.15,303.628,1.47,99.823,0.093,6.695,77.86,-0.02,42.3221,-2.32907
2.00E+11,2.00E+11,1.04,301.14,1.37,99.809,0.066,6.892,79.21,-0.01,42.4215,-8.40858
2.00E+11,2.00E+11,0.94,301.14,1.258,99.784,0.066,6.968,80.76,-0.01,39.8888,-20.6117
2.00E+11,2.00E+11,0.85,301.14,1.138,99.759,0.066,7.044,82.49,-0.01,39.4003,-19.5707
2.00E+11,2.00E+11,0.9,301.14,1.113,99.734,0.066,7.121,82.93,-0.01,38.8248,-19.4718
2.00E+11,2.00E+11,1.11,301.14,1.188,99.709,0.066,7.197,82.06,-0.01,39.4268,-13.366
2.00E+11,2.00E+11,1.36,301.14,1.296,99.684,0.066,7.273,80.78,-0.01,40.0485,-3.39068
2.00E+11,2.00E+11,1.65,303.193,1.439,99.659,0.05,7.349,79.09,-0.01,40.8725,-1.94272
2.00E+11,2.00E+11,1.92,303.193,1.566,99.628,0.05,7.325,77.69,-0.02,41.785,-0.9637
2.00E+11,2.00E+11,2.17,303.193,1.673,99.596,0.05,7.301,76.58,-0.02,45.5203,-0.45606
2.00E+11,2.00E+11,2.28,303.193,1.71,99.565,0.05,7.277,76.25,-0.01,93.2237,-2.12762
2.00E+11,2.00E+11,2.27,303.193,1.678,99.534,0.05,7.253,76.68,-0.01,99.3355,-5.11374
2.00E+11,2.00E+11,2.26,303.193,1.642,99.502,0.05,7.23,77.16,-0.01,100.565,0.556204
2.00E+11,2.00E+11,2.27,306.364,1.605,99.471,0.117,7.206,77.69,-0.01,94.8726,6.91436
2.00E+11,2.00E+11,2.33,306.364,1.595,99.444,0.117,7.163,77.93,-0.01,90.251,9.57312
2.00E+11,2.00E+11,2.42,306.364,1.608,99.418,0.117,7.121,77.89,-0.01,88.6898,6.81932
2.00E+11,2.00E+11,2.47,306.364,1.57,99.391,0.117,7.078,78.49,-0.02,78.4982,1.28668
2.00E+11,2.00E+11,2.47,306.364,1.479,99.365,0.117,7.036,79.74,-0.02,67.6347,-7.85084
2.00E+11,2.00E+11,2.36,306.364,1.317,99.338,0.117,6.994,81.82,-0.02,61.8939,-15.4364
2.00E+11,2.00E+11,2.13,311.857,1.089,99.312,0.174,6.951,84.71,-0.02,11.2657,-18.954
2.00E+11,2.00E+11,1.95,311.857,0.926,99.29,0.174,6.914,86.83,-0.01,10.8436,-19.1608
2.00E+11,2.00E+11,1.83,311.857,0.824,99.268,0.174,6.878,88.18,-0.01,10.8436,-19.1608
2.00E+11,2.00E+11,1.7,311.857,0.74,99.246,0.174,6.841,89.29,-0.02,10.8436,-19.1608
2.00E+11,2.00E+11,1.56,311.857,0.673,99.224,0.174,6.804,90.16,-0.02,10.8436,-19.3356
2.00E+11,2.00E+11,1.44,311.857,0.643,99.202,0.174,6.767,90.52,-0.02,11.0938,-19.4647
2.00E+11,2.00E+11,1.33,314.846,0.647,99.18,0.059,6.73,90.38,-0.03,11.6958,-19.6737
2.00E+11,2.00E+11,1.19,314.846,0.653,99.185,0.059,6.478,90.19,-0.02,11.9912,-19.9723
2.00E+11,2.00E+11,1,314.846,0.66,99.189,0.059,6.226,89.95,-0.02,11.8625,-20.2674
2.00E+11,2.00E+11,0.43,314.846,0.598,99.194,0.059,5.973,90.52,-0.01,8.98181,-21.4995
2.00E+11,2.00E+11,-0.52,314.846,0.475,99.198,0.059,5.721,91.92,-0.02,8.50997,-21.1945
2.00E+11,2.00E+11,-1.23,314.846,0.438,99.203,0.059,5.469,92.16,-0.01,1.3975,-25.2972
2.00E+11,2.00E+11,-1.7,309.128,0.472,99.207,0.06,5.216,91.25,0,16.9361,-28.3116
2.00E+11,2.00E+11,-2.07,309.128,0.496,99.257,0.06,5.699,90.55,0.01,16.9272,-28.4472
2.00E+11,2.00E+11,-2.32,309.128,0.512,99.307,0.06,6.181,90.07,0,16.9854,-28.566
2.00E+11,2.00E+11,-2.5,309.128,0.594,99.358,0.06,6.663,88.31,0,17.0604,-28.6535
2.00E+11,2.00E+11,-2.59,309.128,0.744,99.408,0.06,7.146,85.27,0,17.0219,-28.7017
2.00E+11,2.00E+11,-2.67,309.128,0.846,99.458,0.06,7.628,83.14,0,17,-28.7937
2.00E+11,2.00E+11,-2.72,286.21,0.903,99.508,0.008,8.11,81.94,0,17.0728,-28.9487
2.00E+11,2.00E+11,-2.84,286.21,0.857,99.567,0.008,7.993,82.71,-0.01,17.0728,-28.9487
2.00E+11,2.00E+11,-3.02,286.21,0.711,99.625,0.008,7.876,85.46,-0.01,17.0766,-29.179
