TIMESTAMP_START,TIMESTAMP_END,TA_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,RH,TS_F_MDS_1,LE_F_MDS,H_F_MDS
2.00E+11,2.00E+11,-32.878,141.016,0.094,102.361,0,4.725,-9999,-25.309,9.35678,-3.80301
2.00E+11,2.00E+11,-32.879,141.016,0.094,102.36,0,4.817,-9999,-25.312,7.99124,-3.80301
2.00E+11,2.00E+11,-32.879,142.679,0.094,102.359,0,4.91,-9999,-25.312,10.0301,-4.84104
2.00E+11,2.00E+11,-32.878,142.679,0.094,102.37,0,4.961,-9999,-25.317,12.69,-5.8896
2.00E+11,2.00E+11,-32.878,142.679,0.094,102.38,0,5.012,-9999,-25.32,15.6014,-5.73477
2.00E+11,2.00E+11,-32.879,142.679,0.094,102.391,0,5.063,-9999,-25.323,18.7886,-5.19619
2.00E+11,2.00E+11,-32.88,142.679,0.094,102.402,0,5.114,-9999,-25.326,20.9026,-4.23439
2.00E+11,2.00E+11,-32.881,142.679,0.094,102.412,0,5.166,-9999,-25.329,23.8438,0.286132
2.00E+11,2.00E+11,-32.882,143.235,0.094,102.423,0,5.217,-9999,-25.332,25.3941,6.83164
2.00E+11,2.00E+11,-32.883,143.235,0.094,102.431,0,5.285,-9999,-25.335,28.6973,18.2295
2.00E+11,2.00E+11,-32.885,143.235,0.094,102.438,0,5.352,-9999,-25.337,33.1053,25.6921
2.00E+11,2.00E+11,-32.886,143.235,0.094,102.446,0,5.42,-9999,-25.34,38.7503,32.2152
2.00E+11,2.00E+11,-32.887,143.235,0.094,102.454,0,5.488,-9999,-25.343,43.5645,36.6038
2.00E+11,2.00E+11,-32.888,143.235,0.094,102.461,0,5.556,-9999,-25.346,46.3058,42.7628
2.00E+11,2.00E+11,-32.889,143.869,0.094,102.469,0,5.624,-9999,-25.348,49.8748,38.4141
2.00E+11,2.00E+11,-32.89,143.869,0.093,102.485,0,5.68,-9999,-25.351,54.0773,41.0307
2.00E+11,2.00E+11,-32.891,143.869,0.093,102.5,0,5.735,-9999,-25.353,57.6874,47.9417
2.00E+11,2.00E+11,-32.893,143.869,0.093,102.516,0,5.791,-9999,-25.356,62.0873,51.4277
2.00E+11,2.00E+11,-35.22,143.869,0.079,102.531,0,5.846,73.88,-26.04,72.9358,48.6499
2.00E+11,2.00E+11,-35.26,143.869,0.078,102.547,0,5.902,73.85,-26.03,80.0013,50.9243
2.00E+11,2.00E+11,-35.26,142.232,0.078,102.563,0,5.957,73.86,-26.01,80.5489,49.634
2.00E+11,2.00E+11,-35.21,142.232,0.079,102.558,0,6.012,73.9,-26.01,87.3048,49.251
2.00E+11,2.00E+11,-35.14,142.232,0.079,102.553,0,6.067,74,-26.02,89.2546,48.3754
2.00E+11,2.00E+11,-35.01,142.232,0.08,102.548,0,6.122,74.12,-26.01,91.5314,51.6639
2.00E+11,2.00E+11,-34.84,142.232,0.081,102.543,0,6.177,74.27,-25.99,96.7009,68.6886
2.00E+11,2.00E+11,-34.53,142.232,0.082,102.538,0,6.232,74.54,-25.95,99.6165,84.3167
2.00E+11,2.00E+11,-34.09,149.289,0.085,102.533,0,6.286,74.92,-25.91,98.6716,99.4041
2.00E+11,2.00E+11,-33.73,149.289,0.087,102.535,0,6.296,75.23,-25.86,99.4734,128.785
2.00E+11,2.00E+11,-33.43,149.289,0.088,102.537,0,6.306,75.47,-25.81,99.7642,146.483
2.00E+11,2.00E+11,-33.18,149.289,0.09,102.538,0,6.316,75.68,-25.77,89.985,160.88
2.00E+11,2.00E+11,-32.96,149.289,0.091,102.54,0,6.326,75.86,-25.75,85.7997,167.357
2.00E+11,2.00E+11,-32.85,149.289,0.092,102.542,0,6.336,75.96,-25.74,79.0228,174.726
2.00E+11,2.00E+11,-32.85,151.657,0.092,102.543,0,6.346,75.97,-25.72,72.5514,163.412
2.00E+11,2.00E+11,-32.83,151.657,0.092,102.541,0,6.362,76.01,-25.71,68.2424,158.053
2.00E+11,2.00E+11,-32.78,151.657,0.092,102.54,0,6.378,76.09,-25.72,65.4421,114.653
2.00E+11,2.00E+11,-32.68,151.657,0.092,102.538,0,6.394,76.19,-25.74,61.9845,91.2926
2.00E+11,2.00E+11,-32.54,151.657,0.093,102.536,0,6.409,76.31,-25.78,59.9254,66.1089
2.00E+11,2.00E+11,-32.44,151.657,0.094,102.534,0,6.425,76.38,-25.76,53.7984,47.588
2.00E+11,2.00E+11,-32.4,153.392,0.094,102.532,0,6.441,76.4,-25.7,47.6795,32.1502
2.00E+11,2.00E+11,-32.29,153.392,0.095,102.531,0,6.446,76.49,-25.66,40.6179,25.9149
2.00E+11,2.00E+11,-32.14,153.392,0.095,102.53,0,6.452,76.65,-25.64,35.9068,20.388
2.00E+11,2.00E+11,-31.99,153.392,0.096,102.529,0,6.458,76.79,-25.62,33.1255,18.8206
2.00E+11,2.00E+11,-31.85,153.392,0.097,102.528,0,6.464,76.91,-25.59,30.4348,17.6126
2.00E+11,2.00E+11,-31.7,153.392,0.098,102.527,0,6.469,77.04,-25.58,26.3253,14.1959
2.00E+11,2.00E+11,-31.56,155.684,0.099,102.526,0,6.475,77.16,-25.57,23.1694,15.0135
2.00E+11,2.00E+11,-31.4,155.684,0.1,102.51,0,6.448,77.28,-25.54,19.8825,10.8086
2.00E+11,2.00E+11,-31.25,155.684,0.101,102.494,0,6.42,77.41,-25.5,16.8512,4.63946
2.00E+11,2.00E+11,-31.11,155.684,0.101,102.478,0,6.393,77.52,-25.47,14.5409,0.695537
2.00E+11,2.00E+11,-30.98,155.684,0.102,102.462,0,6.366,77.62,-25.46,14.5409,0.507269
2.00E+11,2.00E+11,-30.82,155.684,0.103,102.446,0,6.339,77.75,-25.43,7.59817,-1.98654
2.00E+11,2.00E+11,-30.62,162.298,0.104,102.43,0,6.311,77.92,-25.37,11.0146,-0.969958
2.00E+11,2.00E+11,-30.43,162.298,0.106,102.415,0,6.252,78.07,-25.33,13.2572,-0.367984
2.00E+11,2.00E+11,-30.26,162.298,0.107,102.401,0,6.192,78.22,-25.29,16.4986,-0.692377
2.00E+11,2.00E+11,-30.06,162.298,0.108,102.387,0,6.132,78.37,-25.25,17.8786,-0.994799
2.00E+11,2.00E+11,-29.85,162.298,0.109,102.373,0,6.072,78.54,-25.19,20.9563,0.248996
2.00E+11,2.00E+11,-29.63,162.298,0.111,102.358,0,6.013,78.72,-25.14,23.2771,3.40458
2.00E+11,2.00E+11,-29.41,173.226,0.112,102.344,0.023,5.953,78.9,-25.09,24.3714,7.5974
2.00E+11,2.00E+11,-29.19,173.226,0.114,102.335,0.023,5.897,79.06,-25.05,27.8603,15.3792
2.00E+11,2.00E+11,-28.98,173.226,0.115,102.326,0.023,5.842,79.2,-25.01,34.9966,28.7135
2.00E+11,2.00E+11,-28.8,173.226,0.116,102.317,0.023,5.786,79.32,-24.97,40.7423,40.6238
2.00E+11,2.00E+11,-28.64,173.226,0.117,102.309,0.023,5.73,79.45,-24.93,46.0259,49.7113
2.00E+11,2.00E+11,-28.48,173.226,0.119,102.3,0.023,5.675,79.46,-24.88,46.9696,57.1398
2.00E+11,2.00E+11,-28.33,188.165,0.121,102.291,0.019,5.619,79.36,-24.84,51.1236,62.584
2.00E+11,2.00E+11,-28.21,188.165,0.124,102.284,0.019,5.544,79.22,-24.79,56.9027,70.9579
2.00E+11,2.00E+11,-28.13,188.165,0.126,102.278,0.019,5.469,79.02,-24.75,62.686,81.8953
2.00E+11,2.00E+11,-27.97,188.165,0.128,102.271,0.019,5.394,78.95,-24.71,64.3901,92.8378
2.00E+11,2.00E+11,-27.74,188.165,0.131,102.264,0.019,5.319,78.99,-24.65,85.3547,103.095
2.00E+11,2.00E+11,-27.54,188.165,0.133,102.257,0.019,5.244,79,-24.6,94.6186,114.387
2.00E+11,2.00E+11,-27.36,182.258,0.135,102.25,0.011,5.17,78.98,-24.54,97.9405,120.062
2.00E+11,2.00E+11,-27.12,182.258,0.139,102.224,0.011,5.079,78.95,-24.49,129.921,125.864
2.00E+11,2.00E+11,-26.82,182.258,0.143,102.198,0.011,4.988,78.92,-24.44,128.071,130.958
2.00E+11,2.00E+11,-26.66,182.258,0.145,102.171,0.011,4.898,78.89,-24.39,127.314,129.95
2.00E+11,2.00E+11,-26.64,182.258,0.145,102.145,0.011,4.807,78.86,-24.36,130.863,141.907
2.00E+11,2.00E+11,-26.63,182.258,0.145,102.118,0.011,4.717,78.97,-24.32,131.832,150.533
2.00E+11,2.00E+11,-26.61,179.901,0.143,102.092,0.014,4.626,79.22,-24.28,129.228,159.484
2.00E+11,2.00E+11,-26.55,179.901,0.145,102.084,0.014,4.506,79.04,-24.24,134.798,173.719
2.00E+11,2.00E+11,-26.45,179.901,0.151,102.075,0.014,4.385,78.42,-24.21,136.973,187.113
2.00E+11,2.00E+11,-26.28,179.901,0.156,102.067,0.014,4.265,78.03,-24.16,126.025,183.151
2.00E+11,2.00E+11,-26.05,179.901,0.161,102.059,0.014,4.145,77.85,-24.11,117.833,176.075
2.00E+11,2.00E+11,-25.99,179.901,0.159,102.05,0.014,4.024,78.18,-24.07,114.095,172.87
2.00E+11,2.00E+11,-26.09,179.708,0.152,102.042,0.015,3.904,79.01,-24.05,105.555,156.338
2.00E+11,2.00E+11,-26.1,179.708,0.147,102.04,0.015,3.867,79.66,-24.04,97.1356,145.745
2.00E+11,2.00E+11,-26.03,179.708,0.145,102.038,0.015,3.829,80.11,-24.06,88.1235,114.95
2.00E+11,2.00E+11,-26.03,179.708,0.143,102.035,0.015,3.792,80.37,-24.06,78.5107,94.581
2.00E+11,2.00E+11,-26.12,179.708,0.141,102.033,0.015,3.755,80.43,-24.04,74.2131,76.4826
2.00E+11,2.00E+11,-26.26,179.708,0.139,102.031,0.015,3.717,80.47,-24.03,59.921,57.8982
2.00E+11,2.00E+11,-26.46,177.41,0.137,102.029,0.013,3.68,80.48,-24.02,53.254,41.7456
2.00E+11,2.00E+11,-26.89,177.41,0.132,102.02,0.013,3.628,80.32,-24.03,48.2797,33.5875
2.00E+11,2.00E+11,-27.56,177.41,0.127,102.01,0.013,3.576,79.97,-24.06,42.4695,25.4268
2.00E+11,2.00E+11,-28.16,177.41,0.121,102.001,0.013,3.524,79.72,-24.06,36.7515,20.0844
2.00E+11,2.00E+11,-28.67,177.41,0.116,101.992,0.013,3.472,79.56,-24.05,33.2434,15.5662
2.00E+11,2.00E+11,-28.88,177.41,0.114,101.983,0.013,3.42,79.52,-24.05,25.6424,9.94498
2.00E+11,2.00E+11,-28.77,172.665,0.115,101.973,0,3.368,79.59,-24.06,22.0232,7.4673
2.00E+11,2.00E+11,-28.75,172.665,0.115,101.957,0,3.206,79.6,-24.07,18.7988,2.18914
2.00E+11,2.00E+11,-28.82,172.665,0.115,101.941,0,3.043,79.53,-24.07,14.985,-3.49594
2.00E+11,2.00E+11,-28.89,172.665,0.114,101.925,0,2.88,79.48,-24.06,10.6174,-6.11364
2.00E+11,2.00E+11,-28.94,172.665,0.114,101.909,0,2.718,79.45,-24.05,8.36522,-6.44355
2.00E+11,2.00E+11,-29.03,172.665,0.113,101.893,0,2.555,79.4,-24.07,6.41195,-8.32597
2.00E+11,2.00E+11,-29.16,172.07,0.112,101.877,0.018,2.393,79.32,-24.1,8.6734,-7.63711
2.00E+11,2.00E+11,-29.07,172.07,0.113,101.869,0.018,2.244,79.4,-24.11,11.7642,-6.82259
2.00E+11,2.00E+11,-28.76,172.07,0.115,101.862,0.018,2.095,79.64,-24.09,15.4251,-6.77158
2.00E+11,2.00E+11,-28.52,172.07,0.117,101.854,0.018,1.946,79.79,-24.07,19.0369,-5.9749
2.00E+11,2.00E+11,-28.36,172.07,0.118,101.847,0.018,1.797,79.86,-24.06,22.0523,-3.83725
2.00E+11,2.00E+11,-28.22,172.07,0.119,101.84,0.018,1.648,79.96,-24.02,25.8458,1.44938
2.00E+11,2.00E+11,-28.11,170.307,0.119,101.832,0.009,1.499,80.11,-23.97,27.8323,7.94291
2.00E+11,2.00E+11,-27.95,170.307,0.121,101.833,0.009,1.516,80.21,-23.93,29.7406,16.3532
2.00E+11,2.00E+11,-27.76,170.307,0.122,101.834,0.009,1.533,80.28,-23.91,35.3744,30.3725
2.00E+11,2.00E+11,-27.65,170.307,0.123,101.835,0.009,1.551,80.33,-23.87,40.2773,41.8098
2.00E+11,2.00E+11,-27.62,170.307,0.123,101.836,0.009,1.568,80.39,-23.83,45.6208,53.2596
2.00E+11,2.00E+11,-27.47,170.307,0.124,101.837,0.009,1.585,80.5,-23.8,49.3506,62.7723
2.00E+11,2.00E+11,-27.21,175.116,0.126,101.838,0.013,1.602,80.68,-23.78,57.3815,73.3677
2.00E+11,2.00E+11,-26.99,175.116,0.128,101.839,0.013,1.669,80.84,-23.75,64.6808,84.7482
2.00E+11,2.00E+11,-26.81,175.116,0.129,101.839,0.013,1.735,80.97,-23.71,72.4939,98.8982
2.00E+11,2.00E+11,-26.64,175.116,0.13,101.84,0.013,1.802,81.08,-23.68,78.6431,110.78
2.00E+11,2.00E+11,-26.48,175.116,0.132,101.841,0.013,1.869,81.16,-23.67,93.6534,122.19
2.00E+11,2.00E+11,-26.48,175.116,0.132,101.842,0.013,1.935,81.11,-23.68,103.503,134.207
2.00E+11,2.00E+11,-26.65,185.229,0.131,101.843,0.024,2.002,80.95,-23.71,108.489,137.601
2.00E+11,2.00E+11,-27.41,185.229,0.126,101.824,0.024,2.188,80.35,-23.74,122.001,138.61
2.00E+11,2.00E+11,-28.76,185.229,0.117,101.806,0.024,2.374,79.32,-23.77,125.179,140.447
2.00E+11,2.00E+11,-29.4,185.229,0.112,101.787,0.024,2.561,78.93,-23.82,124.231,144.113
2.00E+11,2.00E+11,-29.31,185.229,0.112,101.768,0.024,2.747,79.19,-23.89,128.527,158.472
2.00E+11,2.00E+11,-29.02,185.229,0.113,101.75,0.024,2.933,79.5,-23.9,129.425,171.011
2.00E+11,2.00E+11,-28.5,188.233,0.117,101.731,0.024,3.119,79.84,-23.85,127.797,173.404
2.00E+11,2.00E+11,-28.05,188.233,0.12,101.732,0.024,3.226,80.14,-23.8,132.957,183.572
2.00E+11,2.00E+11,-27.66,188.233,0.123,101.734,0.024,3.332,80.39,-23.75,137.785,190.397
2.00E+11,2.00E+11,-27.47,188.233,0.124,101.735,0.024,3.438,80.48,-23.72,117.861,175.208
2.00E+11,2.00E+11,-27.5,188.233,0.124,101.737,0.024,3.545,80.43,-23.69,101.586,155.357
2.00E+11,2.00E+11,-27.28,188.233,0.126,101.738,0.024,3.651,80.57,-23.65,90.5519,145.796
2.00E+11,2.00E+11,-26.84,193.046,0.129,101.74,0.023,3.758,80.9,-23.59,80.6304,125.866
2.00E+11,2.00E+11,-26.7,193.046,0.133,101.746,0.023,3.76,80.6,-23.58,76.641,120.826
2.00E+11,2.00E+11,-26.87,193.046,0.137,101.753,0.023,3.762,79.67,-23.61,74.3646,103.134
2.00E+11,2.00E+11,-27.17,193.046,0.138,101.759,0.023,3.764,78.89,-23.63,71.4108,44.7203
2.00E+11,2.00E+11,-27.59,193.046,0.137,101.766,0.023,3.766,78.26,-23.66,67.8687,45.3151
2.00E+11,2.00E+11,-27.93,193.046,0.134,101.772,0.023,3.768,77.99,-23.7,59.3211,39.7081
2.00E+11,2.00E+11,-28.19,193.929,0.131,101.779,0.015,3.77,78.08,-23.76,50.89,29.6724
2.00E+11,2.00E+11,-28.83,193.929,0.123,101.789,0.015,3.73,78.01,-23.82,41.2438,23.2355
2.00E+11,2.00E+11,-29.86,193.929,0.113,101.8,0.015,3.691,77.77,-23.89,35.0067,11.8422
2.00E+11,2.00E+11,-30.39,193.929,0.108,101.81,0.015,3.651,77.67,-23.93,32.1525,4.67822
2.00E+11,2.00E+11,-30.43,193.929,0.107,101.821,0.015,3.612,77.7,-23.94,29.4791,0.126045
2.00E+11,2.00E+11,-30.55,193.929,0.106,101.831,0.015,3.572,77.7,-23.97,25.1427,-0.89753
2.00E+11,2.00E+11,-30.76,189.13,0.104,101.841,0.008,3.533,77.67,-24.02,22.7424,1.23537
2.00E+11,2.00E+11,-30.81,189.13,0.104,101.846,0.008,3.567,77.63,-24.07,19.5123,-2.2667
2.00E+11,2.00E+11,-30.68,189.13,0.106,101.851,0.008,3.602,77.56,-24.11,15.1248,-7.12586
2.00E+11,2.00E+11,-30.49,189.13,0.108,101.855,0.008,3.636,77.48,-24.14,11.7299,-6.32356
2.00E+11,2.00E+11,-30.23,189.13,0.111,101.86,0.008,3.671,77.38,-24.14,9.35678,-3.80301
2.00E+11,2.00E+11,-30.11,189.13,0.112,101.864,0.008,3.705,77.52,-24.14,7.99124,-3.80301
2.00E+11,2.00E+11,-30.12,181.127,0.11,101.869,0.004,3.74,77.89,-24.14,10.0301,-4.84104
2.00E+11,2.00E+11,-29.91,181.127,0.111,101.874,0.004,3.762,78.11,-24.11,12.69,-5.8896
2.00E+11,2.00E+11,-29.47,181.127,0.115,101.88,0.004,3.785,78.16,-24.07,15.6014,-5.73477
2.00E+11,2.00E+11,-29.76,181.127,0.113,101.886,0.004,3.807,78,-24.05,18.7886,-5.19619
2.00E+11,2.00E+11,-30.77,181.127,0.104,101.892,0.004,3.83,77.63,-24.07,20.9026,-4.23439
2.00E+11,2.00E+11,-31.4,181.127,0.099,101.897,0.004,3.852,77.4,-24.1,23.8438,0.286132
2.00E+11,2.00E+11,-31.66,176.518,0.097,101.903,0.003,3.875,77.33,-24.16,25.3941,6.83164
2.00E+11,2.00E+11,-31.9,176.518,0.095,101.911,0.003,3.88,77.16,-24.21,28.6973,18.2295
2.00E+11,2.00E+11,-32.12,176.518,0.095,101.92,0.003,3.886,76.88,-24.28,33.1053,25.6921
2.00E+11,2.00E+11,-32.31,176.518,0.093,101.928,0.003,3.891,76.73,-24.32,38.7503,32.2152
2.00E+11,2.00E+11,-32.45,176.518,0.092,101.936,0.003,3.897,76.72,-24.35,43.5645,36.6038
2.00E+11,2.00E+11,-32.64,176.518,0.091,101.944,0.003,3.903,76.56,-24.4,46.3058,42.7628
2.00E+11,2.00E+11,-32.88,170.873,0.09,101.952,0.002,3.908,76.27,-24.45,49.8748,38.4141
2.00E+11,2.00E+11,-33.01,170.873,0.089,101.959,0.002,3.865,76.17,-24.5,54.0773,41.0307
2.00E+11,2.00E+11,-33.02,170.873,0.089,101.966,0.002,3.823,76.26,-24.54,57.6874,47.9417
2.00E+11,2.00E+11,-32.97,170.873,0.089,101.973,0.002,3.78,76.29,-24.58,62.0873,51.4277
2.00E+11,2.00E+11,-32.85,170.873,0.091,101.98,0.002,3.737,76.24,-24.63,72.9358,48.6499
2.00E+11,2.00E+11,-32.95,170.873,0.09,101.987,0.002,3.694,76.11,-24.67,80.0013,50.9243
2.00E+11,2.00E+11,-33.28,156.961,0.088,101.994,0,3.651,75.91,-24.71,80.5489,49.634
2.00E+11,2.00E+11,-33.44,156.961,0.087,101.993,0,3.582,75.79,-24.74,87.3048,49.251
2.00E+11,2.00E+11,-33.43,156.961,0.087,101.992,0,3.513,75.75,-24.78,89.2546,48.3754
2.00E+11,2.00E+11,-33.51,156.961,0.087,101.991,0,3.443,75.68,-24.81,91.5314,51.6639
2.00E+11,2.00E+11,-33.67,156.961,0.086,101.99,0,3.374,75.57,-24.85,96.7009,68.6886
2.00E+11,2.00E+11,-33.77,156.961,0.085,101.989,0,3.305,75.48,-24.89,99.6165,84.3167
2.00E+11,2.00E+11,-33.83,151.586,0.085,101.988,0,3.236,75.42,-24.93,98.6716,99.4041
2.00E+11,2.00E+11,-33.92,151.586,0.085,101.993,0,3.24,75.32,-24.95,99.4734,128.785
2.00E+11,2.00E+11,-34.06,151.586,0.084,101.998,0,3.244,75.19,-24.96,99.7642,146.483
2.00E+11,2.00E+11,-34.41,151.586,0.082,102.002,0,3.249,74.89,-24.99,89.985,160.88
2.00E+11,2.00E+11,-34.97,151.586,0.079,102.007,0,3.253,74.42,-25.04,85.7997,167.357
2.00E+11,2.00E+11,-35.26,151.586,0.077,102.011,0,3.258,74.2,-25.07,79.0228,174.726
2.00E+11,2.00E+11,-35.29,150.582,0.077,102.016,0,3.262,74.23,-25.1,72.5514,163.412
2.00E+11,2.00E+11,-35.11,150.582,0.078,102.021,0,3.323,74.38,-25.12,68.2424,158.053
2.00E+11,2.00E+11,-34.74,150.582,0.08,102.026,0,3.384,74.66,-25.14,65.4421,114.653
2.00E+11,2.00E+11,-34.71,150.582,0.08,102.031,0,3.444,74.66,-25.17,61.9845,91.2926
2.00E+11,2.00E+11,-35.02,150.582,0.079,102.036,0,3.505,74.38,-25.19,59.9254,66.1089
2.00E+11,2.00E+11,-35.1,150.582,0.078,102.04,0,3.566,74.31,-25.21,53.7984,47.588
2.00E+11,2.00E+11,-34.96,151.391,0.079,102.045,0,3.627,74.44,-25.23,47.6795,32.1502
2.00E+11,2.00E+11,-34.9,151.391,0.079,102.047,0,3.546,74.48,-25.24,40.6179,25.9149
2.00E+11,2.00E+11,-34.9,151.391,0.08,102.049,0,3.466,74.43,-25.25,35.9068,20.388
2.00E+11,2.00E+11,-34.97,151.391,0.079,102.051,0,3.385,74.34,-25.27,33.1255,18.8206
2.00E+11,2.00E+11,-35.11,151.391,0.079,102.053,0,3.304,74.22,-25.3,30.4348,17.6126
2.00E+11,2.00E+11,-35.2,151.391,0.078,102.054,0,3.224,74.18,-25.33,26.3253,14.1959
2.00E+11,2.00E+11,-35.23,149.042,0.078,102.056,0,3.143,74.2,-25.35,23.1694,15.0135
2.00E+11,2.00E+11,-35.19,149.042,0.078,102.041,0,3.06,74.23,-25.36,19.8825,10.8086
2.00E+11,2.00E+11,-35.07,149.042,0.079,102.026,0,2.976,74.28,-25.35,16.8512,4.63946
2.00E+11,2.00E+11,-35.2,149.042,0.078,102.011,0,2.893,74.16,-25.36,14.5409,0.695537
2.00E+11,2.00E+11,-35.56,149.042,0.076,101.996,0,2.81,73.89,-25.37,14.5409,0.507269
2.00E+11,2.00E+11,-35.66,149.042,0.075,101.982,0,2.727,73.81,-25.38,7.59817,-1.98654
2.00E+11,2.00E+11,-35.49,149.447,0.076,101.967,0,2.644,73.93,-25.39,11.0146,-0.969958
2.00E+11,2.00E+11,-35.53,149.447,0.076,101.961,0,2.71,73.87,-25.42,13.2572,-0.367984
2.00E+11,2.00E+11,-35.78,149.447,0.075,101.955,0,2.777,73.64,-25.46,16.4986,-0.692377
2.00E+11,2.00E+11,-36.03,149.447,0.074,101.949,0,2.844,73.42,-25.48,17.8786,-0.994799
2.00E+11,2.00E+11,-36.26,149.447,0.073,101.943,0,2.91,73.23,-25.48,20.9563,0.248996
2.00E+11,2.00E+11,-36.16,149.447,0.073,101.937,0,2.977,73.38,-25.49,23.2771,3.40458
2.00E+11,2.00E+11,-35.72,151.208,0.075,101.931,0,3.044,73.86,-25.5,24.3714,7.5974
2.00E+11,2.00E+11,-35.26,151.208,0.077,101.921,0,3.007,74.27,-25.52,27.8603,15.3792
2.00E+11,2.00E+11,-34.8,151.208,0.08,101.91,0,2.971,74.6,-25.53,34.9966,28.7135
2.00E+11,2.00E+11,-34.62,151.208,0.081,101.9,0,2.935,74.69,-25.54,40.7423,40.6238
2.00E+11,2.00E+11,-34.72,151.208,0.081,101.89,0,2.899,74.53,-25.53,46.0259,49.7113
2.00E+11,2.00E+11,-34.91,151.208,0.08,101.88,0,2.863,74.32,-25.54,46.9696,57.1398
2.00E+11,2.00E+11,-35.19,154.595,0.078,101.87,0,2.827,74.06,-25.58,51.1236,62.584
2.00E+11,2.00E+11,-35.21,154.595,0.078,101.876,0,2.867,74.09,-25.59,56.9027,70.9579
2.00E+11,2.00E+11,-34.95,154.595,0.079,101.882,0,2.908,74.4,-25.59,62.686,81.8953
2.00E+11,2.00E+11,-34.73,154.595,0.08,101.887,0,2.949,74.62,-25.59,64.3901,92.8378
2.00E+11,2.00E+11,-34.55,154.595,0.081,101.893,0,2.989,74.76,-25.58,85.3547,103.095
2.00E+11,2.00E+11,-34.44,154.595,0.082,101.899,0,3.03,74.82,-25.58,94.6186,114.387
2.00E+11,2.00E+11,-34.41,156.762,0.082,101.904,0,3.071,74.82,-25.58,97.9405,120.062
2.00E+11,2.00E+11,-34.35,156.762,0.083,101.903,0,3.129,74.85,-25.58,129.921,125.864
2.00E+11,2.00E+11,-34.29,156.762,0.083,101.902,0,3.188,74.91,-25.58,128.071,130.958
2.00E+11,2.00E+11,-34.23,156.762,0.083,101.9,0,3.247,74.94,-25.58,127.314,129.95
2.00E+11,2.00E+11,-34.19,156.762,0.084,101.899,0,3.305,74.95,-25.58,130.863,141.907
2.00E+11,2.00E+11,-34.49,156.762,0.082,101.897,0,3.364,74.64,-25.58,131.832,150.533
2.00E+11,2.00E+11,-35.14,162.627,0.079,101.896,0,3.423,74,-25.59,129.228,159.484
2.00E+11,2.00E+11,-35.64,162.627,0.076,101.902,0,3.361,73.58,-25.61,134.798,173.719
2.00E+11,2.00E+11,-36,162.627,0.074,101.907,0,3.299,73.36,-25.66,136.973,187.113
2.00E+11,2.00E+11,-36.23,162.627,0.073,101.913,0,3.237,73.22,-25.68,126.025,183.151
2.00E+11,2.00E+11,-36.32,162.627,0.072,101.918,0,3.175,73.16,-25.7,117.833,176.075
2.00E+11,2.00E+11,-36.37,162.627,0.072,101.924,0,3.113,73.11,-25.72,114.095,172.87
2.00E+11,2.00E+11,-36.38,164.857,0.072,101.929,0,3.051,73.05,-25.74,105.555,156.338
2.00E+11,2.00E+11,-36.43,164.857,0.072,101.936,0,3.032,72.98,-25.77,97.1356,145.745
2.00E+11,2.00E+11,-36.52,164.857,0.072,101.942,0,3.013,72.9,-25.81,88.1235,114.95
2.00E+11,2.00E+11,-36.59,164.857,0.071,101.949,0,2.993,72.83,-25.83,78.5107,94.581
2.00E+11,2.00E+11,-36.64,164.857,0.071,101.956,0,2.974,72.79,-25.84,74.2131,76.4826
2.00E+11,2.00E+11,-36.71,164.857,0.071,101.963,0,2.955,72.72,-25.86,59.921,57.8982
2.00E+11,2.00E+11,-36.81,164.885,0.07,101.97,0,2.936,72.61,-25.89,53.254,41.7456
2.00E+11,2.00E+11,-36.87,164.885,0.07,101.978,0,2.901,72.56,-25.92,48.2797,33.5875
2.00E+11,2.00E+11,-36.88,164.885,0.07,101.987,0,2.866,72.56,-25.94,42.4695,25.4268
2.00E+11,2.00E+11,-36.91,164.885,0.07,101.996,0,2.831,72.53,-25.96,36.7515,20.0844
2.00E+11,2.00E+11,-36.96,164.885,0.07,102.005,0,2.796,72.47,-25.98,33.2434,15.5662
2.00E+11,2.00E+11,-37.02,164.885,0.069,102.014,0,2.761,72.42,-26,25.6424,9.94498
2.00E+11,2.00E+11,-37.11,161.796,0.069,102.023,0,2.726,72.4,-26.01,22.0232,7.4673
2.00E+11,2.00E+11,-37.14,161.796,0.069,102.028,0,2.695,72.37,-26.03,18.7988,2.18914
2.00E+11,2.00E+11,-37.13,161.796,0.069,102.033,0,2.664,72.35,-26.05,14.985,-3.49594
2.00E+11,2.00E+11,-37.13,161.796,0.069,102.039,0,2.633,72.34,-26.08,10.6174,-6.11364
2.00E+11,2.00E+11,-37.14,161.796,0.069,102.044,0,2.602,72.33,-26.12,8.36522,-6.44355
2.00E+11,2.00E+11,-37.22,161.796,0.068,102.049,0,2.571,72.27,-26.14,6.41195,-8.32597
2.00E+11,2.00E+11,-37.36,160.774,0.068,102.054,0,2.54,72.14,-26.15,8.6734,-7.63711
2.00E+11,2.00E+11,-37.5,160.774,0.067,102.058,0,2.526,72.01,-26.17,11.7642,-6.82259
2.00E+11,2.00E+11,-37.65,160.774,0.066,102.063,0,2.512,71.86,-26.19,15.4251,-6.77158
2.00E+11,2.00E+11,-37.83,160.774,0.065,102.067,0,2.498,71.69,-26.22,19.0369,-5.9749
