TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Fx,Rax,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20121219.0,0.0588156353179252,27.611,469.45,469.2,46.977,3.823,0.192,1.55,1.1620000000000004,76.94944444444445,0.02,0.0,270.0,12.46054,1.440544,2.0,1.3900000000000432
20121220.0,0.100121483375959,46.977,469.2,469.11,24.977,4.985,11.387,5.003,-3.314,89.4,0.0,12.5,120.0,46.39168,1.6304119999999998,1.2200000000000273,0.8700000000000045
20121221.0,0.0532433757540875,24.977,469.11,469.17,30.407,1.671,5.167000000000002,5.052,-1.737,67.27505555555555,0.4499999999999999,8.879999999999999,158.0,47.19602,1.4960879999999999,7.75,3.830000000000041
20121222.0,0.0648101967303962,30.407,469.17,469.38,20.386,-0.066,0.246,5.369,1.021,63.28166666666666,0.2,0.27,230.0,62.6137,1.0518319999999999,-1.8199999999999932,-2.2099999999999795
20121223.0,0.0434317610464868,20.386,469.38,469.75,78.756,0.955,0.16,3.345,-1.228,66.97055555555556,0.04,0.0,240.0,35.60432,1.07612099999999,-0.5,-1.1499999999999773
20121224.0,0.1676551357104843,78.756,469.75,470.27,41.238,-0.273,0.8540000000000001,2.681,0.728,68.6983888888889,0.01,0.0,190.0,20.83598,1.0109160000000001,-1.5600000000000023,-2.67999999999995
20121225.0,0.0876900503965806,41.238,470.27,471.0,39.085,0.455,0.412,2.065,-2.518,77.37222222222222,0.01,1.9,310.0,20.38315,1.109,-1.7299999999999613,-2.42999999999995
20121226.0,0.0829830148619957,39.085,471.0,472.06,9.586,-2.063,4.537,6.3610000000000015,-0.923,78.56875,0.04,12.0,90.0,55.05038999999999,1.121,-1.599999999999966,-1.8700000000000045
20121227.0,0.020306740668559,9.586,472.06,472.74,82.387,-2.986,1.806,3.66,0.4840000000000004,74.06875,0.07,13.6,260.0,44.51607,0.9979999999999999,-2.9899999999999523,-3.92999999999995
20121228.0,0.1742755002749925,82.387,472.74,473.86,49.112,-2.502,0.274,1.699,0.4569999999999999,85.22222222222223,0.0,0.0,230.0,12.03357,0.945411,-6.1200000000000045,-7.1200000000000045
20121229.0,0.1036424260330055,49.112,473.86,475.14,49.869,-2.045,3.567,2.7230000000000003,-0.0350000000000001,72.186875,0.01,6.6,160.0,27.5722,1.146017,-4.449999999999989,-6.329999999999984
20121230.0,0.1049564338931683,49.869,475.14,476.57,64.196,-2.08,0.4920000000000001,3.902,3.2540000000000004,71.64625,0.19,0.4499999999999999,310.0,36.86071,1.0030649999999899,-5.149999999999977,-6.359999999999957
20121231.0,0.134704240720146,64.196,476.57,478.15,35.865,1.1740000000000002,0.077,5.843,-4.6160000000000005,59.67666666666667,0.05,0.1,230.0,57.669,1.237,-3.92999999999995,-5.1299999999999955
