TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Fx,Rax,Ra,SW_IN_F,TA_F,WS_F,TA_D,RH,dswrf,gust,spfh,tmax,tmin
20120505,0.18522574,177.111,956.19,950.92,165.049,21.848,1.72,0.494,56.55574444,654,8.23928,4.381,16.85,15.42
20120506,0.173567703,165.049,950.92,945.7,174.75,22.342,2.245,0.085,52.88037222,761,21.31974,4.127,17.05,16.05
20120507,0.184783758,174.75,945.7,940.6,173.774,22.427,2.084,0.992,54.64986,760,22.71965,3.749,17.15,16.17
20120508,0.184748033,173.774,940.6,935.54,169.103,23.419,1.774,0.173,53.326335,698,15.91879,4.193,18.05,16.45
20120509,0.180754431,169.103,935.54,930.57,167.131,23.592,2.171,0.466,54.23159,724,20.79523,4.215,18.15,16.75
20120510,0.179600675,167.131,930.57,925.67,149.755,24.058,2.087,-2.433,66.60145,699,18.87034,4.209,18.15,17.18
20120511,0.161780116,149.755,925.67,920.86,84.994,21.625,1.574,-6.496,52.60298333,699,12.44785,4.939,18.35,17.32
20120512,0.092298504,84.994,920.86,916.14,171.846,15.129,2.36,-1.914,58.90493889,764,27.79872,2.453,17.65,16.28
20120513,0.187576135,171.846,916.14,911.49,170.986,13.215,2.147,1.539,53.31613889,755,13.88338,2.179,8.45,7.74
20120514,0.187589551,170.986,911.49,906.94,168.367,14.754,2.632,3.542,58.16669,719,36.75211,2.237,9.25,8.27
20120515,0.185642931,168.367,906.94,902.49,156.627,18.296,2.15,-0.188,68.9418875,704,30.03734,3.306,11.75,10.89
20120516,0.173549845,156.627,902.49,898.13,148.219,18.108,1.906,1.086,67.69997727,665,24.79764,3.576,15.25,13.31
20120523,0.160119899,139.956,874.07,870.43,65.433,21.244,1.693,-0.711,65.00695,136,17.93401,4.334,18.25,17.35
20120524,0.07517319,65.433,870.43,866.89,136.338,20.533,1.703,-0.933,63.530215,603,14.074457,4.593,16.65,15.95
20120525,0.157272549,136.338,866.89,863.48,116.978,19.6,1.519,-0.767,72.337355,581,11.28354,4.151,15.45,14.65
20120526,0.135472738,116.978,863.48,860.17,95.756,18.833,1.514,2.821,62.457055,540,8.62918,4.199,15.05,14.35
20120527,0.11132218,95.756,860.17,856.98,59.724,21.654,2.202,3.79,67.96826667,468,30.46127,4.64,15.65,14.75
20120528,0.069691241,59.724,856.98,853.91,111.15,25.444,2.22,1.987,63.142575,237,24.11302,6.15005,20.15,19.45
20120529,0.130165943,111.15,853.91,850.96,114.487,27.431,2.685,-5.652,59.85967778,306,33.10051,6.204,21.45,20.95
20120530,0.134538639,114.487,850.96,848.12,137.724,21.779,2.611,-6.627,56.31792778,492,39.49764,4.305,22.45,21.95
20120531,0.162387398,137.724,848.12,845.41,149.695,15.152,2.504,0.681,52.0815,677,30.71276,2.66,12.15,10.45
20120601,0.177067932,149.695,845.41,842.82,147.918,15.833,2.452,3.957,72.00958125,660,31.974,2.529,11.45,10.25
20120602,0.175503666,147.918,842.82,840.35,39.195,19.79,1.585,-3.8,58.06409375,600,17.90172,4.029,11.45,11.05
20120603,0.04664128,39.195,840.35,838,113.631,15.99,2.036,-2.684,66.38105556,141,25.30176,3.103,18.15,17.65
20120604,0.135597852,113.631,838,835.78,116.708,13.306,2.024,-2.981,68.43177778,175,22.4099,2.356,13.75,13.35
20120605,0.139639618,116.708,835.78,833.69,144.517,10.325,1.46,-0.073,62.24551667,664,8.40747,1.868,7.35,5.95
20120606,0.173346208,144.517,833.69,831.72,140.628,10.252,1.872,-5.587,66.43425714,582,20.52201,1.91,6.15,5.25
20120607,0.169080941,140.628,831.72,829.89,144.192,4.665,1.907,1.637,66.10637778,675,15.98675,1.114,2.15,0.15
20120608,0.173748328,144.192,829.89,828.18,142.989,6.302,2.359,4.302,61.23219444,672,20.62019,1.402,1.75,0.75
20120609,0.172654495,142.989,828.18,826.6,142.198,10.604,2.081,4.902,53.43638333,658,18.57638,1.611,3.45,2.55
20120610,0.172027583,142.198,826.6,825.15,29.575,15.506,1.611,3.271,69.94001875,43,13.566643,3.608,11.45,8.65
20120611,0.035841968,29.575,825.15,823.82,68.185,18.777,1.151,3.033,70.64316429,336,6.479128,3.905,14.45,13.95
