TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Ff,Raf,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20141023,0.205559555,137.994,695.09,701.83,175.762,9.663,0,2.989,-0.04,65.874,0,0,611,23.10095,2.246,8.77,6.15
20141024,0.250433866,82.505,688.4,695.09,137.994,9.623,0,2.538,4.13,83.6675,0,0,508,17.06669,1.952,6.63,5.18
20141025,0.198526809,156.072,681.76,688.4,82.505,13.753,0,3.955,-3.535,59.39007143,0.19,0.11,368,45.15988,2.877,10.63,9.43
20141026,0.119850378,119.456,675.16,681.76,156.072,10.218,0,3.314,0.866,68.49672222,0.01,0,426,42.07068,1.861,10.47,8.6
20141027,0.228925135,51.228,668.63,675.16,119.456,11.084,0,3.253,6.076,76.973,0.3,0.3,278,18.81686,2.149,5.13,4.09
20141028,0.176929913,85.659,662.14,668.63,51.228,17.16,2,5.037,-7.228,64.342,1.23,1.65,207,57.751,3.793,16.3,12.67
20141029,0.076616365,91.97,655.73,662.14,85.659,9.932,0,3.404,-3.296,64.0375,0.29,0.3,315,41.28116,1.860415,11.37,9.67
20141030,0.129366901,29.012,649.37,655.73,91.97,6.636,0,2.178,-0.813,94.097,0.13,0.2,311,19.60191,1.775,5.98,4.49
20141031,0.140255898,77.482,643.08,649.37,29.012,5.823,8.2,1.927,-3.651,71.868,0.39,9.1,41,10.089289,1.994,5.67,5.17
20141101,0.044677149,160.688,636.86,643.08,77.482,2.172,0,5.109,0.415,47.58916667,0.46,3.9,375,46.29387,1.454202,6.2,2.84
20141102,0.120485787,118.077,630.72,636.86,160.688,2.587,0,3.036,7.637,52.650625,0,0,566,37.23637,1.04366,-1.22,-1.56
20141103,0.25231291,17.314,624.65,630.72,118.077,10.224,0,4.513,2.631,59.756,0,0,462,50.9316,1.425,2.56,1.48
20141104,0.187209855,109.221,618.66,624.65,17.314,12.855,9.8,5.902,-3.701,76.015,0,4.2,122,64.2773,2.577456,12.02,10.38
20141105,0.027717922,57.929,612.76,618.66,109.221,9.154,0,3.912,-0.617,73.1195,0.5,2.51,522,48.06091,1.877163,11.53,7.1
20141106,0.176544467,103.457,606.94,612.76,57.929,8.537,0.4,2.416,-5.249,55.40375,0.07,0.1,270,16.035213,1.986513,6.39,5.58
20141107,0.094537829,23.178,601.21,606.94,103.457,3.288,0,3.468,1.849,71.73105,0.09,0.7,502,37.6476,1.301057,6.9,4.52
20141108,0.170456717,56.766,595.57,601.21,23.178,5.137,3.4,4.521,0.879,69.87561111,0.05,2.7,154,37.8767,1.654412,-0.28,-0.78
20141109,0.038552253,119.345,590.02,595.57,56.766,6.016,0,3.992,3.844,59.8706,0.14,0.14,246,41.9658,1.579015,2.6,1.73
20141110,0.095313733,118.17,584.57,590.02,119.345,9.86,0,2.837,3.588,55.08214286,0.01,0,428,32.573631,1.961398,6.05,5.55
20141111,0.202272804,56.402,579.22,584.57,118.17,13.448,4,4.879,-11.068,60.18155,0,0.1,412,57.4492,2.781,10.86,10.07
20141112,0.202148588,43.442,573.97,579.22,56.402,2.38,0.2,4.158,-3.033,62.63555556,0.01,0.93,486,41.03171,1.27111,11.73,7.76
20141113,0.097375781,109.829,568.82,573.97,43.442,-0.653,0,3.021,-0.62,56.56,0.02,0.3,221,30.09527,0.935271,-0.05,-0.67
20141114,0.075686883,50.578,563.79,568.82,109.829,-1.273,0,3.516,1.215,59.12833333,0.69,0.7,388,41.0651,0.966373,-3.64,-4.6
20141115,0.19308217,6.831,558.86,563.79,50.578,-0.058,0,2.943,-1.297,91.2555,0.09,0.1,410,31.8003,0.986959,-3.64,-4.31
20141116,0.089710708,15.112,554.04,558.86,6.831,-1.355,0,1.632,-0.432,95.22222222,0.54,2.94,231,26.84684,1.254,-0.72,-1.87
20141117,0.012223097,45.614,549.34,554.04,15.112,-1.787,1.2,3.32,-4.71,67.06333333,0.44,15.39,150,27.40388,1.364247,0.41,0.07
20141118,0.027276009,31.413,544.75,549.34,45.614,-6.497,0,6.446,1.876,82.15888889,1.3,1.62,337,60.5776,0.683,-6.89,-7.7
20141119,0.083034186,66.7,540.28,544.75,31.413,-4.621,0,5.303,0.641,64.79611111,0.31,6.2,251,50.3479,0.92,-8.42,-8.94
20141120,0.057664984,122.37,535.94,540.28,66.7,-3.98,0,5.671,-1.631,59.61,1.34,2.7,360,56.4401,0.812,-1.82,-5.06
20141121,0.123454505,15.31,531.71,535.94,122.37,-5.611,0,3.928,8.611,90.57944444,0,0,443,39.93835,0.691,-8.88,-9.61
20141122,0.228327798,40.146,527.61,531.71,15.31,3,32,5.543,5.574,88.69444444,0,3.6,44,60.571,1.496,-4.02,-7.85
20141123,0.028793891,44.059,523.63,527.61,40.146,8.574,12.6,4.143,1.099,83.13888889,0.2,6,54,49.9356,2.115,5.67,4.76
20141124,0.076090294,5.911,519.79,523.63,44.059,9.673,9.2,8.057,-7.662,77.37388889,3.34,18.3,114,91.8391,2.70911,9.45,8.1
20141125,0.084141474,16.146,516.07,519.79,5.911,2.011,0,6.094,-1.685,70.12722222,0.26,0.38,225,56.51544,1.220043,4.18,2.51
20141126,0.0113719,45.753,512.48,516.07,16.146,0.326,0,2.31,-0.986,77.29388889,0.03,0,136,19.29134,1.161636,-1.5,-2.01
20141127,0.031286453,61.361,509.03,512.48,45.753,-0.66,0,3.134,-4.149,64.9438125,0.26,0.8,340,25.32433,1.061,-1.11,-1.69
20141128,0.08927763,87.869,505.71,509.03,61.361,-4.809,0,2.598,7.843,66.88727778,0.13,0.5,330,30.40472,0.784,-3.55,-5.41
20141129,0.120544958,13.963,502.53,505.71,87.869,3.034,1,4.258,8.071,79.24666667,0.04,1.25,300,42.15891,1.35012,-2.46,-3.99
20141130,0.173753732,60.689,499.49,502.53,13.963,11.105,2,6.221,-11.595,63.11,0.97,3.4,30,71.1836,2.747613,6.78,5.17
20141201,0.027785406,38.551,496.58,499.49,60.689,-0.49,0,3.811,-2.472,76.49722222,0.72,0.82,225,31.51269,1.182,9.22,5.54
20141202,0.121501932,13.684,493.82,496.58,38.551,-2.962,0,3.093,4.709,80.83,0.02,0.8,199,33.02515,0.896653,-4.72,-4.95
20141203,0.07763301,92.456,491.19,493.82,13.684,1.747,1.6,5.312,-3.816,58.80283333,0.08,0.53,140,49.9271,1.291139,1.78,0.26
20141204,0.027710502,27.767,488.71,491.19,92.456,-2.069,0,2.006,3.11,75.27277778,0,0,280,24.8889,0.86164,-0.7,-1.98
20141205,0.188228588,44.271,486.38,488.71,27.767,1.041,0,1.655,0.932,78.45444444,0,0,160,16.9604,1.313456,-1.29,-2.28
20141206,0.056816926,102.233,484.18,486.38,44.271,1.973,0.6,3.467,-4.403,57.333,0,1.7,240,32.87563,1.464458,2.24,1.92
20141207,0.091021424,64.141,482.14,484.18,102.233,-2.43,0,3.259,3.678,49.37777778,0,0,332,36.87339,0.736979,-1.29,-1.96
20141208,0.211146681,43.8,480.24,482.14,64.141,1.248,0,3.814,2.163,78.89833333,0,0,201,40.33959,0.900673,-0.78,-2.04
20141209,0.133033974,65.986,478.48,480.24,43.8,3.411,0.8,2.666,-4.666,75.03394444,0.01,1.9,148,22.25062,1.630912,2.85,0.91
20141210,0.091204398,22.703,476.88,478.48,65.986,-1.255,0,4.609,1.075,72.27166667,0.06,0.42,362,41.69145,1.134692,1.95,1.7
20141211,0.137907541,59.079,475.42,476.88,22.703,-0.18,1.6,4.584,0.372,82.49642857,0,8,100,52.0392,0.973665,-2.2,-2.91
20141212,0.047607365,11.497,474.12,475.42,59.079,0.192,2.4,3.136,0.677,95.04444444,0.03,0.02,350,39.3564,1.325,1.14,0.79
20141213,0.124266964,12.447,472.96,474.12,11.497,0.869,0.2,3.402,3.095,92.34444444,0.02,0,130,32.49011,1.479782,0.23,-0.1
20141214,0.024249135,17.424,471.96,472.96,12.447,3.964,0.6,2.266,0.734,98.92777778,0.05,0.22,130,29.94369,1.732,2.93,1.23
20141215,0.026317236,9.488,471.1,471.96,17.424,4.698,0,1.659,0.226,99.98333333,0,0,86,12.55669,1.926895,3.06,2.71
20141216,0.036918383,14.36,470.4,471.1,9.488,4.924,5.2,3.114,-3.924,84.875,0.02,10.8,40,34.38198,2.142,4.45,3.81
20141217,0.020140098,22.998,469.85,470.4,14.36,1,3.6,4.847,-2.267,83.22388889,0.16,2.44,200,48.9758,1.52,5.95,5.84
20141218,0.030527211,89.245,469.45,469.85,22.998,-1.267,0,3.686,-1.913,73.67111111,0.17,0.34,180,36.20397,1.097306,-1.71,-2.48
20141219,0.048947536,49.884,469.2,469.45,89.245,-3.18,0,2.522,0.553,70.725,0.01,0,370,20.56148,0.806,-1.61,-2.05
20141220,0.190105443,30.258,469.11,469.2,49.884,-2.627,0,1.071,1.527,68.11,0,0,250,12.31763,0.88,-2.62,-2.95
20141221,0.106317136,91.708,469.17,469.11,30.258,-1.1,0,1.13,1.737,75.00083333,0,0,340,8.21606,1.029,-1.49,-1.68
20141222,0.064500863,17.001,469.38,469.17,91.708,0.637,0,2.457,4.688,89.81111111,0.01,0,311,20.85654,1.219282,-0.28,-1.01
20141223,0.195468593,18.811,469.75,469.38,17.001,5.325,1.6,3.014,3.237,97.59444444,0,0.5,51,25.78136,1.876545,2.2,1.13
20141224,0.03622012,33.054,470.27,469.75,18.811,8.562,9.2,4.414,-5.053,86.08055556,1.27,5.3,60,44.07706,2.686,6.31,5.39
20141225,0.040044705,102.875,471,470.27,33.054,3.509,0,5.993,0.947,75.278,1.98,5.9,96,60.6918,1.541935,7.2,4
20141226,0.070287282,33.827,472.06,471,102.875,4.456,0,3.64,2.056,74.005,0,0,120,42.9324,1.59657,2.33,1.3
20141227,0.218418259,44.823,472.74,472.06,33.827,6.512,2.2,4.314,-4.712,67.57338889,0,1.4,90,48.85952,2.106237,3.88,3.46
20141227,0.218418259,44.823,472.74,472.06,33.827,6.512,2.2,4.314,-4.712,67.57338889,0,1.4,90,48.85952,2.106237,3.88,3.46
