TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Ff,Raf,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20140420,0.295547424,279.145,1099.07,1094.77,308.456,11.146,0,2.796,3.799,36.46333333,0,0,1131,21.84021,1.76,4.35,3.3
20140421,0.281754158,183.105,1103.27,1099.07,279.145,14.945,0,3.295,-6.769,79.27333333,0,0,1103,33.26445,2.651,11.05,9.54
20140422,0.253982913,273.214,1107.38,1103.27,183.105,8.176,5,4.574,-2.782,55.678,1.47,5.41,611,37.49994,2.459,13.85,12.04
20140423,0.16596572,323.795,1111.4,1107.38,273.214,5.394,0,4.487,-0.259,35.84666667,0.03,0.09,1139,43.4942,1.396246,4.35,2.91
20140424,0.246721089,94.684,1115.32,1111.4,323.795,5.135,0,2.859,2.335,64.38266667,0,0,1220,21.18706,1.066,1.65,0.85
20140425,0.291339752,169.797,1119.16,1115.32,94.684,7.47,10.2,3.917,-1.413,77.35203333,0.17,9.41,280,41.49479,1.824,6.85,4.65
20140426,0.084894021,266.782,1122.9,1119.16,169.797,6.057,0,3.695,-0.318,65.05533333,0.18,0.23,912,36.88184,1.841,4.85,2.85
20140427,0.151718253,226.803,1126.55,1122.9,266.782,5.739,0,2.875,3.664,48.02133333,0,0,1138,25.10866,1.564,3.95,0.95
20140428,0.237583044,113.061,1130.11,1126.55,226.803,9.403,0,6.453,0.337,85.277,0,0,913,51.8838,1.752,5.65,4.55
20140429,0.201325285,81.497,1133.58,1130.11,113.061,9.74,19.4,5.363,-0.777,94.68066667,0.35,19.76,466,66.3656,2.555,7.85,7.35
20140430,0.100044243,250.961,1136.96,1133.58,81.497,8.963,12.6,3.287,0.161,73.00936667,3.33,30.16,89,34.3152,2.908,7.95,7.48
20140501,0.07189347,105.732,1139.83,1136.96,250.961,9.124,0.4,4.637,-1.264,83.248,0.67,0.66,1197,46.56055,2.409781,9.25,8.35
20140502,0.220729841,107.783,1143.45,1139.83,105.732,7.86,0.2,4.805,0.862,83.11033333,0.26,0.6,308,44.1984,2.171,7.75,6.33
20140503,0.092761201,233.565,1146.57,1143.45,107.783,8.722,5.6,3.803,-0.528,59.731,1.07,1.52,547,47.32203,2.204,6.25,5.69
20140504,0.094261227,187.148,1149.59,1146.57,233.565,8.194,0,3.361,-0.639,60.63033333,1.57,2.9,832,43.17369,1.924,5.95,4.19
20140505,0.20370758,335.997,1152.53,1149.59,187.148,7.555,0,2.178,2.286,55.26766667,0.14,1.3,984,20.26918,1.843,2.95,2.13
20140506,0.162795431,149.444,1155.4,1152.53,335.997,9.841,0,2.587,1.41,48.17066667,0,0,1300,18.77104,1.841,5.75,4.36
20140507,0.291529938,265.895,1158.15,1155.4,149.444,11.251,0.6,4.329,3.415,68.685,0.02,19.5,325,40.11159,2.259,8.35,7.29
20140508,0.12934395,178.389,1160.84,1158.15,265.895,14.666,0,2.998,3.907,66.59436667,2.65,2.61,807,19.91947,3.373,10.35,9
20140509,0.229585978,230.142,1163.43,1160.84,178.389,18.573,2.6,3.973,-5.852,70.7387,4.78,5.02,677,42.6182,4.111,14.95,13.95
20140510,0.153672341,337.415,1165.95,1163.43,230.142,12.721,0.2,3.822,2.776,43.7067,0.54,0.54,1047,38.96527,2.996,14.45,14.16
20140511,0.197813362,164.029,1168.39,1165.95,337.415,15.497,0,2.481,2.177,82.619,0,0,1099,11.91482,2.559,10.63,9.58
20140512,0.289390626,280.112,1170.74,1168.39,164.029,17.674,3.6,2.616,2.982,74.01233333,0.35,0.44,1139,21.48891,4.186,13.65,12.95
20140513,0.140388911,150.235,1173.02,1170.74,280.112,20.656,6,2.623,-3.601,90.79766667,20.1,20.01,1198,26.48647,4.958,16.75,15.89
20140514,0.239260639,52.72,1175.21,1173.02,150.235,17.055,28.4,2.386,-2.438,91.50333333,0.15,0.08,713,16.37956,4.236,16.85,16.14
20140515,0.128075395,270.876,1177.33,1175.21,52.72,14.617,13,3.939,-7.066,75.73333333,8,22.4,121,49.90642,3.956,15.35,14.78
20140516,0.044860068,161.745,1179.37,1177.33,270.876,7.551,0.4,2.663,-0.184,76.717,0.06,0.03,1246,26.32925,2.122,10.35,8.44
20140517,0.230076529,325.643,1181.33,1179.37,161.745,7.367,0,2.279,3.106,60.749,3.03,3.1,1153,17.29323,1.875,2.95,1.92
20140518,0.137145256,344.958,1183.22,1181.33,325.643,10.473,0,3.585,3.839,45.85366667,0.66,0.75,1277,21.17959,2.108,5.85,4.54
20140519,0.275657945,64.298,1185.03,1183.22,344.958,14.312,0,3.576,-1.351,63.54603333,0.08,0.1,1335,31.3768,2.285,8.15,7.35
20140520,0.291541725,269.478,1186.77,1185.03,64.298,12.961,4.8,2.607,3.359,87.01433333,0.31,1.6,223,24.05056,2.406,10.75,10.15
20140521,0.054258542,256.086,1188.44,1186.77,269.478,16.32,21.4,2.574,-1.108,75.84066667,5.16,7.44,641,11.63667,3.939,10.65,9.75
20140522,0.227068429,169.434,1190.03,1188.44,256.086,15.212,0,3.459,-4.406,79.73033333,0.99,1.05,1160,32.58614,3.405,14.55,14.25
20140523,0.215480798,347.695,1191.56,1190.03,169.434,10.806,0,3.319,4.862,58.27133333,0.23,0.23,888,36.77679,2.632,9.55,7.82
20140524,0.142377923,354.287,1193.01,1191.56,347.695,15.668,0,2.625,2.592,45.998,0.01,0,1353,20.4029,2.870123,7.85,7.18
20140525,0.291798147,332.759,1194.4,1193.01,354.287,18.26,0,2.897,1.805,54.28,0,0,1343,15.81178,2.88,12.15,10.99
20140526,0.296969011,252.542,1195.72,1194.4,332.759,20.065,0,3.724,0.75,73.74066667,0,0,1248,31.15277,3.523,14.45,14.03
20140527,0.278599297,322.649,1196.97,1195.72,252.542,20.815,1.8,3.238,-2.863,73.31666667,3.37,3.32,1173,30.26999,4.929,17.2,16.57
20140528,0.211204964,269.037,1198.15,1196.97,322.649,17.952,0,3.505,-2.222,63.695,0.12,0.12,1226,31.51118,3.526,16.92,14.76
20140529,0.269554793,338.895,1199.27,1198.15,269.037,15.73,0,2.909,0.974,62.01306667,0,0,1376,31.8415,3.157,12.64,10.51
20140530,0.224543671,368.271,1200.33,1199.27,338.895,16.704,0,2.743,1.415,39.90306667,1.15,1.2,1264,11.60611,3.478,12.09,10.77
20140531,0.282584406,340.307,1201.32,1200.33,368.271,18.119,0,3.65,2.133,47.8715625,0.07,0.08,1394,24.91631,3.225382,15.15,13.57
20140601,0.306808128,275.83,1202.25,1201.32,340.307,20.252,0,3.076,1.747,77.3303125,0,0,1288,23.90136,3.728,13.15,11.85
20140602,0.283277561,283.444,1203.11,1202.25,275.83,21.999,4.8,4.486,-1.159,75.9678125,0.52,0.5,1068,49.2038,4.854,17.95,17.29
20140603,0.229428156,154.29,1203.92,1203.11,283.444,20.84,2.4,4.796,-3.956,70.2921875,6.84,15.8,1289,46.50308,4.76,19.35,18.74
20140604,0.235592755,367.536,1204.67,1203.92,154.29,16.884,0,2.485,-1.296,56.395625,1.21,10.6,740,18.599864,3.42,13.65,12.55
20140605,0.128156356,353.045,1205.35,1204.67,367.536,15.588,0,3.311,0.601,59.796875,0.06,0,918,25.94847,2.876,12.35,10.45
20140606,0.305092681,363.065,1205.98,1205.35,353.045,16.189,0,2.927,2.79,46.3678125,0.01,0,1265,13.3024,3.223,11.25,9.95
20140607,0.292898328,62.651,1206.54,1205.98,363.065,18.979,0,2.304,-2.18,80.92558824,0,0,1414,4.757014,2.951,13.35,11.65
20140608,0.301053915,280.677,1207.05,1206.54,62.651,16.799,2.6,2.797,2.72,70.07040625,1.11,4.1,348,19.94043,3.742,15.75,15.05
20140609,0.051926169,250.884,1207.51,1207.05,280.677,19.519,0,2.507,1.086,65.594375,0,0.1,1199,24.6135,3.694,13.95,12.45
20140610,0.232531378,195.112,1207.9,1207.51,250.884,20.605,0,2.735,0.483,80.9934375,0.04,0,856,23.55436,4.293,16.35,15.35
20140611,0.207769708,302.032,1208.25,1207.9,195.112,21.088,2.6,2.559,0.002,80.286875,9.65,15.5,678,38.99115,5.101,18.25,17.15
20140612,0.161529928,183.371,1208.63,1208.25,302.032,21.09,0,3.889,-2.755,74.85096875,2.48,2.5,1235,35.02514,5.123,18.85,18.45
20140613,0.249974757,342.339,1209.01,1208.63,183.371,18.335,0.2,3.285,-3.963,65.451625,1.73,2.3,804,28.60916,3.968,16.95,16.35
20140614,0.151718061,370.934,1209.28,1209.01,342.339,14.372,0,3.035,2.423,66.1071875,0.02,0,1066,24.81157,2.835862,9.75,8.15
20140615,0.283156467,321.586,1209.5,1209.28,370.934,16.795,0,2.754,5.506,69.23190625,0,0,1409,16.51688,3.335237,11.65,10.55
20140616,0.306739547,277.912,1209.67,1209.5,321.586,22.301,0,3.534,1.393,75.37294118,6.11,6.2,1166,26.95526,4.861,15.65,15.29
20140617,0.265883423,218.187,1209.78,1209.67,277.912,23.694,0.4,4.379,-3.183,79.21409375,6.19,6.18,1172,38.92642,5.579,19.45,18.49
20140618,0.229741996,305.829,1209.84,1209.78,218.187,20.511,6,2.333,-0.13,64.2428125,0.04,0.12,804,22.05743,4.813,20.55,16.05
20140619,0.180352626,270.337,1209.84,1209.84,305.829,20.381,0.2,3.146,-2.327,50.7940625,0.83,5.53,1387,29.82069,4.09,17.95,17.07
20140620,0.252784666,333.092,1209.8,1209.84,270.337,18.054,0,2.786,1.197,48.7371875,0,0,1002,20.09949,2.901,15.55,13.55
20140621,0.223448555,368.035,1209.7,1209.8,333.092,19.251,0,3.074,1.168,46.305625,0,0,1111,20.0646,3.053,15.45,13.35
20140622,0.275328153,247.105,1209.55,1209.7,368.035,20.419,0,3.152,1.386,76.270625,0,0,1395,14.90936,3.675,15.15,14.25
20140623,0.304236588,260.17,1209.34,1209.55,247.105,21.805,3.8,2.505,0.749,85.195,1.48,1.5,1266,17.8773,4.697,17.35,16.15
20140624,0.204294986,198.672,1209.08,1209.34,260.17,22.554,4.8,3.396,-0.686,86.89676471,9.35,9.5,1150,34.13603,5.838,20.95,19.43
20140625,0.215133875,256.118,1208.77,1209.08,198.672,21.868,0.4,2.069,-0.922,83.2015625,1.15,3.12,495,11.49797,5.345,19.75,18.8
20140626,0.164316671,341.361,1208.4,1208.77,256.118,20.946,0.2,1.987,1.499,69.51909375,6.64,6.73,1240,11.1175,4.90096,17.81,16.28
20140627,0.211883154,351.56,1207.98,1208.4,341.361,22.445,0.2,1.903,1.571,67.1409375,0.8,0.8,1316,15.10653,4.831,18.1,16.93
20140628,0.28249007,248.239,1207.51,1207.98,351.56,24.016,0,2.304,0.328,83.35294118,0.02,0,1340,13.98571,5.201,19.75,18.75
20140629,0.291031308,307.676,1206.98,1207.51,248.239,24.344,3.4,3.395,0.92,81.7,2.89,2.9,1225,34.65856,5.801,21.35,20.92
20140630,0.20557925,274.769,1206.4,1206.98,307.676,25.264,0,3.544,-0.64,77.9040625,5.02,5.02,1261,28.59871,6.259,20.75,20.05
20140701,0.254913917,335.249,1205.77,1206.4,274.769,24.624,1.6,5.002,-0.725,72.8678125,3.14,3.2,988,51.02631,6.4,22.55,21.95
20140702,0.22775945,217.351,1205.07,1205.77,335.249,23.899,0,3.661,-5.643,77.765375,0.15,0.2,1247,28.17394,5.257,21.55,19.84
20140703,0.278037271,308.091,1204.33,1205.07,217.351,18.256,0.4,3.081,-1.31,56.8978125,1.61,1.7,903,21.52849,4.151,17.75,16.11
20140704,0.180363796,362.997,1203.53,1204.33,308.091,16.946,0,2.884,2.166,54.045,1.6,1.7,1383,29.00957,3.037,11.65,9.16
20140705,0.255819418,352.644,1202.67,1203.53,362.997,19.112,0,3.42,2.923,64.5371875,0,0,1385,24.57239,3.343,12.65,10.95
20140706,0.301610263,103.703,1201.75,1202.67,352.644,22.035,0,4.127,0.104,88.3815625,0.01,0,1305,37.42004,4.283,15.95,15.75
20140707,0.293217591,114.471,1200.78,1201.75,103.703,22.139,15.4,4.704,-1.677,92.950625,14.24,14.45,790,50.28191,5.978,20.45,18.75
20140708,0.086293322,285.579,1199.74,1200.78,114.471,20.462,51.4,3.546,-1.298,72.299375,7.2,11,712,40.10662,5.356,19.95,18.85
20140709,0.095330535,324.438,1198.66,1199.74,285.579,19.164,0,2.434,-0.983,65.55503125,0.02,0.02,1317,24.87797,4.03,16.35,15.55
20140710,0.238034074,352.888,1197.51,1198.66,324.438,18.181,0,2.705,1.858,62.5440625,0.21,0.2,1341,12.38781,3.555,13.65,12.65
20140711,0.270667245,330.246,1196.3,1197.51,352.888,20.039,0,2.345,2.407,62.80803333,0,0,1333,9.75335,4.002,15.35,13.85
20140712,0.294684804,208.429,1195.03,1196.3,330.246,22.446,0,2.289,0.959,85.70125,0,0,1236,13.01289,4.372,17.15,15.95
20140713,0.276056173,196.305,1193.7,1195.03,208.429,23.405,16.6,4.12,-2.323,83.06933333,8.25,11.42,727,41.46863,6.063,22.15,20.35
20140714,0.174413195,347.336,1192.31,1193.7,196.305,21.082,0,2.58,-0.916,70.87366667,3.99,4.04,1194,21.66204,5.033,19.55,16.95
20140715,0.164450867,335.504,1190.85,1192.31,347.336,20.166,5,3.965,-4.031,71.85766667,10.84,12.3,1336,34.2612,4.667,18.75,17.95
20140716,0.291313501,322.204,1189.33,1190.85,335.504,16.135,0.2,3.171,1.6,65.03136667,2.55,2.5,1284,27.50846,3.678,13.35,11.95
20140717,0.281734895,260.216,1187.75,1189.33,322.204,17.735,0,3.077,2.483,64.477,0.84,0.9,1310,15.77547,3.443,12.25,10.22
20140718,0.270912194,47.323,1186.1,1187.75,260.216,20.218,0,1.86,-1.493,96.24933333,0.11,0.1,1228,7.917704,3.835,14.95,13.68
20140719,0.21908314,189.273,1184.39,1186.1,47.323,18.725,6.4,2.824,2.074,86.13466667,0.51,3.7,99,26.9721,4.35,16.95,16.23
20140720,0.039897985,316,1182.61,1184.39,189.273,20.799,0,2.251,1.108,78.41833333,4.7,4.71,865,23.30367,5.139,17.85,17.35
20140721,0.159806314,328.617,1180.76,1182.61,316,21.907,0,1.711,2.026,70.977,0,0,1298,5.665059,4.686,16.95,15.9
20140722,0.267205588,183.27,1178.84,1180.76,328.617,23.933,0,2.081,-3.144,80.12266667,0,0,1290,17.162789,5.036,18.35,17.15
20140723,0.278309733,326.918,1176.86,1178.84,183.27,20.789,3.8,3.067,-3.559,59.37936667,2.46,2.4,764,34.17058,5.211,22.75,21.85
20140724,0.155466391,328.54,1174.8,1176.86,326.918,17.23,0,2.866,1.398,63.18666667,0,0,1329,24.93693,3.256,13.25,11.55
20140725,0.277788352,271.712,1172.68,1174.8,328.54,18.628,0,2.73,3.204,68.3537,0,0,1273,18.51354,3.502,14.05,12.15
20140726,0.279656112,238.107,1170.48,1172.68,271.712,21.832,0,2.693,0.075,80.57966667,1.73,1.8,1009,33.08056,4.633,17.15,16.05
20140727,0.231701743,179.765,1168.21,1170.48,238.107,21.907,61,2.926,-5.333,80.34866667,8.33,8.4,1067,30.85905,5.31,18.85,18.15
20140728,0.203426799,226.303,1165.86,1168.21,179.765,16.574,1.8,3.352,-0.64,69.323,14.5,31.4,709,40.38727,3.941145,17.35,16.65
20140729,0.153880724,281.509,1163.44,1165.86,226.303,15.934,2.4,2.96,2.67,76.37503333,0.93,0.8,1136,29.1092,3.301,10.55,8.85
20140730,0.194108212,318.267,1160.95,1163.44,281.509,18.604,12.2,2.528,0.466,70.99266667,11.82,11.88,1259,18.04527,4.024,14.65,14.06
20140731,0.241962628,297.585,1158.38,1160.95,318.267,19.07,2,2.744,2.883,75.0247,0.15,0.2,1201,17.38424,3.765,13.45,12.71
20140801,0.274143589,211.433,1155.73,1158.38,297.585,21.953,0,2.204,-1.137,83.75233333,6.94,6.98,1250,17.24802,4.872,16.85,16.2
20140802,0.256897564,179.834,1153.01,1155.73,211.433,20.816,0,2.171,-0.573,85.722,4.03,4,1123,13.00616,5.019,18.25,17.35
20140803,0.182943248,264.492,1150.21,1153.01,179.834,20.243,2.6,1.796,1.609,83.44666667,11.8,12.1,896,10.30358,4.929,18.35,17.31
20140804,0.155969159,168.739,1147.33,1150.21,264.492,21.852,0.2,2.367,-2.17,86.306,4.04,4.1,1159,18.49351,5.058,17.35,16.52
20140805,0.229951052,229.446,1144.36,1147.33,168.739,19.682,9.6,2.17,-0.324,76.17233333,10.05,10.1,752,9.86894,4.677,18.35,17.2
20140806,0.147071026,263.386,1141.32,1144.36,229.446,19.358,0.2,2.161,-0.258,72.47766667,0.13,0.1,1161,17.51943,4.132,16.65,15.21
20140807,0.20050159,288.984,1138.2,1141.32,263.386,19.1,0,2.632,-0.611,65.01866667,1.63,1.6,1167,14.042,3.969,15.89,14.38
20140808,0.23077314,311.076,1134.99,1138.2,288.984,18.489,0,2.328,1.235,60.425,0,0,1192,11.0659,3.666,15.55,13.76
20140809,0.253895625,308.735,1131.7,1134.99,311.076,19.724,0,2.861,2.051,67.87133333,0,0,1237,16.28387,4.104,15.95,14.71
20140810,0.274078186,145.979,1128.33,1131.7,308.735,21.775,0,2.89,-0.207,82.10233333,0,0,1092,21.16538,4.65,17.15,16.63
20140811,0.272806397,143.232,1124.87,1128.33,145.979,21.568,5.4,3.799,-0.852,89.05,1.62,1.6,749,32.76111,5.244,19.15,18.87
20140812,0.129376158,167.204,1121.33,1124.87,143.232,20.716,7.6,3.79,-3.598,74.959,6.26,10.83,1154,45.94981,5.37514,19.15,18.41
20140813,0.127332047,237.295,1117.7,1121.33,167.204,17.118,0.2,3.386,-2.015,62.5667,0.48,0.52,776,35.33202,3.87,17.15,14.74
20140814,0.149112215,278.178,1113.98,1117.7,237.295,15.103,0,3.298,1.543,62.12436667,0.39,0.5,1023,33.83803,2.963,12.35,11.4
20140815,0.212306522,115.438,1110.19,1113.98,278.178,16.646,0,3.228,2.473,71.96266667,0,0,1207,31.52964,3.019,10.55,9.51
20140816,0.249715435,286.229,1106.3,1110.19,115.438,19.119,2.2,3.929,-1.019,79.10833333,3.24,6.7,598,47.1247,4.088,14.25,12.85
20140817,0.1039804,295.615,1102.33,1106.3,286.229,18.1,0,1.982,-0.513,77.69666667,1.61,1.69,745,14.68492,4.187,17.45,14.85
20140818,0.258726385,277.328,1098.27,1102.33,295.615,17.587,0,2.631,0.688,74.25836667,0.09,0.08,1030,22.48071,3.999,15.95,13.95
20140819,0.26817287,163.517,1094.12,1098.27,277.328,18.275,3.4,2.557,3.021,87.941,0.25,0.2,1126,18.54592,4.242,14.65,13.55
20140820,0.252513499,270.798,1089.89,1094.12,163.517,21.296,0,2.754,0.869,81.52766667,8.36,9.26,856,21.47729,5.562,19.05,18.45
20140821,0.1494507,157.808,1085.56,1089.89,270.798,22.165,0.2,2.353,-0.771,88.75866667,0.34,0.3,1015,17.95389,5.295,18.95,17.95
20140822,0.248463606,157.543,1081.15,1085.56,157.808,21.394,0,1.721,-1.606,86.20666667,1.2,1.22,777,8.442041,5.232,18.75,18.25
20140823,0.145370132,233.048,1076.66,1081.15,157.543,19.788,0,3.21,0.295,81.67857143,0.04,0,1046,27.91417,5.016,19.15,18.05
20140824,0.145717985,296.095,1072.07,1076.66,233.048,20.083,0,2.562,1.636,71.02896154,0.1,0,1028,26.81369,5.01,17.85,17.29
20140825,0.216454591,255.893,1067.4,1072.07,296.095,21.719,0,2.576,1.97,75.49538462,0,0,1076,15.52781,4.874,18.65,18.18
20140826,0.276189988,285.739,1062.64,1067.4,255.893,23.689,0,3.709,-3.035,62.38038462,0,0,1036,38.03987,5.461,19.64,19.17
20140827,0.23973487,283.65,1057.79,1062.64,285.739,20.654,0,2.714,-4.134,59.69038462,4.43,4.44,1070,25.72148,4.551,21.96,20.97
20140828,0.268895393,274.406,1052.86,1057.79,283.65,16.52,0,2.709,1.277,63.01153846,0,0,1107,22.96759,3.234,13.65,11.1
20140829,0.268153414,206.21,1047.86,1052.86,274.406,17.797,0,2.582,5.981,72.34153846,0,0,988,14.06873,3.357,13.15,11.79
20140830,0.260629143,120.845,1042.92,1047.86,206.21,23.778,0,3.709,-0.384,88.23884615,0.65,0.7,903,44.73444,5.207,18.65,17.35
20140831,0.196791556,190.129,1037.9,1042.92,120.845,23.394,0,4.14,0.003,85.81730769,2.58,2.53,603,37.48414,5.955,22.75,21.94
20140901,0.115871783,88.332,1032.8,1037.9,190.129,23.397,22.4,3.556,-1.778,94.09653846,1.44,1.5,878,29.8658,5.959,19.55,19.46
20140902,0.183186241,278.99,1027.61,1032.8,88.332,21.619,10.4,3.346,-0.225,75.60888462,8.18,8.23,666,37.45703,5.633,21.95,20.86
20140903,0.085526723,271.5,1022.35,1027.61,278.99,21.394,0,2.309,2.298,71.76192308,0.02,0,1029,11.90481,4.239,16.95,16.09
20140904,0.271494049,245.82,1017.01,1022.35,271.5,23.692,0,3.171,1.204,77.09653846,0.01,0,1016,19.50969,4.806,17.55,17.04
20140905,0.265564631,127.183,1011.58,1017.01,245.82,24.896,57.8,4.02,-6.845,77.57153846,0.52,0.5,849,44.75425,5.907,21.75,21.03
20140906,0.241708538,281.118,1006.08,1011.58,127.183,18.051,3.4,3.328,-0.832,59.41615385,8.52,9.3,704,35.48812,4.489,22.55,21.89
20140907,0.12572708,273.998,1000.51,1006.08,281.118,17.219,0,2.194,1.625,66.31807692,0,0,1038,12.30111,2.704,12.15,11.36
20140908,0.279419132,196.412,994.79,1000.51,273.998,18.844,0,2.789,1.885,76.25192308,0,0,1004,16.97588,3.447,13.25,12.43
20140909,0.273858332,107.824,989.07,994.79,196.412,20.729,0,3.007,1.161,86.6,0.12,0.1,581,29.8319,4.37,19.77,17.92
20140910,0.197440666,113.523,983.27,989.07,107.824,21.89,23.8,4.977,-6.337,82.89615385,6.51,22.06,457,49.99346,5.455,18.45,17.86
20140911,0.10901554,117.552,977.4,983.27,113.523,15.553,5.4,4.618,-4.203,75.48192308,5.2,8.6,422,45.0725,4.006,22.15,20.85
20140912,0.115454555,154.253,971.46,977.4,117.552,11.35,0,2.233,-0.166,79.69311538,0.06,0,588,16.21332,2.405,11.7,11.04
20140913,0.120270104,226.347,965.46,971.46,154.253,11.184,2.4,3.463,0.196,62.56384615,0.33,1.7,861,31.99484,2.692,10.55,9.05
20140914,0.158784716,125.618,959.39,965.46,226.347,11.38,0.2,1.859,3.191,70.29916667,0.01,0,902,12.09607,2.214,6.95,5.51
20140915,0.234444721,223.467,953.25,959.39,125.618,14.571,5.4,2.117,-0.664,68.495,0.15,8.14,517,11.95946,2.849,11.35,9.35
20140916,0.130935282,215.948,947.05,953.25,223.467,13.907,0.2,2.298,0.701,64.05730769,0.92,9.97,726,15.99092,2.925,11.75,11.01
20140917,0.234426436,179.359,940.78,947.05,215.948,14.608,0,2.64,-1.949,72.97857692,0.17,0.23,922,12.564325,2.627,9.95,8.27
20140918,0.228021752,229.225,934.46,940.78,179.359,12.659,0,2.82,-1.036,70.34961538,1.15,1.1,679,13.73262,2.742,10.15,8.99
20140919,0.190649248,216.564,928.08,934.46,229.225,11.623,0,2.586,8.543,77.92923077,0.01,0,930,20.77993,2.407,8.07,7.02
20140920,0.2453021,203.4,921.64,928.08,216.564,20.166,0,5.481,-2.05,75.05076923,0.03,0,756,52.8261,4.441,16.05,11.99
20140921,0.233346263,118.745,915.15,921.64,203.4,18.116,0.8,5.49,-7.357,69.21230769,9.77,10.5,867,46.20474,4.557,19.38,18.61
20140922,0.220693546,241.199,908.61,915.15,118.745,10.759,0,3.251,3.745,64.50625,0.06,0.04,568,34.2314,2.137,10.55,9.04
20140923,0.129754685,237.949,902.02,908.61,241.199,14.504,0,2.863,2.534,64.94322727,0,0,861,17.97184,2.728,7.72,6.95
20140924,0.265459328,235.308,895.38,902.02,237.949,17.038,0,2.347,0.298,67.99383333,0,0,853,15.6072,3.303,11.47,10.99
20140925,0.263795703,230.693,888.7,895.38,235.308,17.336,0,2.555,-0.567,65.520875,0,0,849,17.54227,3.343,16.3,14.39
20140926,0.262802386,225.9,881.98,888.7,230.693,16.769,0,2.274,1.231,62.79545455,0,0,838,10.26837,3.511,14.45,13.78
20140927,0.259584787,202.913,875.21,881.98,225.9,18,0,2.205,-0.056,74.56590909,0,0,835,10.75394,3.371,15.15,13.87
20140928,0.256128257,220.425,868.41,875.21,202.913,17.944,0,2.069,0.653,70.21136364,0,0,681,7.22548,3.618,16.35,15.95
20140929,0.231844929,68.42,861.58,868.41,220.425,18.597,0,2.481,-2.073,92.66666667,0,0,811,11.36353,3.435,15.65,13.96
20140930,0.253825958,105.683,854.71,861.58,68.42,16.524,17.4,2.012,-0.402,85.36090909,4.44,10.6,466,16.40786,3.928,14.87,14.48
20141001,0.079412243,177.766,847.82,854.71,105.683,16.122,0,2.182,1.655,81.9075,0.03,0,413,26.26887,3.956,13.09,12.59
20141002,0.123647787,80.298,840.9,847.82,177.766,17.777,0,2.677,0.377,88.21136364,0.02,0.01,712,22.15236,4.074,14.25,13.85
20141003,0.209674223,57.81,833.95,840.9,80.298,18.154,14.6,4.812,-10.427,85.89666667,1.49,6.7,348,55.18431,4.221,18.05,16.04
20141004,0.095490546,75.912,826.97,833.95,57.81,7.727,27.6,2.948,1.231,69.16318182,3.56,6.6,655,38.24255,2.366415,13.05,11.69
20141005,0.069320703,75.853,819.99,826.97,75.912,8.958,3,4.578,4.748,72.43363636,2.65,2.7,520,45.349,2.02,5.19,4.44
20141006,0.091795349,78.587,813,819.99,75.853,13.706,1.2,5.106,-0.148,82.84545455,2.2,4.04,544,46.46187,2.911,10.15,9.2
20141007,0.092504787,161.379,806,813,78.587,13.558,45.8,3.852,-1.083,54.7705,3.43,4.06,532,34.28915,2.918,12.65,10.95
20141008,0.096662977,213.522,798.99,806,161.379,12.475,0.2,4.664,-1.934,43.315,1.98,1.95,626,56.1969,2.267,11.65,9.95
20141009,0.200222084,140.158,791.97,798.99,213.522,10.541,0,3.114,-1.976,61.46681818,0.01,0,751,36.58095,1.745,8.35,6.55
20141010,0.26723989,203.11,784.96,791.97,140.158,8.565,0,2.35,-0.51,49.8075,0,0,585,13.91202,1.862,7.15,5.65
20141011,0.176973875,208.412,777.94,784.96,203.11,8.055,0,3.02,0.861,57.272,0,0,717,19.36318,1.713,6.75,5.55
20141012,0.258752038,36.9,770.93,777.94,208.412,8.916,0,2.781,7.686,88.71363636,0,0,735,21.14809,1.821,4.85,3.85
20141013,0.267902409,45.376,763.93,770.93,36.9,16.602,14,3.417,2.781,80.29454545,0.47,0.4,234,40.66222,3.631,11.45,9.78
20141014,0.047864268,59.514,756.94,763.93,45.376,19.383,2.8,4.257,-4.527,88.54136364,1.98,9.5,122,65.9274,4.499,17.1,16.56
20141015,0.059398112,124.83,749.96,756.94,59.514,14.856,5.4,2.02,-1.038,89.37,0.39,17.51,226,21.95048,3.9,18.71,15.94
20141016,0.078624462,29.092,743,749.96,124.83,13.818,2.2,2.307,0.564,84.45181818,2.24,2.3,587,17.22293,3.185,11.7,10.66
20141017,0.166448877,91.317,736.07,743,29.092,14.382,7,4.501,-5.931,74.19136364,0.91,1.4,94,43.88714,3.225,10.89,10.41
20141018,0.039154778,145.836,729.16,736.07,91.317,8.451,1.8,4.305,-2.753,64.225625,0.24,0.42,160,45.337,2.327,12.73,10.39
20141019,0.124060212,38.231,722.28,729.16,145.836,5.698,0,2.669,5.849,77.14409091,0.1,0,623,25.61502,1.439,5.8,4.75
20141020,0.200005486,35.034,715.43,722.28,38.231,11.547,13.4,3.394,-2.79,90.68772727,0.28,5.1,49,35.43496,2.456,6.87,5.53
20141021,0.052930996,145.641,708.51,715.43,35.034,8.757,0.2,3.338,-0.162,66.764,0.26,1.8,283,34.33828,2.521,10.05,9.21
20141022,0.048969151,175.762,701.83,708.51,145.641,8.595,0.2,3.012,1.068,56.20888889,0,0.02,590,30.00397,1.984,6.49,5.62
