TIMESTAMP_START,TIMESTAMP_END,TA_F,SW_IN_POT,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,LE_F_MDS
2.01E+11,2.01E+11,26.778,0,0,365.575,19.577,99.676,0,2.969,0.558025
2.01E+11,2.01E+11,26.497,0,0,365.575,18.939,99.664,0,3.058,1.34761
2.01E+11,2.01E+11,26.216,0,0,365.575,18.301,99.652,0,3.146,3.62068
2.01E+11,2.01E+11,25.935,0,0,365.575,17.663,99.64,0,3.235,4.49975
2.01E+11,2.01E+11,25.654,0,0,365.575,17.025,99.628,0,3.323,3.36476
2.01E+11,2.01E+11,25.374,0,0,365.575,16.387,99.616,0,3.412,4.68603
2.01E+11,2.01E+11,25.093,0,0,369.716,15.749,99.604,0,3.501,3.22217
2.01E+11,2.01E+11,24.805,0,0,369.716,14.983,99.612,0,3.538,0.403307
2.01E+11,2.01E+11,24.517,0,0,369.716,14.217,99.621,0,3.576,0.142532
2.01E+11,2.01E+11,24.229,0,0,369.716,13.451,99.629,0,3.613,2.97275
2.01E+11,2.01E+11,23.941,0,0,369.716,12.685,99.638,0,3.651,3.17349
2.01E+11,2.01E+11,23.653,1.54864,0,369.716,11.919,99.646,0,3.689,10.0734
2.01E+11,2.01E+11,23.365,95.9128,51.187,375.52,11.153,99.655,0,3.726,21.7199
2.01E+11,2.01E+11,23.858,246.325,129.196,375.52,11.588,99.68,0,3.809,26.9799
2.01E+11,2.01E+11,24.352,397.039,207.334,375.52,12.023,99.705,0,3.892,67.0007
2.01E+11,2.01E+11,24.846,545.476,284.264,375.52,12.458,99.73,0,3.975,129.345
2.01E+11,2.01E+11,25.34,689.096,358.67,375.52,12.893,99.755,0,4.058,177.505
2.01E+11,2.01E+11,25.833,825.441,429.281,375.52,13.328,99.78,0,4.14,236.791
2.01E+11,2.01E+11,26.327,952.178,633.803,389.029,13.764,99.805,0,4.223,260.297
2.01E+11,2.01E+11,27.24,1067.14,709.981,389.029,15.393,99.78,0,4.038,295.37
2.01E+11,2.01E+11,28.153,1168.36,777.012,389.029,17.022,99.754,0,3.853,349.896
2.01E+11,2.01E+11,29.066,1254.1,833.747,389.029,18.651,99.728,0,3.669,418.126
2.01E+11,2.01E+11,29.979,1322.91,879.217,389.029,20.28,99.702,0,3.484,448.671
2.01E+11,2.01E+11,30.892,1373.59,912.643,389.029,21.909,99.676,0,3.299,480.121
2.01E+11,2.01E+11,31.805,1405.28,926.428,403.086,23.538,99.65,0,3.114,512.094
2.01E+11,2.01E+11,32.184,1417.45,934.208,403.086,24.642,99.604,0,3.053,405.509
2.01E+11,2.01E+11,32.564,1409.88,928.981,403.086,25.746,99.559,0,2.993,313.282
2.01E+11,2.01E+11,32.944,1382.71,910.834,403.086,26.851,99.514,0,2.932,313.282
2.01E+11,2.01E+11,33.324,1336.39,880.078,403.086,27.955,99.469,0,2.872,347.571
2.01E+11,2.01E+11,33.703,1271.72,837.239,403.086,29.059,99.423,0,2.811,341.392
2.01E+11,2.01E+11,34.083,1189.81,631.782,409.162,30.163,99.378,0,2.751,402.75
2.01E+11,2.01E+11,33.842,1092.05,579.647,409.162,29.753,99.352,0,2.996,398.575
2.01E+11,2.01E+11,33.601,980.132,519.992,409.162,29.343,99.325,0,3.242,353.076
2.01E+11,2.01E+11,33.36,855.955,453.836,409.162,28.932,99.299,0,3.487,287.574
2.01E+11,2.01E+11,33.119,721.648,382.311,409.162,28.522,99.272,0,3.733,223.666
2.01E+11,2.01E+11,32.879,579.51,306.638,409.162,28.112,99.246,0,3.979,136.889
2.01E+11,2.01E+11,32.638,431.973,122.275,409.887,27.702,99.22,0,4.224,86.0508
2.01E+11,2.01E+11,32.088,281.56,79.373,409.887,26.628,99.253,0,4.29,54.3899
2.01E+11,2.01E+11,31.539,130.846,36.394,409.887,25.554,99.286,0,4.355,33.9223
2.01E+11,2.01E+11,30.99,10.5847,0,409.887,24.48,99.319,0,4.42,16.4245
2.01E+11,2.01E+11,30.441,0,0,409.887,23.406,99.352,0,4.485,14.1397
2.01E+11,2.01E+11,29.892,0,0,409.887,22.332,99.385,0,4.55,11.0392
2.01E+11,2.01E+11,29.343,0,0,418.175,21.258,99.418,0,4.616,11.67
2.01E+11,2.01E+11,28.889,0,0,418.175,20.321,99.454,0,4.673,11.7845
2.01E+11,2.01E+11,28.435,0,0,418.175,19.384,99.49,0,4.731,12.2872
2.01E+11,2.01E+11,27.982,0,0,418.175,18.447,99.525,0,4.789,11.4046
2.01E+11,2.01E+11,27.528,0,0,418.175,17.51,99.561,0,4.847,12.7825
2.01E+11,2.01E+11,27.075,0,0,418.175,16.573,99.597,0,4.905,12.0787
2.01E+11,2.01E+11,26.621,0,0,404.874,15.636,99.632,0.083,4.963,9.81854
2.01E+11,2.01E+11,26.128,0,0,404.874,14.777,99.627,0.083,4.897,10.2297
2.01E+11,2.01E+11,25.636,0,0,404.874,13.918,99.623,0.083,4.83,13.0426
2.01E+11,2.01E+11,25.143,0,0,404.874,13.058,99.618,0.083,4.764,11.8657
2.01E+11,2.01E+11,24.65,0,0,404.874,12.199,99.613,0.083,4.698,10.7271
2.01E+11,2.01E+11,24.157,0,0,404.874,11.339,99.608,0.083,4.631,12.5089
2.01E+11,2.01E+11,23.665,0,0,393.416,10.48,99.603,0.074,4.565,13.9331
2.01E+11,2.01E+11,23.343,0,0,393.416,10.052,99.603,0.074,4.447,16.5814
2.01E+11,2.01E+11,23.021,0,0,393.416,9.624,99.603,0.074,4.33,19.8398
2.01E+11,2.01E+11,22.699,0,0,393.416,9.196,99.604,0.074,4.212,23.7112
2.01E+11,2.01E+11,22.377,0,0,393.416,8.768,99.604,0.074,4.094,25.3255
2.01E+11,2.01E+11,22.055,1.41444,0,393.416,8.34,99.604,0.074,3.977,30.2294
2.01E+11,2.01E+11,21.733,94.9574,48.864,377.353,7.912,99.605,0.017,3.859,41.7618
2.01E+11,2.01E+11,22.224,245.461,125.873,377.353,8.491,99.62,0.017,3.862,54.7747
2.01E+11,2.01E+11,22.715,396.267,203.028,377.353,9.071,99.636,0.017,3.865,81.2074
2.01E+11,2.01E+11,23.207,544.793,279.01,377.353,9.651,99.651,0.017,3.868,125.543
2.01E+11,2.01E+11,23.698,688.5,352.521,377.353,10.23,99.667,0.017,3.872,164.474
2.01E+11,2.01E+11,24.189,824.928,422.302,377.353,10.81,99.682,0.017,3.875,198.945
2.01E+11,2.01E+11,24.681,951.742,549.355,401.022,11.39,99.697,0,3.878,241.431
2.01E+11,2.01E+11,25.438,1066.77,615.691,401.022,12.403,99.664,0,3.746,299.388
2.01E+11,2.01E+11,26.195,1168.05,674.09,401.022,13.416,99.631,0,3.614,352.805
2.01E+11,2.01E+11,26.952,1253.85,723.553,401.022,14.429,99.598,0,3.482,411.708
2.01E+11,2.01E+11,27.709,1322.69,763.234,401.022,15.442,99.565,0,3.35,420.248
2.01E+11,2.01E+11,28.466,1373.41,792.453,401.022,16.455,99.532,0,3.218,431.913
2.01E+11,2.01E+11,29.223,1405.12,584.412,415.156,17.469,99.499,0.345,3.085,423.903
2.01E+11,2.01E+11,28.983,1417.3,589.446,415.156,16.987,99.477,0.345,3.151,381.741
2.01E+11,2.01E+11,28.744,1409.73,586.267,415.156,16.504,99.454,0.345,3.217,324.424
2.01E+11,2.01E+11,28.505,1382.53,574.927,415.156,16.022,99.431,0.345,3.283,303.02
2.01E+11,2.01E+11,28.265,1336.19,555.622,415.156,15.54,99.408,0.345,3.349,289.057
2.01E+11,2.01E+11,28.026,1271.48,528.681,415.156,15.058,99.385,0.345,3.415,280.621
2.01E+11,2.01E+11,27.787,1189.52,268.753,409.209,14.576,99.362,0.185,3.481,303.942
2.01E+11,2.01E+11,27.282,1091.7,246.631,409.209,13.928,99.367,0.185,3.598,295.229
2.01E+11,2.01E+11,26.777,979.713,221.303,409.209,13.28,99.371,0.185,3.714,274.677
2.01E+11,2.01E+11,26.272,855.46,193.204,409.209,12.632,99.375,0.185,3.83,251.687
2.01E+11,2.01E+11,25.767,721.072,162.814,409.209,11.984,99.379,0.185,3.947,208.089
2.01E+11,2.01E+11,25.262,578.848,130.652,409.209,11.336,99.384,0.185,4.063,144.888
2.01E+11,2.01E+11,24.757,431.221,11.309,404.015,10.688,99.388,0.324,4.179,103.895
2.01E+11,2.01E+11,24.108,280.717,7.352,404.015,9.745,99.428,0.324,4.14,75.9341
2.01E+11,2.01E+11,23.459,129.912,3.387,404.015,8.802,99.468,0.324,4.1,45.6568
2.01E+11,2.01E+11,22.81,10.2195,0,404.015,7.859,99.509,0.324,4.061,22.7677
2.01E+11,2.01E+11,22.161,0,0,404.015,6.916,99.549,0.324,4.021,18.1191
2.01E+11,2.01E+11,21.512,0,0,404.015,5.973,99.589,0.324,3.981,10.6974
2.01E+11,2.01E+11,20.863,0,0,390.957,5.03,99.629,0.124,3.942,9.40786
2.01E+11,2.01E+11,20.64,0,0,390.957,4.874,99.628,0.124,3.852,8.36397
2.01E+11,2.01E+11,20.418,0,0,390.957,4.717,99.627,0.124,3.761,8.80374
2.01E+11,2.01E+11,20.196,0,0,390.957,4.56,99.627,0.124,3.671,8.93302
2.01E+11,2.01E+11,19.974,0,0,390.957,4.404,99.626,0.124,3.581,10.0973
2.01E+11,2.01E+11,19.752,0,0,390.957,4.247,99.625,0.124,3.491,10.2348
2.01E+11,2.01E+11,19.53,0,0,384.17,4.09,99.624,0.006,3.4,10.3459
2.01E+11,2.01E+11,19.459,0,0,384.17,4.172,99.616,0.006,3.393,11.3105
2.01E+11,2.01E+11,19.388,0,0,384.17,4.253,99.609,0.006,3.386,12.881
2.01E+11,2.01E+11,19.318,0,0,384.17,4.334,99.601,0.006,3.379,11.9319
2.01E+11,2.01E+11,19.247,0,0,384.17,4.416,99.593,0.006,3.371,12.1364
2.01E+11,2.01E+11,19.176,0,0,384.17,4.497,99.586,0.006,3.364,13.009
2.01E+11,2.01E+11,19.105,0,0,381.865,4.578,99.578,0.023,3.357,14.038
2.01E+11,2.01E+11,18.957,0,0,381.865,4.611,99.587,0.023,3.459,15.9008
2.01E+11,2.01E+11,18.809,0,0,381.865,4.643,99.596,0.023,3.561,18.5265
2.01E+11,2.01E+11,18.661,0,0,381.865,4.676,99.605,0.023,3.664,20.0092
2.01E+11,2.01E+11,18.513,0,0,381.865,4.709,99.614,0.023,3.766,20.8909
2.01E+11,2.01E+11,18.365,0.704323,0,381.865,4.741,99.623,0.023,3.868,26.3815
2.01E+11,2.01E+11,18.217,88.9241,35.801,375.155,4.774,99.632,0.025,3.97,39.5713
2.01E+11,2.01E+11,18.598,239.471,94.261,375.155,5.263,99.662,0.025,4.106,53.8719
2.01E+11,2.01E+11,18.98,390.406,152.848,375.155,5.751,99.691,0.025,4.242,81.9339
2.01E+11,2.01E+11,19.361,539.147,210.559,375.155,6.24,99.72,0.025,4.377,118.897
2.01E+11,2.01E+11,19.743,683.148,266.407,375.155,6.729,99.749,0.025,4.513,156.439
2.01E+11,2.01E+11,20.124,819.946,319.438,375.155,7.218,99.778,0.025,4.649,190.014
2.01E+11,2.01E+11,20.506,947.199,495.367,373.64,7.706,99.807,0,4.785,230.963
2.01E+11,2.01E+11,21.086,1062.73,555.467,373.64,8.644,99.816,0,4.873,287.771
2.01E+11,2.01E+11,21.666,1164.57,608.402,373.64,9.582,99.824,0,4.961,328.115
2.01E+11,2.01E+11,22.246,1250.96,653.266,373.64,10.52,99.833,0,5.049,378.437
2.01E+11,2.01E+11,22.827,1320.43,689.293,373.64,11.458,99.841,0,5.137,384.448
2.01E+11,2.01E+11,23.407,1371.8,715.865,373.64,12.396,99.849,0,5.225,387.078
2.01E+11,2.01E+11,23.987,1404.18,827.367,373.916,13.334,99.858,0,5.313,360.737
2.01E+11,2.01E+11,24.475,1417.02,834.672,373.916,14.346,99.833,0,5.22,328.397
2.01E+11,2.01E+11,24.963,1410.1,830.336,373.916,15.359,99.809,0,5.127,280.072
2.01E+11,2.01E+11,25.451,1383.54,814.433,373.916,16.372,99.784,0,5.034,270.286
2.01E+11,2.01E+11,25.939,1337.79,787.236,373.916,17.384,99.76,0,4.941,277.94
2.01E+11,2.01E+11,26.427,1273.64,749.207,373.916,18.397,99.735,0,4.848,289.853
2.01E+11,2.01E+11,26.915,1192.18,725.577,364.357,19.41,99.711,0,4.755,312.334
2.01E+11,2.01E+11,26.877,1094.8,665.991,364.357,19.559,99.698,0,4.78,310.676
2.01E+11,2.01E+11,26.839,983.184,597.739,364.357,19.707,99.686,0,4.805,291.827
2.01E+11,2.01E+11,26.8,859.226,521.986,364.357,19.856,99.674,0,4.83,260.126
2.01E+11,2.01E+11,26.762,725.053,440.028,364.357,20.005,99.661,0,4.855,216.895
2.01E+11,2.01E+11,26.724,582.959,353.265,364.357,20.154,99.649,0,4.88,161.135
2.01E+11,2.01E+11,26.686,435.376,161.893,356.937,20.302,99.637,0,4.904,117.447
2.01E+11,2.01E+11,26.135,284.829,105.384,356.937,19.512,99.672,0,4.659,88.6336
2.01E+11,2.01E+11,25.583,133.894,48.745,356.937,18.721,99.707,0,4.413,58.8649
2.01E+11,2.01E+11,25.032,11.701,0,356.937,17.93,99.742,0,4.167,35.0256
2.01E+11,2.01E+11,24.48,0,0,356.937,17.14,99.778,0,3.921,29.6185
2.01E+11,2.01E+11,23.929,0,0,356.937,16.349,99.813,0,3.675,28.2372
2.01E+11,2.01E+11,23.377,0,0,344.051,15.558,99.848,0,3.43,30.9376
2.01E+11,2.01E+11,22.86,0,0,344.051,14.655,99.877,0,3.319,30.4382
2.01E+11,2.01E+11,22.343,0,0,344.051,13.752,99.907,0,3.209,30.8912
2.01E+11,2.01E+11,21.826,0,0,344.051,12.849,99.936,0,3.099,27.9595
2.01E+11,2.01E+11,21.308,0,0,344.051,11.946,99.965,0,2.989,0.44451
2.01E+11,2.01E+11,20.791,0,0,344.051,11.042,99.994,0,2.879,1.49813
2.01E+11,2.01E+11,20.274,0,0,326.932,10.139,100.024,0,2.768,0.558025
2.01E+11,2.01E+11,19.912,0,0,326.932,9.727,100.015,0,2.664,1.34761
2.01E+11,2.01E+11,19.55,0,0,326.932,9.314,100.007,0,2.56,3.62068
2.01E+11,2.01E+11,19.189,0,0,326.932,8.902,99.999,0,2.456,4.49975
2.01E+11,2.01E+11,18.827,0,0,326.932,8.49,99.991,0,2.352,3.36476
2.01E+11,2.01E+11,18.465,0,0,326.932,8.077,99.983,0,2.247,4.68603
2.01E+11,2.01E+11,18.103,0,0,317.861,7.665,99.975,0,2.143,3.22217
2.01E+11,2.01E+11,17.878,0,0,317.861,7.439,99.994,0,2.116,0.403307
2.01E+11,2.01E+11,17.654,0,0,317.861,7.214,100.013,0,2.088,0.142532
2.01E+11,2.01E+11,17.429,0,0,317.861,6.988,100.032,0,2.06,2.97275
2.01E+11,2.01E+11,17.204,0,0,317.861,6.762,100.051,0,2.033,3.17349
2.01E+11,2.01E+11,16.979,0.584163,0,317.861,6.537,100.071,0,2.005,10.0734
2.01E+11,2.01E+11,16.755,87.7792,53.58,323.486,6.311,100.09,0,1.978,21.7199
2.01E+11,2.01E+11,17.512,238.43,144.424,323.486,7.006,100.115,0,2.108,26.9799
2.01E+11,2.01E+11,18.269,389.47,235.488,323.486,7.7,100.14,0,2.239,67.0007
2.01E+11,2.01E+11,19.026,538.314,325.213,323.486,8.395,100.165,0,2.37,129.345
2.01E+11,2.01E+11,19.783,682.414,412.066,323.486,9.089,100.19,0,2.501,177.505
2.01E+11,2.01E+11,20.54,819.307,494.56,323.486,9.784,100.215,0,2.631,236.791
2.01E+11,2.01E+11,21.297,946.648,658.994,336.13,10.478,100.24,0,2.762,260.297
2.01E+11,2.01E+11,22.119,1062.26,739.33,336.13,11.847,100.217,0,2.895,295.37
2.01E+11,2.01E+11,22.942,1164.17,810.122,336.13,13.216,100.193,0,3.027,349.896
2.01E+11,2.01E+11,23.764,1250.62,870.161,336.13,14.584,100.17,0,3.159,418.126
2.01E+11,2.01E+11,24.586,1320.14,918.418,336.13,15.953,100.147,0,3.291,448.671
2.01E+11,2.01E+11,25.409,1371.54,954.067,336.13,17.322,100.124,0,3.424,480.121
2.01E+11,2.01E+11,26.231,1403.95,987.324,346.943,18.691,100.101,0,3.556,512.094
2.01E+11,2.01E+11,26.631,1416.8,996.252,346.943,19.497,100.059,0,3.546,405.509
2.01E+11,2.01E+11,27.03,1409.87,991.273,346.943,20.303,100.017,0,3.536,313.282
2.01E+11,2.01E+11,27.43,1383.29,972.473,346.943,21.109,99.975,0,3.526,313.282
2.01E+11,2.01E+11,27.83,1337.51,940.171,346.943,21.915,99.933,0,3.516,347.571
2.01E+11,2.01E+11,28.23,1273.31,894.921,346.943,22.721,99.892,0,3.506,341.392
2.01E+11,2.01E+11,28.63,1191.8,778.392,347.697,23.527,99.85,0,3.496,402.75
2.01E+11,2.01E+11,28.526,1094.36,714.612,347.697,23.398,99.826,0,3.506,398.575
2.01E+11,2.01E+11,28.423,982.658,641.518,347.697,23.27,99.802,0,3.516,353.076
2.01E+11,2.01E+11,28.32,858.615,560.359,347.697,23.141,99.778,0,3.526,287.574
2.01E+11,2.01E+11,28.217,724.348,472.521,347.697,23.013,99.754,0,3.537,223.666
2.01E+11,2.01E+11,28.114,582.156,379.507,347.697,22.884,99.73,0,3.547,136.889
2.01E+11,2.01E+11,28.011,434.471,186.654,343.926,22.756,99.706,0,3.557,86.0508
2.01E+11,2.01E+11,27.352,283.819,121.643,343.926,21.722,99.733,0,3.304,54.3899
2.01E+11,2.01E+11,26.693,132.78,56.467,343.926,20.688,99.761,0,3.05,33.9223
2.01E+11,2.01E+11,26.035,11.2265,0,343.926,19.655,99.788,0,2.797,16.4245
2.01E+11,2.01E+11,25.376,0,0,343.926,18.621,99.816,0,2.544,14.1397
2.01E+11,2.01E+11,24.717,0,0,343.926,17.587,99.843,0,2.29,11.0392
2.01E+11,2.01E+11,24.058,0,0,340.082,16.553,99.871,0,2.037,11.67
2.01E+11,2.01E+11,23.665,0,0,340.082,15.947,99.888,0,2.025,11.7845
2.01E+11,2.01E+11,23.271,0,0,340.082,15.341,99.906,0,2.013,12.2872
2.01E+11,2.01E+11,22.877,0,0,340.082,14.735,99.923,0,2,11.4046
2.01E+11,2.01E+11,22.484,0,0,340.082,14.13,99.94,0,1.988,12.7825
2.01E+11,2.01E+11,22.09,0,0,340.082,13.524,99.958,0,1.976,12.0787
2.01E+11,2.01E+11,21.696,0,0,333.57,12.918,99.975,0,1.964,9.81854
2.01E+11,2.01E+11,21.403,0,0,333.57,12.447,99.96,0,1.938,10.2297
2.01E+11,2.01E+11,21.11,0,0,333.57,11.976,99.945,0,1.911,13.0426
2.01E+11,2.01E+11,20.817,0,0,333.57,11.505,99.929,0,1.885,11.8657
2.01E+11,2.01E+11,20.524,0,0,333.57,11.034,99.914,0,1.859,10.7271
2.01E+11,2.01E+11,20.231,0,0,333.57,10.563,99.899,0,1.833,12.5089
2.01E+11,2.01E+11,19.938,0,0,324.833,10.092,99.883,0,1.807,13.9331
2.01E+11,2.01E+11,19.65,0,0,324.833,9.648,99.885,0,1.752,16.5814
2.01E+11,2.01E+11,19.361,0,0,324.833,9.204,99.887,0,1.698,19.8398
2.01E+11,2.01E+11,19.072,0,0,324.833,8.76,99.889,0,1.643,23.7112
2.01E+11,2.01E+11,18.784,0,0,324.833,8.316,99.891,0,1.589,25.3255
2.01E+11,2.01E+11,18.495,0.151415,0,324.833,7.872,99.893,0,1.535,30.2294
2.01E+11,2.01E+11,18.207,81.5533,52.152,327.235,7.429,99.895,0,1.48,41.7618
2.01E+11,2.01E+11,19.055,232.258,144.17,327.235,8.252,99.92,0,1.582,54.7747
2.01E+11,2.01E+11,19.904,383.437,236.434,327.235,9.075,99.944,0,1.683,81.2074
2.01E+11,2.01E+11,20.752,532.504,327.364,327.235,9.899,99.969,0,1.785,125.543
2.01E+11,2.01E+11,21.601,676.909,415.407,327.235,10.722,99.994,0,1.886,164.474
2.01E+11,2.01E+11,22.45,814.181,499.056,327.235,11.545,100.018,0,1.988,198.945
2.01E+11,2.01E+11,23.298,941.971,667.527,336.354,12.369,100.043,0,2.089,241.431
2.01E+11,2.01E+11,24.097,1058.09,749.299,336.354,13.859,100.023,0,2.09,299.388
2.01E+11,2.01E+11,24.896,1160.56,821.392,336.354,15.35,100.003,0,2.091,352.805
2.01E+11,2.01E+11,25.694,1247.62,882.571,336.354,16.84,99.982,0,2.092,411.708
2.01E+11,2.01E+11,26.493,1317.78,931.791,336.354,18.331,99.962,0,2.093,420.248
2.01E+11,2.01E+11,27.292,1369.84,968.209,336.354,19.821,99.942,0,2.094,431.913
2.01E+11,2.01E+11,28.09,1402.91,1010.595,348.692,21.311,99.922,0,2.095,423.903
2.01E+11,2.01E+11,28.534,1416.42,1019.947,348.692,22.352,99.878,0,2.009,381.741
2.01E+11,2.01E+11,28.977,1410.15,1015.049,348.692,23.392,99.833,0,1.924,324.424
2.01E+11,2.01E+11,29.42,1384.2,995.983,348.692,24.432,99.789,0,1.839,303.02
2.01E+11,2.01E+11,29.863,1339.02,963.074,348.692,25.472,99.745,0,1.753,289.057
2.01E+11,2.01E+11,30.307,1275.37,916.885,348.692,26.512,99.7,0,1.668,280.621
2.01E+11,2.01E+11,30.75,1194.35,794.178,350.831,27.552,99.656,0,1.582,303.942
2.01E+11,2.01E+11,30.679,1097.35,729.244,350.831,27.491,99.626,0,1.607,295.229
2.01E+11,2.01E+11,30.609,986.013,654.788,350.831,27.431,99.596,0,1.632,274.677
2.01E+11,2.01E+11,30.538,862.258,572.083,350.831,27.37,99.566,0,1.657,251.687
2.01E+11,2.01E+11,30.467,728.198,482.543,350.831,27.309,99.536,0,1.682,208.089
2.01E+11,2.01E+11,30.396,586.127,387.698,350.831,27.249,99.506,0,1.706,144.888
2.01E+11,2.01E+11,30.326,438.476,181.271,347.289,27.188,99.475,0,1.731,103.895
2.01E+11,2.01E+11,29.375,287.772,118.254,347.289,25.499,99.492,0,1.721,75.9341
2.01E+11,2.01E+11,28.424,136.593,55.061,347.289,23.81,99.509,0,1.711,45.6568
2.01E+11,2.01E+11,27.473,12.6936,0,347.289,22.121,99.525,0,1.7,22.7677
2.01E+11,2.01E+11,26.521,0,0,347.289,20.432,99.542,0,1.69,18.1191
2.01E+11,2.01E+11,25.57,0,0,347.289,18.743,99.558,0,1.68,10.6974
2.01E+11,2.01E+11,24.619,0,0,344.266,17.054,99.575,0,1.669,9.40786
2.01E+11,2.01E+11,24.4,0,0,344.266,16.764,99.585,0,1.707,8.36397
2.01E+11,2.01E+11,24.181,0,0,344.266,16.475,99.595,0,1.746,8.80374
2.01E+11,2.01E+11,23.962,0,0,344.266,16.185,99.604,0,1.784,8.93302
2.01E+11,2.01E+11,23.743,0,0,344.266,15.895,99.614,0,1.822,10.0973
2.01E+11,2.01E+11,23.524,0,0,344.266,15.606,99.624,0,1.86,10.2348
2.01E+11,2.01E+11,23.305,0,0,339.73,15.316,99.634,0,1.898,10.3459
2.01E+11,2.01E+11,22.961,0,0,339.73,14.811,99.621,0,1.843,11.3105
2.01E+11,2.01E+11,22.617,0,0,339.73,14.306,99.607,0,1.789,12.881
2.01E+11,2.01E+11,22.273,0,0,339.73,13.801,99.594,0,1.734,11.9319
2.01E+11,2.01E+11,21.929,0,0,339.73,13.296,99.58,0,1.68,12.1364
2.01E+11,2.01E+11,21.585,0,0,339.73,12.791,99.567,0,1.625,13.009
2.01E+11,2.01E+11,21.241,0,0,335.613,12.285,99.553,0,1.571,14.038
2.01E+11,2.01E+11,20.953,0,0,335.613,11.842,99.567,0,1.543,15.9008
2.01E+11,2.01E+11,20.665,0,0,335.613,11.399,99.58,0,1.515,18.5265
2.01E+11,2.01E+11,20.377,0,0,335.613,10.955,99.593,0,1.486,20.0092
2.01E+11,2.01E+11,20.089,0,0,335.613,10.512,99.606,0,1.458,20.8909
2.01E+11,2.01E+11,19.801,0.104986,0,335.613,10.069,99.62,0,1.43,26.3815
2.01E+11,2.01E+11,19.513,80.22,49.316,348.316,9.625,99.633,0,1.402,39.5713
2.01E+11,2.01E+11,20.688,231.041,140.094,348.316,10.791,99.657,0,1.504,53.8719
2.01E+11,2.01E+11,21.864,382.337,231.135,348.316,11.957,99.682,0,1.606,81.9339
2.01E+11,2.01E+11,23.039,531.52,320.884,348.316,13.123,99.706,0,1.709,118.897
2.01E+11,2.01E+11,24.214,676.036,407.804,348.316,14.289,99.731,0,1.811,156.439
2.01E+11,2.01E+11,25.39,813.414,490.41,348.316,15.455,99.756,0,1.914,190.014
2.01E+11,2.01E+11,26.565,941.303,648.787,373.777,16.621,99.78,0,2.016,230.963
2.01E+11,2.01E+11,27.354,1057.51,728.655,373.777,18.209,99.764,0,2.005,287.771
2.01E+11,2.01E+11,28.143,1160.06,799.102,373.777,19.798,99.749,0,1.995,328.115
2.01E+11,2.01E+11,28.932,1247.18,858.923,373.777,21.386,99.733,0,1.984,378.437
2.01E+11,2.01E+11,29.72,1317.4,907.093,373.777,22.975,99.717,0,1.974,384.448
2.01E+11,2.01E+11,30.509,1369.5,942.789,373.777,24.563,99.701,0,1.963,387.078
2.01E+11,2.01E+11,31.298,1402.6,981.609,381.965,26.151,99.686,0,1.953,360.737
2.01E+11,2.01E+11,31.606,1416.12,990.9,381.965,26.88,99.649,0,1.888,328.397
2.01E+11,2.01E+11,31.913,1409.85,986.331,381.965,27.608,99.611,0,1.822,280.072
2.01E+11,2.01E+11,32.22,1383.88,967.981,381.965,28.336,99.574,0,1.757,270.286
2.01E+11,2.01E+11,32.528,1338.66,936.162,381.965,29.065,99.537,0,1.692,277.94
2.01E+11,2.01E+11,32.835,1274.96,891.418,381.965,29.793,99.5,0,1.627,289.853
2.01E+11,2.01E+11,33.143,1193.88,697.978,392.832,30.522,99.463,0,1.562,312.334
2.01E+11,2.01E+11,33.032,1096.8,641.025,392.832,30.328,99.44,0,1.525,310.676
2.01E+11,2.01E+11,32.921,985.38,575.687,392.832,30.135,99.417,0,1.487,291.827
2.01E+11,2.01E+11,32.81,861.528,503.08,392.832,29.942,99.394,0,1.45,260.126
2.01E+11,2.01E+11,32.698,727.365,424.447,392.832,29.748,99.371,0,1.412,216.895
2.01E+11,2.01E+11,32.587,585.184,341.131,392.832,29.555,99.348,0,1.375,161.135
2.01E+11,2.01E+11,32.476,437.419,159.432,396.173,29.362,99.325,0,1.338,117.447
2.01E+11,2.01E+11,31.682,286.598,104.096,396.173,27.663,99.344,0,1.364,88.6336
2.01E+11,2.01E+11,30.887,135.302,48.591,396.173,25.964,99.363,0,1.391,58.8649
2.01E+11,2.01E+11,30.093,12.1449,0,396.173,24.265,99.382,0,1.418,35.0256
2.01E+11,2.01E+11,29.298,0,0,396.173,22.566,99.401,0,1.445,29.6185
2.01E+11,2.01E+11,28.503,0,0,396.173,20.867,99.42,0,1.472,28.2372
2.01E+11,2.01E+11,27.709,0,0,384.902,19.168,99.439,0,1.499,30.9376
2.01E+11,2.01E+11,27.273,0,0,384.902,18.319,99.453,0,1.519,30.4382
2.01E+11,2.01E+11,26.836,0,0,384.902,17.47,99.467,0,1.539,30.8912
2.01E+11,2.01E+11,26.4,0,0,384.902,16.621,99.481,0,1.558,27.9595
2.01E+11,2.01E+11,25.964,0,0,384.902,15.771,99.495,0,1.578,0.44451
2.01E+11,2.01E+11,25.527,0,0,384.902,14.922,99.509,0,1.598,1.49813
2.01E+11,2.01E+11,25.091,0,0,372.447,14.073,99.523,0,1.618,0.558025
2.01E+11,2.01E+11,24.791,0,0,372.447,13.609,99.521,0,1.588,1.34761
2.01E+11,2.01E+11,24.491,0,0,372.447,13.144,99.518,0,1.558,3.62068
2.01E+11,2.01E+11,24.191,0,0,372.447,12.68,99.516,0,1.528,4.49975
