TIMESTAMP_START,TIMESTAMP_END,TA_F,SW_IN_POT,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,LE_F_MDS,LE_CORR,H_F_MDS,H_CORR
2.01E+11,2.01E+11,30.704,0,0,432.092,27.877,93.722,0,1.569,3,3.84916,-7.5,-9.61702
2.01E+11,2.01E+11,30.373,0,0,410.964,26.628,93.737,0,1.658,3,3.84759,-7.5,-9.61685
2.01E+11,2.01E+11,29.982,0,0,410.964,25.414,93.733,0,1.616,13.5625,17.3949,-21.4375,-27.487
2.01E+11,2.01E+11,29.592,0,0,410.964,24.199,93.73,0,1.573,11.8667,15.2252,-21,-26.9257
2.01E+11,2.01E+11,29.201,0,0,410.964,22.985,93.727,0,1.531,10.3125,13.2301,-21.125,-27.0867
2.01E+11,2.01E+11,28.81,0,0,410.964,21.771,93.724,0,1.488,22,28.2178,-49,-62.8268
2.01E+11,2.01E+11,28.42,0,0,410.964,20.556,93.72,0,1.446,15.75,20.2072,-37,-47.4465
2.01E+11,2.01E+11,28.029,0,0,397.338,19.342,93.717,0,1.403,17,21.8154,-37.6,-48.2151
2.01E+11,2.01E+11,27.801,0,0,397.338,18.671,93.741,0,1.327,18.6667,23.9551,-40,-51.2907
2.01E+11,2.01E+11,27.573,0,0,397.338,18.001,93.765,0,1.25,18.1667,23.3086,-38.3333,-49.1493
2.01E+11,2.01E+11,27.346,0,0,397.338,17.33,93.788,0,1.173,15.1667,19.4643,-35.6667,-45.7289
2.01E+11,2.01E+11,27.118,0,0,397.338,16.66,93.812,0,1.096,16.8,21.5576,-40.4,-51.7911
2.01E+11,2.01E+11,26.89,76.9765,18.459,397.338,15.989,93.836,0,1.019,15.4,19.7612,-34.4,-44.1051
2.01E+11,2.01E+11,26.662,235.31,158.207,409.53,15.319,93.86,0,0.943,16.6,21.3045,-19,-24.3643
2.01E+11,2.01E+11,27.575,393.236,262.837,409.53,17.531,93.874,0,0.93,24.2,31.0697,3.8,4.87363
2.01E+11,2.01E+11,28.487,548.054,365.371,409.53,19.743,93.889,0,0.918,36.4,46.725,34.2,43.8697
2.01E+11,2.01E+11,29.4,697.113,464.056,409.53,21.955,93.903,0,0.905,54,69.3082,75,96.2174
2.01E+11,2.01E+11,30.312,837.863,557.205,409.53,24.166,93.918,0,0.893,74.8,95.9896,114.2,146.507
2.01E+11,2.01E+11,31.224,967.896,643.225,409.53,26.378,93.933,0,0.88,95.4,122.401,145.8,187.038
2.01E+11,2.01E+11,32.137,1084.99,750.962,439.987,28.59,93.947,0,0.868,118,151.378,177.8,228.094
2.01E+11,2.01E+11,32.84,1187.13,821.296,439.987,31.326,93.912,0,0.916,136.6,175.258,193.8,248.645
2.01E+11,2.01E+11,33.544,1272.59,880.084,439.987,34.061,93.878,0,0.963,145.75,187.017,218.4,280.238
2.01E+11,2.01E+11,34.248,1339.89,926.321,439.987,36.797,93.843,0,1.011,180,230.968,228,292.559
2.01E+11,2.01E+11,34.951,1387.88,959.215,439.987,39.532,93.808,0,1.058,206.5,265.02,245.6,315.2
2.01E+11,2.01E+11,35.655,1415.74,978.204,439.987,42.267,93.773,0,1.105,209,268.223,237.4,304.67
2.01E+11,2.01E+11,36.358,1423,940.939,440.073,45.003,93.738,0,1.153,218.25,280.069,240.4,308.493
2.01E+11,2.01E+11,36.706,1409.53,931.794,440.073,46.523,93.7,0,1.244,218.25,279.965,228.25,292.793
2.01E+11,2.01E+11,37.054,1375.56,909.104,440.073,48.044,93.662,0,1.336,184.75,236.944,206.5,264.839
2.01E+11,2.01E+11,37.402,1321.68,873.257,440.073,49.565,93.624,0,1.427,165.667,212.397,185,237.184
2.01E+11,2.01E+11,37.75,1248.8,824.865,440.073,51.085,93.586,0,1.518,160,205.091,180.5,231.368
2.01E+11,2.01E+11,38.098,1158.17,764.756,440.073,52.606,93.548,0,1.61,131.417,168.413,226.25,289.949
2.01E+11,2.01E+11,38.446,1051.34,591.373,430.088,54.127,93.51,0,1.701,125.091,160.315,204.545,262.149
2.01E+11,2.01E+11,38.336,930.148,522.961,430.088,53.955,93.507,0,1.756,110,140.974,173.1,221.846
2.01E+11,2.01E+11,38.226,796.657,447.64,430.088,53.784,93.504,0,1.811,93,119.187,117.636,150.763
2.01E+11,2.01E+11,38.116,653.154,366.697,430.088,53.612,93.501,0,1.865,61,78.1762,-10.5,-13.4568
2.01E+11,2.01E+11,38.007,502.094,281.517,430.088,53.441,93.498,0,1.92,61,78.1778,-8.33333,-10.6798
2.01E+11,2.01E+11,37.897,346.063,193.556,430.088,53.269,93.495,0,1.975,42.6667,54.6817,-8.25,-10.5718
2.01E+11,2.01E+11,37.787,187.729,24.636,425.751,53.098,93.492,0,2.03,33.25,42.6125,-8,-10.2503
2.01E+11,2.01E+11,37.121,37.3111,3.62,425.751,50.927,93.531,0,1.922,10,12.8145,-8.2,-10.5055
2.01E+11,2.01E+11,36.454,0,0,425.751,48.756,93.571,0,1.815,4.25,5.44564,-5.6,-7.17363
2.01E+11,2.01E+11,35.788,0,0,425.751,46.585,93.61,0,1.707,3.8,4.86894,-5.6,-7.17301
2.01E+11,2.01E+11,35.122,0,0,425.751,44.415,93.65,0,1.6,2.6,3.33186,-3.4,-4.35513
2.01E+11,2.01E+11,34.455,0,0,425.751,42.244,93.69,0,1.492,2,2.56298,-2.5,-3.20219
2.01E+11,2.01E+11,33.789,0,0,409.553,40.073,93.729,0,1.385,2,2.56268,-3.25,-4.16204
2.01E+11,2.01E+11,33.245,0,0,409.553,38.583,93.751,0,1.452,2,2.56321,-4,-5.12179
2.01E+11,2.01E+11,32.702,0,0,409.553,37.092,93.772,0,1.518,2.6,3.33142,-6.4,-8.19374
2.01E+11,2.01E+11,32.159,0,0,409.553,35.602,93.794,0,1.585,4.83333,6.18831,-13.5,-17.2808
2.01E+11,2.01E+11,31.615,0,0,409.553,34.112,93.816,0,1.652,5.28571,6.76549,-16.7143,-21.3918
2.01E+11,2.01E+11,31.072,0,0,409.553,32.622,93.838,0,1.719,5.71429,7.31448,-19.7143,-25.2312
2.01E+11,2.01E+11,30.528,0,0,399.079,31.131,93.859,0,1.786,5.57143,7.12876,-19.8571,-25.4129
2.01E+11,2.01E+11,30.165,0,0,399.079,29.991,93.855,0,1.692,5.33333,6.82403,-22.6667,-29.0067
2.01E+11,2.01E+11,29.801,0,0,399.079,28.851,93.851,0,1.599,3.6,4.60824,-21.6,-27.6415
2.01E+11,2.01E+11,29.437,0,0,399.079,27.711,93.847,0,1.506,5.16667,6.61403,-22.1667,-28.3676
2.01E+11,2.01E+11,29.074,0,0,399.079,26.571,93.843,0,1.413,7,8.95932,-23.2857,-29.8
2.01E+11,2.01E+11,28.71,0,0,399.079,25.43,93.838,0,1.319,7.22222,9.24449,-24.1111,-30.8601
2.01E+11,2.01E+11,28.346,0,0,391.009,24.29,93.834,0,1.226,8.5,10.8814,-25.6,-32.7661
2.01E+11,2.01E+11,28.221,0,0,391.009,23.702,93.868,0,1.078,9.90909,12.6854,-28,-35.8365
2.01E+11,2.01E+11,28.096,0,0,391.009,23.113,93.902,0,0.93,9.36364,11.984,-27.1818,-34.7875
2.01E+11,2.01E+11,27.97,0,0,391.009,22.525,93.936,0,0.782,7.81818,10.0085,-25.8182,-33.0414
2.01E+11,2.01E+11,27.845,0,0,391.009,21.936,93.97,0,0.634,7.6,9.72996,-27.2,-34.8065
2.01E+11,2.01E+11,27.719,76.211,17.976,391.009,21.348,94.003,0,0.486,8.1,10.3704,-23.2,-29.6904
2.01E+11,2.01E+11,27.594,234.64,154.641,411.119,20.759,94.037,0,0.338,10.7,13.7013,-15.2,-19.4545
2.01E+11,2.01E+11,28.514,392.663,258.305,411.119,23.19,94.064,0,0.834,21.5,27.5419,3.2,4.09616
2.01E+11,2.01E+11,29.434,547.574,359.919,411.119,25.621,94.092,0,1.329,35.3,45.2156,28.7,36.7416
2.01E+11,2.01E+11,30.354,696.723,457.747,411.119,28.052,94.119,0,1.825,53.6,68.6471,65.5,83.8591
2.01E+11,2.01E+11,31.274,837.559,550.115,411.119,30.483,94.146,0,2.321,79.4,101.678,108.5,138.912
2.01E+11,2.01E+11,32.194,967.671,635.444,411.119,32.914,94.173,0,2.816,102.2,130.857,149.6,191.527
2.01E+11,2.01E+11,33.114,1084.83,813.89,425.991,35.345,94.201,0,3.312,120.5,154.277,184.4,236.089
2.01E+11,2.01E+11,33.849,1187.04,890.467,425.991,37.96,94.169,0,3.309,140.8,180.289,212.8,272.482
2.01E+11,2.01E+11,34.584,1272.55,954.52,425.991,40.575,94.138,0,3.306,156.333,200.207,239,306.073
2.01E+11,2.01E+11,35.319,1339.89,1004.955,425.991,43.189,94.106,0,3.303,177.111,226.835,254,325.311
2.01E+11,2.01E+11,36.054,1387.91,1040.907,425.991,45.804,94.075,0,3.3,200.889,257.354,273.8,350.759
2.01E+11,2.01E+11,36.789,1415.79,1061.762,425.991,48.418,94.043,0,3.297,207.667,266.053,274,351.036
2.01E+11,2.01E+11,37.524,1423.05,1086.037,421.038,51.033,94.012,0,3.294,208.333,266.911,269.7,345.532
2.01E+11,2.01E+11,37.84,1409.57,1075.711,421.038,52.55,93.968,0,3.437,201.222,257.728,257.667,330.023
2.01E+11,2.01E+11,38.156,1375.58,1049.738,421.038,54.067,93.923,0,3.581,181.556,232.503,239.889,307.206
2.01E+11,2.01E+11,38.472,1321.67,1008.562,421.038,55.583,93.879,0,3.724,162.375,207.878,222.625,285.012
2.01E+11,2.01E+11,38.788,1248.74,952.886,421.038,57.1,93.835,0,3.867,156.857,200.78,222,284.164
2.01E+11,2.01E+11,39.104,1158.06,883.663,421.038,58.617,93.791,0,4.01,143.667,183.855,211.167,270.242
2.01E+11,2.01E+11,39.42,1051.17,670.169,409.038,60.133,93.746,0,4.153,138.5,177.255,198,253.409
2.01E+11,2.01E+11,39.025,929.9,592.832,409.038,58.853,93.749,0,4.223,124.4,159.209,174.4,223.205
2.01E+11,2.01E+11,38.63,796.328,507.65,409.038,57.572,93.751,0,4.293,102.167,130.755,109.833,140.569
2.01E+11,2.01E+11,38.235,652.738,416.081,409.038,56.291,93.754,0,4.363,72,92.1469,54,69.1115
2.01E+11,2.01E+11,37.839,501.586,319.69,409.038,55.01,93.756,0,4.433,58.1429,74.4137,22.5,28.796
2.01E+11,2.01E+11,37.444,345.46,220.124,409.038,53.729,93.759,0,4.503,40.75,52.1536,3.66667,4.6921
2.01E+11,2.01E+11,37.049,187.031,27.626,401.189,52.448,93.761,0,4.573,27.6667,35.4083,-6.7,-8.57286
2.01E+11,2.01E+11,36.337,36.7651,4.246,401.189,50.213,93.814,0,4.579,12.1111,15.4981,-12.5,-15.9925
2.01E+11,2.01E+11,35.625,0,0,401.189,47.977,93.868,0,4.585,7.77778,9.95167,-13.6,-17.3977
2.01E+11,2.01E+11,34.913,0,0,401.189,45.741,93.921,0,4.592,6.5,8.31658,-13.5,-17.2683
2.01E+11,2.01E+11,34.201,0,0,401.189,43.506,93.974,0,4.598,6,7.67752,-14.2,-18.164
2.01E+11,2.01E+11,33.489,0,0,401.189,41.27,94.028,0,4.604,6.55556,8.38845,-17.2222,-22.0292
2.01E+11,2.01E+11,32.777,0,0,377.906,39.034,94.081,0,4.611,7.11111,9.09826,-18.5556,-23.73
2.01E+11,2.01E+11,32.144,0,0,377.906,37.536,94.108,0,4.67,7.44444,9.52671,-18.7778,-24.0109
2.01E+11,2.01E+11,31.512,0,0,377.906,36.038,94.134,0,4.729,7.5,9.59552,-19,-24.2905
2.01E+11,2.01E+11,30.879,0,0,377.906,34.54,94.16,0,4.787,3,3.83503,-7.5,-9.58625
2.01E+11,2.01E+11,30.247,0,0,377.906,33.041,94.187,0,4.846,3,3.83311,-7.5,-9.58388
2.01E+11,2.01E+11,29.614,0,0,377.906,31.543,94.213,0,4.905,3,3.83276,-7.5,-9.5833
2.01E+11,2.01E+11,28.982,0,0,370.251,30.045,94.239,0,4.964,3,3.83111,-7.5,-9.58233
2.01E+11,2.01E+11,28.574,0,0,370.251,29.406,94.238,0,4.881,7.18182,9.17071,-26.6364,-34.0284
2.01E+11,2.01E+11,28.166,0,0,370.251,28.767,94.237,0,4.797,5.6,7.15454,-25.9,-33.0872
2.01E+11,2.01E+11,27.758,0,0,370.251,28.128,94.236,0,4.714,5.54545,7.08624,-24.1818,-30.8922
2.01E+11,2.01E+11,27.35,0,0,370.251,27.489,94.236,0,4.63,6.16667,7.8791,-23.4167,-29.914
2.01E+11,2.01E+11,26.942,0,0,370.251,26.85,94.235,0,4.546,5.85714,7.48314,-22.6429,-28.9271
2.01E+11,2.01E+11,26.534,0,0,360.771,26.212,94.234,0,4.463,6.06667,7.7515,-22.8667,-29.2133
2.01E+11,2.01E+11,26.255,0,0,360.771,25.919,94.255,0,4.384,7,8.94411,-24.0625,-30.7388
2.01E+11,2.01E+11,25.975,0,0,360.771,25.627,94.276,0,4.306,6.5625,8.3851,-23.625,-30.1794
2.01E+11,2.01E+11,25.695,0,0,360.771,25.334,94.297,0,4.227,5.5,7.02926,-23.875,-30.4978
2.01E+11,2.01E+11,25.416,0,0,360.771,25.042,94.319,0,4.148,5.93333,7.58412,-26.2667,-33.551
2.01E+11,2.01E+11,25.136,70.3344,17.97,360.771,24.749,94.34,0,4.07,8.06667,10.3113,-23.6667,-30.2332
2.01E+11,2.01E+11,24.857,228.61,159.052,361.465,24.457,94.361,0,3.991,12.3333,15.7671,-16.6,-21.2087
2.01E+11,2.01E+11,25.789,386.793,267.169,361.465,26.354,94.366,0,4.121,23.4667,30.0039,2.86667,3.66305
2.01E+11,2.01E+11,26.722,541.951,373.177,361.465,28.251,94.372,0,4.25,38,48.5829,31.3333,40.0435
2.01E+11,2.01E+11,27.654,691.432,475.263,361.465,30.148,94.377,0,4.38,58.3333,74.5748,71.6,91.5129
2.01E+11,2.01E+11,28.586,832.676,571.681,361.465,32.045,94.382,0,4.509,78.9333,100.902,112.6,143.916
2.01E+11,2.01E+11,29.519,963.268,660.781,361.465,33.942,94.387,0,4.638,101.8,130.119,155.6,198.869
2.01E+11,2.01E+11,30.451,1080.97,837.215,381.495,35.839,94.392,0,4.768,120.333,153.799,191,244.118
2.01E+11,2.01E+11,31.195,1183.78,916.35,381.495,37.252,94.348,0,4.641,138.867,177.504,220.2,281.467
2.01E+11,2.01E+11,31.938,1269.92,982.592,381.495,38.664,94.304,0,4.514,148.571,189.942,242.267,309.727
2.01E+11,2.01E+11,32.682,1337.93,1034.807,381.495,40.076,94.259,0,4.387,167.786,214.521,262.667,335.83
2.01E+11,2.01E+11,33.425,1386.64,1072.101,381.495,41.489,94.215,0,4.26,181.571,232.201,277.867,355.347
2.01E+11,2.01E+11,34.169,1415.22,1093.837,381.495,42.901,94.171,0,4.133,184.286,235.686,278.667,356.392
2.01E+11,2.01E+11,34.913,1423.18,1099.525,393.709,44.314,94.127,0,4.007,183.571,234.776,277,354.266
2.01E+11,2.01E+11,35.282,1410.38,1089.3,393.709,45.71,94.078,0,3.942,179,228.854,271.214,346.751
2.01E+11,2.01E+11,35.652,1377.05,1063.22,393.709,47.107,94.029,0,3.877,165,210.92,257.929,329.712
2.01E+11,2.01E+11,36.021,1323.75,1021.729,393.709,48.504,93.98,0,3.812,150.923,192.864,246.154,314.558
2.01E+11,2.01E+11,36.391,1251.39,965.538,393.709,49.901,93.932,0,3.748,144.167,184.194,241,307.911
2.01E+11,2.01E+11,36.761,1161.22,895.606,393.709,51.297,93.883,0,3.683,132.364,169.071,225.818,288.448
2.01E+11,2.01E+11,37.13,1054.77,678.041,387.915,52.694,93.834,0,3.618,125.091,159.789,204.545,261.286
2.01E+11,2.01E+11,36.794,933.87,599.98,387.915,51.734,93.829,0,3.652,110,140.509,173.1,221.114
2.01E+11,2.01E+11,36.458,800.586,513.967,387.915,50.775,93.824,0,3.685,93,118.794,117.636,150.265
2.01E+11,2.01E+11,36.122,657.197,421.473,387.915,49.815,93.82,0,3.718,70.25,89.7344,66.25,84.6257
2.01E+11,2.01E+11,35.786,506.159,324.08,387.915,48.855,93.815,0,3.751,55.8333,71.3206,27.7692,35.4713
2.01E+11,2.01E+11,35.449,350.055,223.452,387.915,47.895,93.81,0,3.784,39.6923,50.7023,4.64286,5.92994
2.01E+11,2.01E+11,35.113,191.555,31.293,391.515,46.935,93.805,0,3.817,26.7143,34.1237,-10.1333,-12.9413
2.01E+11,2.01E+11,34.519,39.8425,5.004,391.515,45.231,93.846,0,3.707,13.8571,17.6977,-16.8667,-21.5386
2.01E+11,2.01E+11,33.925,0,0,391.515,43.527,93.887,0,3.597,9.78571,12.4958,-17.6667,-22.5577
2.01E+11,2.01E+11,33.331,0,0,391.515,41.823,93.928,0,3.487,8.53333,10.8964,-15.8667,-20.2577
2.01E+11,2.01E+11,32.737,0,0,391.515,40.12,93.969,0,3.377,8.93333,11.4073,-15.9333,-20.3432
2.01E+11,2.01E+11,32.143,0,0,391.515,38.416,94.01,0,3.266,12.2143,15.5972,-17.7857,-22.7076
2.01E+11,2.01E+11,31.549,0,0,393.47,36.712,94.051,0,3.156,14.3571,18.3317,-17.5714,-22.4298
2.01E+11,2.01E+11,31.182,0,0,393.47,35.66,94.054,0,3.249,15,19.157,-16.7857,-21.424
2.01E+11,2.01E+11,30.815,0,0,393.47,34.609,94.058,0,3.342,15.4667,19.7494,-16.8,-21.4389
2.01E+11,2.01E+11,30.447,0,0,393.47,33.558,94.062,0,3.435,3,3.8289,-7.5,-9.56926
2.01E+11,2.01E+11,30.08,0,0,393.47,32.506,94.066,0,3.528,3,3.82793,-7.5,-9.56694
2.01E+11,2.01E+11,29.713,0,0,393.47,31.455,94.07,0,3.621,3,3.82879,-7.5,-9.56669
2.01E+11,2.01E+11,29.346,0,0,391.253,30.404,94.074,0,3.714,3,3.82745,-7.5,-9.56573
2.01E+11,2.01E+11,29.07,0,0,391.253,29.938,94.066,0,3.682,13.5625,17.302,-21.4375,-27.3377
2.01E+11,2.01E+11,28.795,0,0,391.253,29.473,94.059,0,3.65,11.8667,15.1414,-21,-26.7785
2.01E+11,2.01E+11,28.519,0,0,391.253,29.008,94.052,0,3.619,10.3125,13.1578,-21.125,-26.937
2.01E+11,2.01E+11,28.243,0,0,391.253,28.542,94.045,0,3.587,22,28.0589,-49,-62.4775
2.01E+11,2.01E+11,27.967,0,0,391.253,28.077,94.038,0,3.555,15.75,20.0827,-37,-47.1777
2.01E+11,2.01E+11,27.691,0,0,384.097,27.611,94.031,0,3.524,17,21.6768,-37.6,-47.9451
2.01E+11,2.01E+11,27.501,0,0,384.097,27.564,94.042,0,3.499,18.6667,23.8022,-40,-51.0016
2.01E+11,2.01E+11,27.311,0,0,384.097,27.516,94.054,0,3.475,18.1667,23.1646,-38.3333,-48.8774
2.01E+11,2.01E+11,27.12,0,0,384.097,27.469,94.066,0,3.451,15.1667,19.3441,-35.6667,-45.4759
2.01E+11,2.01E+11,26.93,0,0,384.097,27.421,94.077,0,3.427,16.8,21.432,-40.4,-51.5097
2.01E+11,2.01E+11,26.74,69.4807,15.144,384.097,27.374,94.089,0,3.403,15.4,19.6466,-34.4,-43.8645
2.01E+11,2.01E+11,26.549,227.802,132.124,392.351,27.326,94.1,0,3.379,16.6,21.1792,-19,-24.2308
2.01E+11,2.01E+11,27.273,386.093,223.237,392.351,28.808,94.112,0,3.514,24.2,30.8782,3.8,4.84683
2.01E+11,2.01E+11,27.997,541.36,312.595,392.351,30.29,94.123,0,3.648,36.4,46.4441,34.2,43.6275
2.01E+11,2.01E+11,28.72,690.944,398.67,392.351,31.771,94.135,0,3.783,54,68.9019,75,95.6839
2.01E+11,2.01E+11,29.444,832.286,479.99,392.351,33.253,94.146,0,3.917,74.8,95.4374,114.2,145.695
2.01E+11,2.01E+11,30.168,962.968,555.164,392.351,34.734,94.158,0,4.052,95.4,121.716,145.8,186.011
2.01E+11,2.01E+11,30.891,1080.75,745.59,399.183,36.216,94.169,0,4.187,118,150.551,177.8,226.848
2.01E+11,2.01E+11,31.352,1183.63,816.392,399.183,37.316,94.138,0,4.063,136.6,174.307,193.8,247.296
2.01E+11,2.01E+11,31.812,1269.83,875.701,399.183,38.416,94.106,0,3.939,145.75,186.031,218.4,278.76
2.01E+11,2.01E+11,32.273,1337.89,922.502,399.183,39.516,94.074,0,3.815,180,229.783,228,291.058
2.01E+11,2.01E+11,32.734,1386.63,955.994,399.183,40.616,94.042,0,3.691,206.5,263.689,245.6,313.617
2.01E+11,2.01E+11,33.194,1415.23,975.603,399.183,41.716,94.01,0,3.567,209,266.92,237.4,303.191
2.01E+11,2.01E+11,33.655,1423.2,947.419,407.176,42.816,93.979,0,3.443,218.25,278.761,240.4,307.052
2.01E+11,2.01E+11,33.858,1410.39,938.803,407.176,43.367,93.934,0,3.416,218.25,278.681,228.25,291.45
2.01E+11,2.01E+11,34.061,1377.03,916.513,407.176,43.918,93.889,0,3.388,184.75,235.877,206.5,263.646
2.01E+11,2.01E+11,34.264,1323.7,880.928,407.176,44.469,93.844,0,3.361,165.667,211.463,185,236.141
2.01E+11,2.01E+11,34.467,1251.29,832.657,407.176,45.02,93.799,0,3.334,160,204.202,180.5,230.364
2.01E+11,2.01E+11,34.67,1161.05,772.525,407.176,45.571,93.754,0,3.306,131.417,167.69,226.25,288.703
2.01E+11,2.01E+11,34.873,1054.53,438.396,400.018,46.122,93.709,0,3.279,125.091,159.632,204.545,261.03
2.01E+11,2.01E+11,34.262,933.55,388.038,400.018,44.156,93.716,0,3.35,110,140.378,173.1,220.907
2.01E+11,2.01E+11,33.651,800.173,332.529,400.018,42.19,93.722,0,3.421,93,118.683,117.636,150.125
2.01E+11,2.01E+11,33.041,656.686,272.817,400.018,40.224,93.728,0,3.492,61,77.846,-10.5,-13.3998
2.01E+11,2.01E+11,32.43,505.543,209.925,400.018,38.257,93.734,0,3.563,61,77.8476,-8.33333,-10.6347
2.01E+11,2.01E+11,31.819,349.33,144.926,400.018,36.291,93.741,0,3.634,42.6667,54.4508,-8.25,-10.5272
2.01E+11,2.01E+11,31.208,190.721,23.422,398.114,34.325,93.747,0,3.706,33.25,42.4325,-8,-10.2073
2.01E+11,2.01E+11,30.526,39.1932,3.879,398.114,32.189,93.786,0,3.714,10,12.7594,-8.2,-10.4615
2.01E+11,2.01E+11,29.843,0,0,398.114,30.054,93.825,0,3.723,4.25,5.42176,-5.6,-7.1437
2.01E+11,2.01E+11,29.161,0,0,398.114,27.919,93.863,0,3.732,3.8,4.84759,-5.6,-7.14308
2.01E+11,2.01E+11,28.478,0,0,398.114,25.783,93.902,0,3.74,2.6,3.31668,-3.4,-4.33696
2.01E+11,2.01E+11,27.796,0,0,398.114,23.648,93.941,0,3.749,2,2.55137,-2.5,-3.18895
2.01E+11,2.01E+11,27.113,0,0,402.583,21.512,93.98,0,3.758,2,2.55121,-3.25,-4.14501
2.01E+11,2.01E+11,27.136,0,0,402.583,21.731,93.97,0,3.573,2,2.55223,-4,-5.10106
2.01E+11,2.01E+11,27.16,0,0,402.583,21.949,93.961,0,3.389,2.6,3.31795,-6.4,-8.16194
2.01E+11,2.01E+11,27.183,0,0,402.583,22.167,93.952,0,3.204,4.83333,6.1677,-13.5,-17.2167
2.01E+11,2.01E+11,27.206,0,0,402.583,22.386,93.942,0,3.02,5.28571,6.74454,-16.7143,-21.3107
2.01E+11,2.01E+11,27.23,0,0,402.583,22.604,93.933,0,2.836,5.71429,7.29425,-19.7143,-25.1388
2.01E+11,2.01E+11,27.253,0,0,394.831,22.822,93.924,0,2.651,5.57143,7.10966,-19.8571,-25.3223
2.01E+11,2.01E+11,26.993,0,0,394.831,22.149,93.911,0,2.627,5.33333,6.80536,-22.6667,-28.9004
2.01E+11,2.01E+11,26.734,0,0,394.831,21.476,93.899,0,2.602,3.6,4.5934,-21.6,-27.539
2.01E+11,2.01E+11,26.474,0,0,394.831,20.803,93.887,0,2.578,5.16667,6.59211,-22.1667,-28.2649
2.01E+11,2.01E+11,26.214,0,0,394.831,20.129,93.874,0,2.553,7,8.92773,-23.2857,-29.6901
2.01E+11,2.01E+11,25.954,0,0,394.831,19.456,93.862,0,2.529,7.22222,9.21106,-24.1111,-30.7431
2.01E+11,2.01E+11,25.695,0,0,395.219,18.783,93.85,0,2.505,8.5,10.8408,-25.6,-32.643
2.01E+11,2.01E+11,25.46,0,0,395.219,18.09,93.874,0,2.517,9.90909,12.6381,-28,-35.7007
2.01E+11,2.01E+11,25.226,0,0,395.219,17.398,93.898,0,2.529,9.36364,11.9424,-27.1818,-34.6581
2.01E+11,2.01E+11,24.992,0,0,395.219,16.705,93.922,0,2.541,7.81818,9.97377,-25.8182,-32.9184
2.01E+11,2.01E+11,24.757,0,0,395.219,16.013,93.946,0,2.553,7.6,9.69529,-27.2,-34.6794
2.01E+11,2.01E+11,24.523,63.7333,4.706,395.219,15.32,93.97,0,2.565,8.1,10.3335,-23.2,-29.5827
2.01E+11,2.01E+11,24.289,221.625,56.872,403.904,14.627,93.994,0,2.577,10.7,13.6515,-15.2,-19.3844
2.01E+11,2.01E+11,24.559,380.087,96.674,403.904,15.082,94.018,0,2.633,21.5,27.4328,3.2,4.08149
2.01E+11,2.01E+11,24.829,535.611,135.72,403.904,15.536,94.043,0,2.689,35.3,45.04,28.7,36.6109
2.01E+11,2.01E+11,25.099,685.536,173.342,403.904,15.991,94.067,0,2.746,53.6,68.3907,65.5,83.5629
2.01E+11,2.01E+11,25.369,827.297,208.896,403.904,16.445,94.092,0,2.802,79.4,101.305,108.5,138.421
2.01E+11,2.01E+11,25.639,958.468,241.774,403.904,16.9,94.117,0,2.858,102.2,130.391,149.6,190.857
2.01E+11,2.01E+11,25.909,1076.8,277.433,407.787,17.354,94.141,1.533,2.915,120.5,153.745,184.4,235.274
2.01E+11,2.01E+11,25.55,1180.28,303.902,407.787,16.074,94.135,0,2.963,140.8,179.683,212.8,271.566
2.01E+11,2.01E+11,25.19,1267.13,326.09,407.787,14.794,94.129,0,3.012,156.333,199.566,239,305.094
2.01E+11,2.01E+11,24.831,1335.86,343.617,407.787,13.514,94.124,0,3.061,177.111,226.143,254,324.318
2.01E+11,2.01E+11,24.472,1385.3,356.183,407.787,12.233,94.118,0,3.109,200.889,256.602,273.8,349.733
2.01E+11,2.01E+11,24.113,1414.6,363.573,407.787,10.953,94.112,1.533,3.158,207.667,265.314,274,350.061
2.01E+11,2.01E+11,23.753,1423.27,330.168,384.11,9.673,94.106,2.871,3.206,208.333,266.203,269.7,344.616
2.01E+11,2.01E+11,23.622,1411.14,327.232,384.11,9.376,94.086,0,3.247,201.222,257.084,257.667,329.198
2.01E+11,2.01E+11,23.49,1378.44,319.527,384.11,9.08,94.065,0,3.288,181.556,231.958,239.889,306.485
2.01E+11,2.01E+11,23.358,1325.72,307.182,384.11,8.784,94.045,0,3.328,162.375,207.426,222.625,284.393
2.01E+11,2.01E+11,23.227,1253.88,290.41,384.11,8.487,94.025,0,3.369,156.857,200.372,222,283.585
2.01E+11,2.01E+11,23.095,1164.15,269.496,384.11,8.191,94.004,2.871,3.41,143.667,183.503,211.167,269.723
2.01E+11,2.01E+11,22.964,1058.06,68.359,398.311,7.894,93.984,2.697,3.45,138.5,176.919,198,252.928
2.01E+11,2.01E+11,22.739,937.439,60.524,398.311,7.292,93.984,0,3.362,124.4,158.913,174.4,222.787
2.01E+11,2.01E+11,22.514,804.342,51.884,398.311,6.69,93.983,0,3.274,102.167,130.511,109.833,140.305
2.01E+11,2.01E+11,22.29,661.048,42.586,398.311,6.088,93.982,0,3.187,72,91.9752,54,68.9814
2.01E+11,2.01E+11,22.065,510.008,32.79,398.311,5.486,93.982,0,3.099,58.1429,74.2751,22.5,28.742
