TIMESTAMP_START,TIMESTAMP_END,TA_F,SW_IN_POT,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,LE_F_MDS,LE_CORR,H_F_MDS,H_CORR
2.01E+11,2.01E+11,20.59,0,0,353,8.247,94.85,0,2.3,26,35.1944,-33,-44.6325
2.01E+11,2.01E+11,21.49,0,0,350,10.511,94.84,0,2.53,15,20.2875,-39,-52.7475
2.01E+11,2.01E+11,21.19,0,0,348,8.809,94.84,0,2.89,-6,-8.11268,-41,-55.4366
2.01E+11,2.01E+11,20.77,0,0,346,7.113,94.83,0,2.88,7,9.46479,-37,-50.0282
2.01E+11,2.01E+11,20.5,0,0,346,6.272,94.81,0,2.82,8,10.82,-36,-48.6761
2.01E+11,2.01E+11,20.02,0,0,344,5.62,94.8,0,2.42,7,9.4675,-30,-40.575
2.01E+11,2.01E+11,19.6,0,0,343,5.248,94.79,0,2.47,10,13.5363,-36,-48.69
2.01E+11,2.01E+11,19.19,0,0,341,5.116,94.78,0,2.35,5,6.76815,-28,-37.9016
2.01E+11,2.01E+11,18.95,0,0,340,5.04,94.77,0,2.52,23,31.191,-36,-48.7307
2.01E+11,2.01E+11,18.74,0,0,338,5.623,94.76,0,2.38,21,28.4788,-32,-43.3162
2.01E+11,2.01E+11,18.18,0,0,335,5.429,94.76,0,2.54,16,21.6981,-32,-43.3162
2.01E+11,2.01E+11,17.72,0,0,333,5.274,94.77,0,2.36,19,25.7665,-35,-47.377
2.01E+11,2.01E+11,17.41,0,0,331,5.57,94.79,0,2.92,22,29.8349,-37,-50.0843
2.01E+11,2.01E+11,16.86,0,0,329,5.379,94.83,0,2.8,18,24.4104,-29,-39.2553
2.01E+11,2.01E+11,16.26,0,0,328,5.178,94.86,0,2.91,26,35.2594,-26,-35.1944
2.01E+11,2.01E+11,15.84,0,0,326,5.401,94.88,0,2.91,26,35.2594,-30,-40.6089
2.01E+11,2.01E+11,15.53,41.6495,19,324,5.118,94.9,0,2.53,20,27.1226,-22,-29.7799
2.01E+11,2.01E+11,16.03,197.798,124,341,5.649,94.92,0,3.1,34,46.1085,11,14.9175
2.01E+11,2.01E+11,16.91,356.754,240,355,6.553,94.94,0,3.7,71,96.2854,68,92.217
2.01E+11,2.01E+11,17.24,509.032,243,343,6.888,94.95,0,3.8,67,90.8608,73,98.9976
2.01E+11,2.01E+11,17.62,652.027,318,344,7.458,94.97,0,3.42,87,117.983,106,143.75
2.01E+11,2.01E+11,18.25,783.293,541,335,8.179,94.97,0,4.16,95,128.833,158,214.269
2.01E+11,2.01E+11,19.3,900.583,680,332,9.406,94.97,0,3.52,130,176.297,227,307.842
2.01E+11,2.01E+11,19.94,1001.89,771,335,10.02,94.95,0,3.59,152,205.752,281,380.37
2.01E+11,2.01E+11,20.95,1085.48,843,339,11.16,94.95,0,3.5,166,224.703,296,400.674
2.01E+11,2.01E+11,21.65,1149.93,902,342,12.426,94.93,0,3.45,173,233.983,303,409.808
2.01E+11,2.01E+11,22.19,1194.13,943,344,13.377,94.89,0,3.84,147,198.818,281,380.053
2.01E+11,2.01E+11,22.81,1217.32,966,346,14.446,94.86,0,3.73,169,228.507,331,447.549
2.01E+11,2.01E+11,23.49,1219.11,969,350,15.341,94.83,0,3.08,180,243.38,351,474.592
2.01E+11,2.01E+11,23.93,1199.46,955,351,16.05,94.79,0,2.99,126,170.186,261,352.529
2.01E+11,2.01E+11,24.66,1158.73,933,356,17.388,94.76,0,2.62,142,191.797,282,380.893
2.01E+11,2.01E+11,25.13,1097.59,843,360,18.521,94.73,0,2.87,141,190.238,273,368.333
2.01E+11,2.01E+11,25.48,1017.1,792,358,19.236,94.69,0,3.05,135,182.143,268,361.587
2.01E+11,2.01E+11,25.48,918.628,707,357,19.236,94.66,0,3.15,118,159.206,229,308.968
2.01E+11,2.01E+11,25.59,803.869,556,360,19.69,94.67,0,2.94,113,152.46,206,277.937
2.01E+11,2.01E+11,25.9,674.783,501,357,20.389,94.66,0,2.72,126,170,202,272.54
2.01E+11,2.01E+11,25.99,533.578,365,358,20.498,94.68,0,2.64,91,122.778,136,183.492
2.01E+11,2.01E+11,25.53,382.669,178,364,19.62,94.7,0,2.68,58,78.254,35,47.2222
2.01E+11,2.01E+11,25.15,224.64,125,359,19.182,94.72,0,3.1,51,68.8095,15,20.2381
2.01E+11,2.01E+11,24.24,63.3751,16,363,17.26,94.77,0,2.06,34,45.873,-23,-31.007
2.01E+11,2.01E+11,23.45,0,0,366,15.593,94.8,0,1.69,20,26.9841,-18,-24.2664
2.01E+11,2.01E+11,22.65,0,0,346,14.307,94.82,0,2.26,16,21.5873,-31,-41.7921
2.01E+11,2.01E+11,21.98,0,0,345,13.736,94.87,0,2.17,22,29.6825,-27,-36.3995
2.01E+11,2.01E+11,21.32,0,0,345,13.193,94.91,0,2.07,34,45.873,-32,-43.1402
2.01E+11,2.01E+11,20.61,0,0,372,11.901,94.96,0,1.69,10,13.4921,-15,-20.222
2.01E+11,2.01E+11,20.06,0,0,379,10.095,95.01,0,1.81,16,21.5873,-13,-17.5257
2.01E+11,2.01E+11,19.64,0,0,376,9.835,95.02,0,2.27,20,26.9841,-15,-20.222
2.01E+11,2.01E+11,19.25,0,0,374,10.046,95.05,0,2.66,30,40.4762,-12,-16.1905
2.01E+11,2.01E+11,19.12,0,0,363,11.073,95.03,0,3.63,54,72.937,-10,-13.4921
2.01E+11,2.01E+11,18.74,0,0,359,11.246,95.02,0,3.81,35,47.274,-19,-25.663
2.01E+11,2.01E+11,18.42,0,0,376,11.023,95.06,0,3.07,22.5806,30.5316,-18.3548,-24.7916
2.01E+11,2.01E+11,18.13,0,0,379,10.824,95.08,0,2.85,22.6129,30.5752,-19.9032,-26.9114
2.01E+11,2.01E+11,17.5,0,0,380,9.803,95.03,0,3.88,19.9091,26.927,-22.7727,-30.7913
2.01E+11,2.01E+11,15.89,0,0,373,6.863,94.99,0,3.28,11.1667,15.0986,-18.5667,-25.1042
2.01E+11,2.01E+11,15.9,0,0,374,7.048,94.97,0,2.87,11.8727,16.0579,-19.4909,-26.3539
2.01E+11,2.01E+11,16.12,0,0,369,7.698,94.99,0,2.41,13.9762,18.9028,-22.4524,-30.3668
2.01E+11,2.01E+11,16.1,0,0,348,7.871,94.97,0,3.03,14.225,19.2554,-23.025,-31.1413
2.01E+11,2.01E+11,15.54,0,0,325,7.064,94.94,0,2.58,13.587,18.3917,-20.7826,-28.1085
2.01E+11,2.01E+11,14.93,0,0,325,6.453,94.91,0,2.45,12.0727,16.342,-18.3273,-24.7876
2.01E+11,2.01E+11,14.77,0,0,342,6.387,94.89,0,2.93,11.9107,16.1227,-19,-25.6975
2.01E+11,2.01E+11,14.45,0,0,321,6.092,94.9,0,2.64,11.381,15.4056,-19.873,-26.8783
2.01E+11,2.01E+11,14.36,0,0,351,5.893,94.96,0,2.27,10.7077,14.4943,-19.0923,-25.8223
2.01E+11,2.01E+11,14.6,0,0,357,6.317,94.99,0,2.66,12.5636,17.0065,-20.6727,-27.9599
2.01E+11,2.01E+11,14.45,0,0,338,6.421,94.99,0,2.37,13.8077,18.6905,-22.25,-30.0931
2.01E+11,2.01E+11,13.97,44.2023,9,315,5.426,95,0,1.99,11.0833,15.0027,-20.7333,-28.0418
2.01E+11,2.01E+11,14.25,201.444,77,313,5.688,95.01,0,2.29,36.2,49.0014,2.4,3.24871
2.01E+11,2.01E+11,15.46,360.552,215,329,7.555,95.04,0,3.15,78.8,106.666,55,74.4496
2.01E+11,2.01E+11,16.15,512.977,309,344,8.814,95.08,0,4.27,89,120.473,91.4,123.722
2.01E+11,2.01E+11,16.46,656.109,323,361,9.552,95.13,0,3.67,89.3333,120.924,92.6667,125.436
2.01E+11,2.01E+11,17.25,787.501,400,365,10.634,95.17,0,3.84,102.667,138.973,122,165.143
2.01E+11,2.01E+11,17.35,904.904,317,370,10.899,95.17,0,3.92,72.5,98.1382,77,104.23
2.01E+11,2.01E+11,17.13,1006.31,201,375,10.553,95.22,0,2.83,69,93.3225,70.5,95.3513
2.01E+11,2.01E+11,17.16,1089.98,152,379,10.573,95.25,0,2.69,50.6667,68.5267,25.6667,34.7142
2.01E+11,2.01E+11,16.83,1154.49,142,378,9.396,95.25,0,2.35,43.6667,59.0423,19.3333,26.1408
2.01E+11,2.01E+11,15.8,1198.73,279,381,6.644,95.19,0.2,2.43,73,98.7325,73.8333,99.8596
2.01E+11,2.01E+11,16.61,1221.94,322,377,8.32,95.08,0,3.56,72.5,98.0282,77,104.113
2.01E+11,2.01E+11,18.18,1223.73,950,354,10.858,95.02,0,4.38,153.875,208.056,332.75,449.915
2.01E+11,2.01E+11,18.72,1204.07,773,356,11.88,94.98,0,3.75,157.2,212.328,247.6,334.43
2.01E+11,2.01E+11,19.03,1163.29,600,362,12.772,94.93,0,4,108,145.874,121.5,164.108
2.01E+11,2.01E+11,19.08,1102.1,374,375,13.254,94.91,0,3.54,90.5,122.103,155,209.127
2.01E+11,2.01E+11,18.79,1021.53,278,383,13.016,94.9,0,3.79,66,89.1452,88.5,119.536
2.01E+11,2.01E+11,18.6,922.966,196,382,12.648,94.9,0,3.95,63,85.0932,63.5,85.7685
2.01E+11,2.01E+11,18.53,808.097,168,382,12.379,94.88,0,3.48,59,79.6904,33,44.5726
2.01E+11,2.01E+11,18.26,678.887,134,383,11.752,94.86,0,4.23,59,79.6904,33,44.5726
2.01E+11,2.01E+11,17.85,537.546,58,382,11.453,94.85,0,4.06,39,52.6767,-26.5,-35.754
2.01E+11,2.01E+11,17.58,386.493,34,382,11.059,94.86,0,3.82,39,52.6767,-26.5,-35.754
2.01E+11,2.01E+11,17.34,228.312,0,381,10.496,94.94,0,3.19,23.3793,31.5781,-22.7241,-30.6596
2.01E+11,2.01E+11,17.07,66.5247,0,379,10.708,95.04,0,3.36,23.08,31.1738,-24.64,-33.2444
2.01E+11,2.01E+11,16.71,0,0,376,9.705,95.1,0,3.79,21.2059,28.6425,-27.1176,-36.5873
2.01E+11,2.01E+11,16.1,0,0,367,8.42,95.07,0,4.29,17.4333,23.5469,-29.0333,-39.172
2.01E+11,2.01E+11,15.46,0,0,374,7.555,95.13,0,3.82,17.1944,23.2243,-26.25,-35.4167
2.01E+11,2.01E+11,15.22,0,0,373,7.786,95.21,0,4.08,19.1765,25.9014,-28.5294,-38.4921
2.01E+11,2.01E+11,14.87,0,0,372,6.597,95.25,0,4.12,14.0222,18.9396,-20.8667,-28.1534
2.01E+11,2.01E+11,14.45,0,0,369,5.927,95.35,0,4.09,11.6452,15.7289,-20.5806,-27.7675
2.01E+11,2.01E+11,14.11,0,0,367,5.798,95.36,0,3.94,10.9839,14.8357,-20.6129,-27.8111
2.01E+11,2.01E+11,13.79,0,0,367,5.205,95.35,0,3.65,11.0508,14.9262,-20.5763,-27.7921
2.01E+11,2.01E+11,13.42,0,0,367,4.466,95.34,0,3.28,11.3276,15.3,-21.2759,-28.7055
2.01E+11,2.01E+11,13.25,0,0,365,4.264,95.26,0,3.39,10.9818,14.833,-20.9818,-28.3398
2.01E+11,2.01E+11,13.18,0,0,366,4.093,95.2,0,3.17,11.2545,15.2013,-21.3636,-28.8555
2.01E+11,2.01E+11,13.28,0,0,365,4.272,95.18,0,2.28,10.8421,14.6443,-21.1579,-28.5464
2.01E+11,2.01E+11,13.59,0,0,361,4.671,95.2,0,2.2,10.746,14.4986,-21.3492,-28.8045
2.01E+11,2.01E+11,13.17,0,0,362,3.787,95.17,0,3.01,10.9138,14.725,-21.3103,-28.7291
2.01E+11,2.01E+11,12.75,0,0,356,2.948,95.13,0,2.87,10.9375,14.7569,-22.0625,-29.7669
2.01E+11,2.01E+11,12.52,0,0,353,2.613,95.09,0,2.69,10.9524,14.7932,-23.0952,-31.1602
2.01E+11,2.01E+11,12.36,0,0,347,2.442,95.02,0,3.08,9.11628,12.3132,-23.2558,-31.3769
2.01E+11,2.01E+11,12.23,0,0,350,2.279,95,0,2.96,8.90244,12.0244,-23.439,-31.6241
2.01E+11,2.01E+11,12.18,0,0,353,2.555,95,0,3.14,9.57778,12.9366,-24.8444,-33.5203
2.01E+11,2.01E+11,12.07,0,0,349,2.537,94.97,0,3,9.48936,12.8171,-24.8723,-33.5579
2.01E+11,2.01E+11,12.09,0,0,358,2.399,95,0,2.85,8.95745,12.0987,-24.4468,-32.9838
2.01E+11,2.01E+11,12.17,0,0,360,2.412,95.07,0,2.51,9.02128,12.1849,-24.617,-33.2134
2.01E+11,2.01E+11,12.03,0,0,360,2.109,95.12,0,2.7,8.62,11.6429,-24.52,-33.0825
2.01E+11,2.01E+11,11.98,0,0,356,1.962,95.14,0,2.6,8.04,10.8595,-24.62,-33.2175
2.01E+11,2.01E+11,11.96,46.8108,0,356,1.959,95.13,0,2.71,8.05882,10.8849,-24.6667,-33.2804
2.01E+11,2.01E+11,12.04,205.095,32,359,1.969,95.12,0,2.8,9.25,12.4938,-18.5,-24.9603
2.01E+11,2.01E+11,12.23,364.35,65,362,1.994,95.14,0,2.87,20,27.0137,-14.25,-19.2262
2.01E+11,2.01E+11,12.45,516.914,69,361,2.601,95.2,0,3.04,24.75,33.4295,-11.5,-15.5159
2.01E+11,2.01E+11,12.51,660.179,73,361,2.612,95.24,0,3.01,24.75,33.4295,-11.5,-15.5159
2.01E+11,2.01E+11,12.8,791.691,163,360,2.81,95.25,0,2.58,37.5,50.6507,10,13.5068
2.01E+11,2.01E+11,13.08,909.202,123,362,3.163,95.26,0,2.35,30.8,41.6011,0.2,0.270137
2.01E+11,2.01E+11,13.19,1010.7,97,361,3.337,95.3,0,1.97,36.2,48.8468,-1.4,-1.8891
2.01E+11,2.01E+11,12.68,1094.45,94,371,2.347,95.31,0.8,1.92,28,37.8192,-5,-6.74679
2.01E+11,2.01E+11,12.18,1159.02,131,372,1.278,95.26,0.8,2.15,32.75,44.2349,0.5,0.675342
2.01E+11,2.01E+11,12.18,1203.3,273,374,1.42,95.23,0.6,2.12,52.3333,70.7606,67,90.5915
2.01E+11,2.01E+11,12.12,1226.53,227,372,1.414,95.22,0.2,2.58,32.3333,43.7183,19,25.6901
2.01E+11,2.01E+11,11.9,1228.33,234,370,1.673,95.2,0.2,2.68,47,63.5675,54.3333,73.4858
2.01E+11,2.01E+11,11.79,1208.65,192,370,1.522,95.17,0.6,2.43,33,44.6197,11,14.8732
2.01E+11,2.01E+11,11.73,1167.83,147,369,1.24,95.12,0.4,2.15,32,43.2676,5.33333,7.21127
2.01E+11,2.01E+11,11.58,1106.58,129,368,1.092,95.07,0.6,2.15,32.75,44.2349,0.5,0.675342
2.01E+11,2.01E+11,11.63,1025.93,105,367,1.095,95.06,0.2,2.18,29.6667,40.0703,-6.33333,-8.54594
2.01E+11,2.01E+11,11.52,927.281,72,367,0.951,95.06,0.8,1.88,25.3333,34.2174,-15,-20.2404
2.01E+11,2.01E+11,11.44,812.306,51,367,0.946,95.06,1,1.94,14.4,19.4499,-17.6,-23.7487
2.01E+11,2.01E+11,11.29,682.977,42,367,0.937,95.05,1.2,2.35,11.6667,15.758,-22,-29.6859
2.01E+11,2.01E+11,11.1,541.506,40,366,0.661,95.07,0.8,1.98,11.6667,15.758,-22,-29.6859
2.01E+11,2.01E+11,11.14,390.314,0,366,0.663,95.08,1,2.22,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.13,231.987,0,366,0.53,95.05,0.4,2.9,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.16,69.7314,0,366,0.664,95.13,0.2,1.57,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.19,0,0,366,0.665,95.07,0,2.93,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.28,0,0,366,0.669,95.17,0.4,1.6,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.29,0,0,366,0.803,95.24,0.2,1.8,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.17,0,0,366,0.664,95.2,0.2,2.26,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.16,0,0,366,0.664,95.2,0.2,2.84,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.16,0,0,366,0.664,95.29,0.4,2.19,8.11111,10.9556,-26.1111,-35.2333
2.01E+11,2.01E+11,11.01,0,0,364,0.526,95.3,0.6,2.76,8.06383,10.8917,-25.8085,-34.8249
2.01E+11,2.01E+11,10.86,0,0,362,0.65,95.26,0.8,2.84,8.20833,11.0869,-25.7083,-34.7239
2.01E+11,2.01E+11,10.81,0,0,363,0.648,95.27,0.6,2.66,8.16327,11.026,-25.9184,-34.9732
2.01E+11,2.01E+11,10.8,0,0,363,0.648,95.24,0.4,2.63,8.16327,11.026,-25.9184,-34.9732
2.01E+11,2.01E+11,10.58,0,0,362,0.638,95.26,0.6,2.77,8.13725,10.9909,-25.7451,-34.7735
2.01E+11,2.01E+11,10.56,0,0,362,0.638,95.24,0.2,2.63,8.13725,10.9909,-25.7451,-34.7394
2.01E+11,2.01E+11,10.46,0,0,362,0.633,95.25,0,2.96,8,10.7949,-25.3818,-34.2492
2.01E+11,2.01E+11,10.39,0,0,360,0.63,95.19,0,2.78,8.10909,10.9528,-25.6364,-34.5927
2.01E+11,2.01E+11,10.24,0,0,360,0.624,95.14,0,2.75,8.26786,11.1673,-26.375,-35.5893
2.01E+11,2.01E+11,10.04,0,0,359,0.616,95.1,0,3.31,8.17241,11.0384,-26.431,-35.665
2.01E+11,2.01E+11,10.07,0,0,358,0.74,95.08,0,3.24,8.17241,11.0384,-26.431,-35.7
2.01E+11,2.01E+11,10.07,0,0,358,0.864,95.02,0,3.31,8.17241,11.0384,-26.431,-35.7
2.01E+11,2.01E+11,10.03,0,0,357,0.985,94.99,0,3.1,8.0678,10.8971,-26.3898,-35.6443
2.01E+11,2.01E+11,10.06,0,0,357,0.987,94.99,0,2.93,8.17241,11.0384,-26.431,-35.7
2.01E+11,2.01E+11,10.05,0,0,356,1.109,95,0,2.93,8.55,11.5484,-26.85,-36.2659
2.01E+11,2.01E+11,9.98,0,0,355,1.349,95.04,0,3.35,8.44262,11.4033,-26.8033,-36.2028
2.01E+11,2.01E+11,9.94,0,0,355,1.346,95.04,0,2.92,8.37097,11.3065,-26.8548,-36.2724
2.01E+11,2.01E+11,9.9,0,0,354,1.22,95.06,0,2.59,8.26563,11.1643,-26.75,-36.1308
2.01E+11,2.01E+11,9.87,53.8567,0,355,1.218,95.07,0,2.15,8.26563,11.1643,-26.75,-36.1308
2.01E+11,2.01E+11,9.97,214.142,0,355,1.348,95.1,0,2.63,8.37097,11.3065,-26.8548,-36.2724
2.01E+11,2.01E+11,10.13,373.357,55,355,1.487,95.13,0,2.99,15.5,20.9356,-27,-36.4685
2.01E+11,2.01E+11,10.2,525.787,87,356,1.494,95.14,0.2,3.67,18.25,24.65,-9.25,-12.4938
2.01E+11,2.01E+11,10.09,668.824,120,356,1.236,95.16,0,4.14,25.6,34.5775,2,2.70137
2.01E+11,2.01E+11,10.35,800.02,168,357,1.509,95.16,0,3.55,27.8,37.549,2.6,3.51178
2.01E+11,2.01E+11,10.22,917.131,135,358,1.247,95.16,0,3.56,25.6,34.5775,2,2.70137
2.01E+11,2.01E+11,10.33,1018.15,172,357,1.507,95.15,0,4.24,27.8,37.5887,2.6,3.51549
2.01E+11,2.01E+11,11.05,1101.36,284,358,2.371,95.11,0,4.1,49.75,67.2676,71.75,97.0141
2.01E+11,2.01E+11,11.58,1165.32,250,358,3.139,95.09,0,3.85,51.75,69.9919,64.75,87.5744
2.01E+11,2.01E+11,11.49,1208.95,228,359,2.713,95.06,0,3.53,47,63.5675,54.3333,73.4858
2.01E+11,2.01E+11,11.83,1231.49,272,359,3.191,95.02,0,3.72,62.4,84.4665,69.8,94.4834
2.01E+11,2.01E+11,12.48,1232.57,382,361,3.91,94.97,0,3.61,91.6,123.889,154.8,209.367
2.01E+11,2.01E+11,13.05,1212.16,472,364,4.66,94.93,0,4.13,119.2,161.353,170.4,230.659
2.01E+11,2.01E+11,13.07,1170.61,379,364,4.515,94.89,0,4.16,85.25,115.397,136,184.094
2.01E+11,2.01E+11,13.02,1108.64,266,363,4.351,94.87,0,3.72,61.5,83.4021,63.25,85.7754
2.01E+11,2.01E+11,13.14,1027.3,243,364,4.536,94.83,0,3.66,61.5,83.3333,63.25,85.7046
2.01E+11,2.01E+11,13.15,927.988,201,365,4.388,94.82,0,3.38,68.25,92.4797,46.25,62.6694
2.01E+11,2.01E+11,13.08,812.4,137,364,4.217,94.81,0,3.01,48.2857,65.4278,18.1429,24.5838
2.01E+11,2.01E+11,13,682.515,109,364,4.045,94.78,0,3.03,29.2,39.5664,-2.8,-3.79404
2.01E+11,2.01E+11,12.87,540.556,71,364,3.862,94.78,0,3.18,33,44.7154,-2.85714,-3.87147
2.01E+11,2.01E+11,12.7,388.95,40,364,3.526,94.8,0,3.28,21.8571,29.6167,-10.4286,-14.1309
2.01E+11,2.01E+11,12.58,230.292,0,364,3.352,94.83,0,2.57,11.5323,15.6264,-23.7581,-32.1925
2.01E+11,2.01E+11,12.47,67.9688,0,363,3.039,94.86,0,2.24,11.2167,15.1987,-23.65,-32.0461
2.01E+11,2.01E+11,12.29,0,0,363,2.86,94.9,0,2.09,10.9322,14.8133,-23.5424,-31.9002
2.01E+11,2.01E+11,11.92,0,0,363,2.233,94.96,0,2.24,9.62712,13.0449,-24.4746,-33.1634
2.01E+11,2.01E+11,11.13,0,0,363,1.06,94.99,0,2.05,8.58333,11.6305,-26.6042,-36.049
2.01E+11,2.01E+11,10.9,0,0,365,0.783,95.01,0.2,1.59,8.20833,11.1224,-25.7083,-34.8351
2.01E+11,2.01E+11,10.91,0,0,366,0.653,95.05,0,1.55,8.20833,11.1224,-25.7083,-34.8351
2.01E+11,2.01E+11,10.87,0,0,366,0.521,95.03,0,1.82,8.20833,11.1224,-25.7083,-34.8351
2.01E+11,2.01E+11,10.8,0,0,366,0.648,95.02,0,2.05,8.16327,11.0613,-25.9184,-35.1197
2.01E+11,2.01E+11,10.79,0,0,365,0.647,94.98,0,1.9,8.16327,11.0705,-25.9184,-35.1197
2.01E+11,2.01E+11,10.78,0,0,365,0.647,94.94,0,1.9,8.16327,11.0705,-25.9184,-35.1197
2.01E+11,2.01E+11,10.78,0,0,365,0.647,94.91,0,1.79,8.16327,11.0705,-25.9184,-35.1487
2.01E+11,2.01E+11,10.79,0,0,365,0.647,94.89,0.2,2.1,8.16327,11.0705,-25.9184,-35.1487
2.01E+11,2.01E+11,10.8,0,0,366,0.648,94.88,0,1.98,8.16327,11.0705,-25.9184,-35.1487
2.01E+11,2.01E+11,10.74,0,0,365,0.645,94.85,1.2,1.95,8.06,10.9304,-25.6,-34.717
2.01E+11,2.01E+11,10.72,0,0,365,0.516,94.81,0.2,2.14,8.06,10.9304,-25.6,-34.717
2.01E+11,2.01E+11,10.66,0,0,365,0.642,94.79,0,2.25,8.11765,11.0168,-25.4706,-34.5672
2.01E+11,2.01E+11,10.61,0,0,364,0.64,94.75,0,2.39,8.13725,11.051,-25.7451,-34.9637
2.01E+11,2.01E+11,10.58,0,0,364,0.638,94.68,0,2.73,8.13725,11.1086,-25.7451,-34.9637
2.01E+11,2.01E+11,10.6,0,0,364,0.639,94.63,0,2.66,8.13725,11.1086,-25.7451,-34.9637
2.01E+11,2.01E+11,10.68,0,0,364,0.771,94.62,0,2.5,8.11765,11.0818,-25.4706,-34.5909
2.01E+11,2.01E+11,10.76,0,0,365,0.775,94.64,0,2.34,8.16327,11.1441,-25.9184,-35.199
2.01E+11,2.01E+11,10.78,0,0,365,0.776,94.64,0,2.58,8.14286,11.1162,-25.8571,-35.1159
2.01E+11,2.01E+11,10.77,0,0,365,0.776,94.67,0,1.98,8.16327,11.1441,-25.8367,-35.0881
2.01E+11,2.01E+11,10.84,0,0,365,0.78,94.7,0,1.7,8.26531,11.2834,-25.898,-35.1713
2.01E+11,2.01E+11,10.88,0,0,365,0.782,94.69,0,2.04,8.3125,11.3478,-25.9583,-35.2533
2.01E+11,2.01E+11,10.95,56.7639,0,366,0.785,94.77,0,1.97,8.22917,11.234,-25.8542,-35.1118
2.01E+11,2.01E+11,10.99,217.805,0,366,0.787,94.83,0.2,2.15,8.10638,11.0664,-25.9362,-35.2232
2.01E+11,2.01E+11,10.94,377.154,32,366,0.654,94.87,0.2,1.89,11.3333,15.4717,-21,-28.5195
2.01E+11,2.01E+11,11.13,529.711,73,368,0.662,94.93,0,2.38,14.6667,20.0222,-13.3333,-18.1076
2.01E+11,2.01E+11,11.32,672.868,100,369,0.805,94.93,0.4,3.1,27,36.859,-2.5,-3.39518
2.01E+11,2.01E+11,11.57,804.174,200,372,0.818,94.92,0,2.77,28.5,38.9067,-1,-1.35807
2.01E+11,2.01E+11,12.11,921.383,261,376,1.272,94.92,0,3.43,55.5,75.7657,71.5,97.6081
2.01E+11,2.01E+11,12.04,1022.49,215,367,1.125,94.91,0.2,3.27,43.5,59.0761,34,46.1744
2.01E+11,2.01E+11,12.2,1105.76,113,365,1.422,94.9,0,3.13,28,38,-5.33333,-7.2381
2.01E+11,2.01E+11,12.43,1169.78,116,365,1.732,94.91,0,2.76,26.75,36.3036,-4.25,-5.76356
2.01E+11,2.01E+11,12.37,1213.44,140,370,1.438,94.88,0,2.44,31.5,42.7182,1.25,1.69517
2.01E+11,2.01E+11,12.83,1236.01,297,370,1.926,94.79,0.2,3.14,47.5,64.3631,52.5,71.1382
2.01E+11,2.01E+11,13.11,1237.09,184,371,2.565,94.77,0,3.29,35,47.4255,3,4.06504
2.01E+11,2.01E+11,13.25,1216.66,287,370,2.893,94.73,0,3.63,47,63.6856,54.3333,73.6224
2.01E+11,2.01E+11,13.04,1175.08,134,371,2.403,94.71,0,3.11,29.8,40.3794,0.8,1.08401
2.01E+11,2.01E+11,13.32,1113.05,138,370,2.601,94.7,0,2.45,32,43.3604,2.2,2.98103
2.01E+11,2.01E+11,13.38,1031.65,198,373,2.457,94.65,0.2,2.78,44,59.5597,39.5,53.4684
2.01E+11,2.01E+11,13.54,932.249,118,373,2.949,94.66,0,2.66,31,41.9275,3,4.0575
2.01E+11,2.01E+11,13.92,816.565,213,369,3.341,94.66,0,2.52,63.4286,85.7871,40,54.1
2.01E+11,2.01E+11,13.89,686.571,87,368,3.652,94.68,0,2.89,28.1111,38.0203,-0.111111,-0.150278
2.01E+11,2.01E+11,13.98,544.492,77,366,3.993,94.69,0,2.77,29,39.2225,0.375,0.507188
2.01E+11,2.01E+11,13.31,392.759,31,368,2.905,94.77,0.4,3.25,13.5714,18.3554,-11.5714,-15.6504
2.01E+11,2.01E+11,11.95,233.969,25,368,1.119,94.8,0.4,3.78,9,12.1725,-17.75,-24.0069
2.01E+11,2.01E+11,11.62,71.2361,0,365,0.958,94.83,0,3.43,7.72,10.4413,-24.62,-33.2985
2.01E+11,2.01E+11,11.47,0,0,366,1.084,94.89,0,3.84,8.32075,11.2538,-25.2642,-34.1698
2.01E+11,2.01E+11,10.89,0,0,361,1.564,94.96,0,4.1,8.76,11.8479,-26.58,-35.9494
2.01E+11,2.01E+11,10.79,0,0,358,1.554,94.99,0,4.19,8.70588,11.7747,-26.7647,-36.1993
2.01E+11,2.01E+11,10.56,0,0,344,1.913,95.04,0,5.03,8.69091,11.7545,-26.3455,-35.6322
2.01E+11,2.01E+11,9.97,0,0,332,1.716,95.11,0,3.64,8.13846,11.0073,-26.2769,-35.5395
2.01E+11,2.01E+11,9.73,0,0,304,1.93,95.15,0,4.02,8.02899,10.8592,-26.2319,-35.4786
2.01E+11,2.01E+11,9.42,0,0,275,2.127,95.15,0,4.35,7.40541,10.0158,-25.8784,-35.0005
