TIMESTAMP,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20130804,1150.21,273.421,17.289,0,3.109,-0.556,63.826,0.52,0.5,1232,33.56061,3.614,14.55,12.75
20130805,1147.33,273.156,16.733,0,1.985,4.006,67.66433333,0,0,1222,9.47554,3.073927,11.69,10.08
20130806,1144.36,240.571,20.739,0,2.393,1.174,85.76666667,0.06,0,748,16.1836,3.767011,15.32,13.5
20130807,1141.32,160.41,21.913,25.8,3.451,0.838,86.17366667,4.1,4,937,39.81641,5.274,19.08,18.28
20130808,1138.2,178.624,22.751,0.2,1.735,-2.488,70.06033333,4.67,4.65,741,12.41161,5.76,19.77,19.52
20130809,1134.99,283.699,20.263,4.8,2.723,-1.328,63.06333333,0.85,1.1,1144,23.01794,4.406,18.78,18.02
20130810,1131.7,284.21,18.935,0,2.576,0.05,59.41803333,0.01,0,1159,22.65624,3.818,17.63,16.82
20130811,1128.33,267.816,18.985,0,1.69,0.907,85.39966667,0.04,0,1112,8.76497,3.365,13.11,11.7
20130812,1124.87,115.701,19.892,6.4,2.307,-3.3,70.704,1.04,1.3,434,21.615722,4.274,16.19,15.17
20130813,1121.33,270.879,16.592,1.6,3.53,-1.183,62.072,8.25,8.25,1096,33.98465,3.859,18.43,17.23
20130814,1117.7,274.17,15.409,0,3.037,2.371,60.95933333,0.46,0.4,1191,35.88955,3.124,9.81,8.74
20130815,1113.98,314.073,17.78,0,3.259,1.554,67.92933333,0.07,0,1182,19.58729,3.275,11.48,10.38
20130816,1110.19,296.343,19.334,0,2.343,0.613,66.125,0.14,0.1,1135,8.529112,3.678442,13.59,12.33
20130817,1106.3,296.011,19.947,0,2.432,0.206,67.82466667,0,0,1142,10.77582,3.721,14.86,13.97
20130818,1102.33,283.52,20.153,0,2.025,0.595,68.53533333,0,0,1140,8.260999,4.13643,16.98,16.15
20130819,1098.27,296.787,20.748,0,2.368,2.133,74.38976667,0,0,1140,12.79792,4.287,16.66,15.52
20130820,1094.12,284.17,22.881,0,2.847,0.768,73.61033333,0.01,0,1131,16.70375,4.865,17.15,16.72
20130821,1089.89,283.053,23.649,0.168,2.858,-0.147,81.08166667,0.04,0,1087,19.73291,5.036,19.05,18.66
20130822,1085.56,216.162,23.502,5.177,3.106,-3.128,67.129,3.83,3.9,608,35.28493,5.354,19.75,19.27
20130823,1081.15,269.906,20.374,0,2.624,-1.533,56.84423077,0,0,1122,21.18324,3.585,18.35,15.64
20130824,1076.66,304.349,18.841,0,2.704,3.459,68.16965385,0,0,1101,11.27942,3.41,16.45,15.04
20130825,1072.07,289.345,22.3,0,3.279,1.254,80.58230769,0,0,1024,25.78504,4.261,15.25,14.73
20130826,1067.4,188.514,23.554,3.152,3.989,0.133,88.19038462,4.09,4.1,705,40.4786,5.96241,21.85,20.05
20130827,1062.64,193.038,23.687,1.265,2.286,-0.096,87.00230769,3.29,3.4,565,13.06565,5.705,20.25,19.55
20130828,1057.79,130.104,23.591,16.54,2.378,0.158,76.80384615,2.75,2.9,613,22.61893,5.888,20.45,19.65
20130829,1052.86,254.584,23.749,0.074,2.116,0.419,82.80923077,0.19,0.1,1036,11.42318,5.369,20.25,19.05
20130830,1047.86,218.085,24.168,1.543,3.188,-1.289,83.62615385,0,0,1004,27.80136,5.455,20.25,19.45
20130831,1042.92,149.887,22.879,1.08,2.014,-1.228,92.32692308,6.7,6.7,854,29.72023,6.08,21.85,21.51
20130901,1037.9,102.699,21.651,5.379,1.807,-0.796,80.96653846,1.42,1.5,817,15.5442,5.658,20.25,19.66
20130902,1032.8,185.571,20.855,3.451,2.773,-4.369,81.92153846,4.44,4.41,867,21.58315,4.833,19.92,19.06
20130903,1027.61,134.609,16.486,0.295,2.967,2.989,72.21153846,0.56,0.6,735,32.59683,3.603,15.45,14.09
20130904,1022.35,278.086,19.475,0,3.972,-4.144,56.67807692,0.24,0.2,995,32.1136,3.897,13.55,12.75
20130905,1017.01,270.788,15.331,0,2.739,-1.181,62.98038462,1.1,1.2,1049,30.36598,2.722,17.3,13.55
20130906,1011.58,265.71,14.15,0,2.329,5.804,83.70538462,0,0,960,10.74624,2.23041,8.47,6.6
20130907,1006.08,67.385,19.954,12.148,3.04,-1.593,66.40884615,0.31,0.31,292,34.12909,4.021,13.97,13.1
20130908,1000.51,254.187,18.361,0.308,2.875,-0.73,79.72961538,0.2,0.18,987,27.4317,3.504,18.71,17.93
20130909,994.79,154.897,17.631,0,2.308,7.912,80.48384615,0.13,0.5,187,19.11527,3.419,14,13.19
20130910,989.07,229.662,25.543,0,4.796,-0.666,75.81730769,7.47,7.5,858,55.3315,6.409,22.65,18.15
20130911,983.27,216.049,24.877,1.512,4.008,-4.888,80.79538462,0.04,0,926,37.95346,6.167,24.65,23.25
20130912,977.4,105.842,19.989,2.273,3.133,-8.177,68.9685,6.68,7.24,536,27.25377,4.817,21.57,21.2
20130913,971.46,131.506,11.812,0.316,3.381,0.159,63.62208333,0.4,0.5,594,31.52851,2.589035,13.77,11.77
20130914,965.46,265.23,11.971,0,2.502,4.022,72.94230769,0,0,974,18.64042,1.976,6.86,4.2
20130915,959.39,78.615,15.993,1.463,2.417,-3.568,78.4735,0.33,0.8,325,23.29409,3.022748,12.1,10.84
20130916,953.25,125.943,12.425,0.07,2.633,-1.626,63.46666667,0.1,0.9,842,21.8957,2.791,12.03,11.6
20130917,947.05,264.245,10.799,0,3.019,5.376,62.65333333,0,0,959,18.65871,1.941,7.04,5.51
20130918,940.78,255.67,16.175,0,2.253,2.489,87.05730769,0,0,884,14.67725,3.001541,11.87,11.05
20130919,934.46,92.826,18.664,0,2.394,2.011,91.78846154,0.01,0,711,20.3633,4.33,14.82,13.85
20130920,928.08,94.508,20.675,2.6,3.825,-4.502,94.96538462,0.26,0.3,735,41.53766,5.189,17.15,16.78
20130921,921.64,37.465,16.173,41,2.671,-5.187,71.04333333,12.11,44.2,235,25.41122,4.548,20.09,19.18
20130922,915.15,98.945,10.986,0,2.226,-0.046,65.44273077,0.11,0.1,439,24.50582,2.393,10.32,9.05
20130923,908.61,187.704,10.94,0,2.3,0.758,66.06413636,0,0,893,13.10972,2.034,7.72,5.88
20130924,902.02,244.359,11.698,0,2.019,2.106,60.57727273,0,0,890,14.57291,2.167,8.29,6.95
20130925,895.38,230.888,13.804,0,2.617,0.937,60.22727273,0,0,772,15.29814,2.419281,10.23,9.02
20130926,888.7,232.996,14.741,0,2.503,-0.037,73.46818182,0,0,853,14.6582,2.634006,12.41,11.55
20130927,881.98,228.004,14.704,0,2.84,1.488,70.66227273,0,0,835,20.85925,3.343056,13.17,12.53
20130928,875.21,228.61,16.192,0,2.815,1.695,77.785,0,0,826,18.1647,3.533,13.42,13.08
20130929,868.41,146.567,17.887,0,2.75,0.074,89.68625,0.01,0,568,37.14403,3.691,16.25,14.66
20130930,861.58,106.649,17.961,3.6,2.807,0.921,83.93318182,0.3,0.6,240,23.13276,4.378,16.68,16.33
20131001,854.71,174.604,18.882,0.2,3.103,0.433,73.82090909,0.17,0.13,781,27.81248,4.254,14.67,14.45
20131002,847.82,213.998,19.315,0,3.111,-2.324,67.86095455,0.02,0,697,30.68193,3.93933,17.66,16.95
20131003,840.9,123.169,16.991,6.8,2.566,3.146,90.77863636,0.37,0.6,541,14.57381,3.197,13.34,12.58
20131004,833.95,105.619,20.137,3.6,2.83,-3.414,96.1,12.8,12.57,372,19.48936,5.11661,17.69,16.83
20131005,826.97,60.516,16.723,0.4,2.64,2.957,86.26636364,8.25,8.18,412,25.88434,4.481,17.8,16.17
20131006,819.99,92.805,19.68,7.8,3.154,-6.859,67.95686364,4.4,5.63,459,37.40374,4.976,15.54,15.14
20131007,813,94.553,12.821,19.8,4.269,0.342,63.38045455,7.55,22,485,44.36604,3.165,19.07,16.31
20131008,806,187.031,13.163,0.2,2.245,1.35,56.02805,0.1,0,751,14.55585,2.433,9.2,8.64
20131009,798.99,208.777,14.513,0,2.726,-2.154,65.95959091,0,0,740,14.19145,2.593,11.17,10.91
20131010,791.97,168.38,12.359,0,2.334,1.7,55.371,0,0,607,11.05591,2.742,12.25,11.73
20131011,784.96,197.866,14.059,0,2.95,2.204,60.75755,0,0,703,23.95523,2.786,11.52,10.35
20131012,777.94,192.226,16.263,0,2.705,0.426,88.13454545,0,0,681,16.31453,3.148,12.36,11.55
20131013,770.93,36.153,16.689,2.2,2.749,-4.344,59.38888889,4.5,4.6,178,32.79759,4.06,17.25,16.46
20131014,763.93,198.13,12.345,0,2.182,1.031,81.247,0,0,703,21.5859,2.346,11.42,9.68
20131015,756.94,123.565,13.376,0.4,2.299,3.24,84.935,0.03,0,527,15.45086,3.142,10.45,9.64
20131016,749.96,82.368,16.616,10.4,4.403,-4.72,82.86954545,5.93,8,430,51.2982,3.883,17.56,15.75
20131017,743,61.567,11.896,10.4,2.165,0.575,64.29,1.34,6.7,386,30.24524,2.733,10.03,9.08
20131018,736.07,142.568,12.471,0.2,4.111,-4.255,89.02090909,0.46,0.45,644,48.5027,2.35527,9.4,8.62
20131019,729.16,28.088,8.216,9.4,2.341,1.991,66.765,0.99,10.6,61,26.7953,2.292,11.78,9.35
20131020,722.28,144.622,10.207,0,3.484,2.81,70.04636364,0.52,0.6,621,43.44041,1.909,5.88,5.28
20131021,715.43,76.448,13.017,16,5.012,-7.025,60.68277778,0.23,3.72,278,54.0093,2.567,12.21,8.19
20131022,708.51,103.585,5.992,0,3.638,-1.179,67.18863636,0.24,8.17,555,43.89359,1.539,9.51,6.1
20131023,701.83,120.595,4.813,0,2.639,-0.977,53.46642857,1.57,1.6,527,22.2015,1.548,4.65,3.68
20131024,695.09,153.814,3.836,0.4,3.63,1.197,61.02416667,0,0,621,45.7972,1.33,2.41,1.32
20131025,688.4,126.001,5.033,0,3.242,2.267,77.489,0.64,4.7,585,36.55376,1.693,3.87,3.4
20131026,681.76,9.253,7.3,7.8,6.702,-1.149,57.86428571,0.44,4.16,161,61.9614,1.772,5.56,3.91
20131027,675.16,102.393,6.151,0,3.243,0.709,61.38116667,0.29,0.27,534,40.32835,1.67,4.61,3.38
20131028,668.63,81.11,6.86,0,2.873,-2.296,58.9075,0,0,465,34.20175,1.47,7.35,5.23
20131029,662.14,114.377,4.564,0,2.311,3.994,63.42388889,0,0,454,12.83791,1.22,2.85,2
20131030,655.73,152.649,8.558,0,2.432,6.063,89.2765,0,0.33,542,9.12582,2.122,6.06,4.76
20131031,649.37,30.52,14.621,36,5.21,-3.187,73.97,2.11,9.7,46,68.1357,3.747,10.81,8.73
20131101,643.08,39.613,11.434,4,6.541,-4.551,92.62,1.1,18.96,375,71.0987,2.812,16.35,14.55
20131102,636.86,42.376,6.883,3.8,2.5,-6.034,53.96333333,0.65,5.74,65,30.36919,2.07,8.85,7.6
20131103,630.72,157.67,0.849,0,2.368,2.704,52.53777778,0,0,555,22.30311,0.979,3.52,1.53
20131104,624.65,98.693,3.553,0,3.639,6.634,63.156,0,0,411,31.83391,1.021,0.47,0.09
20131105,618.66,97.657,10.187,0,3.077,2.301,71.4505,0,0,431,40.22786,1.977,5.56,3.9
20131106,612.76,26.999,12.488,14.2,5.225,-7.669,72.2175,0.05,6.1,136,57.8484,2.663,9.86,9.21
20131107,606.94,40.362,4.819,1,3.252,-1.456,57.25214286,0.81,4.2,222,39.36661,1.691,13.01,8.62
20131108,601.21,90.806,3.363,0,2.917,4.912,60.90155,0.38,0.4,427,38.53305,1.3,1.77,0.77
20131109,595.57,65.809,8.275,0.2,4.955,-1.734,59.98277778,0.01,0.6,309,46.79443,1.714876,1.46,0.85
20131110,590.02,58.71,6.541,0,4.769,-2.884,80.35666667,0.72,0.95,238,57.8961,1.580755,8.47,6.44
20131111,584.57,16.162,3.657,6.8,4.447,-5.793,73.5222,0.11,5.29,100,45.37677,1.561,2.44,1.65
20131112,579.22,108.052,-2.136,0,3.111,2.855,62.57071429,0.15,0.3,469,36.6667,0.939,-0.98,-1.97
20131113,573.97,114.791,0.719,0.2,5.393,6.099,56.59338889,0.02,0.3,470,41.88242,1.029932,-2.64,-3.08
20131114,568.82,128.859,6.818,0,6.957,2.128,52.578125,0,0,464,69.8589,1.240678,2.95,1.69
20131115,563.79,95.325,8.946,0,4.892,1.545,70.08888889,0,0,320,52.8064,1.756111,6.96,6.28
20131116,558.86,68.256,10.491,0,3.14,3.205,82.70166667,0,0,271,42.46354,2.304,6.88,6.41
20131117,554.04,68.914,13.696,9.4,6.198,-7.427,66.31388889,1.82,6,107,69.6947,3.349,11.4,10.53
20131118,549.34,21.317,6.269,0,7.132,-5.049,57.68,1.14,13.3,344,76.1988,1.623022,14.6,8.9
20131119,544.75,59.384,1.22,0,3.191,0.53,59.325,0.33,0.39,431,34.89846,1.158121,0.81,0.25
20131120,540.28,121.255,1.75,0,3.643,3.911,81.96444444,0,0,423,29.41016,1.079805,-1.35,-1.69
20131121,535.94,22.116,5.661,6.4,3.432,-0.076,96.84444444,0,4.1,90,35.63804,1.642633,3.04,2.36
20131122,531.71,16.255,5.585,2.4,3.228,-9.077,71.983125,0.01,7,61,37.69955,2.199,6.82,5.21
20131123,527.61,57.866,-3.492,0.4,4.407,-3.947,65.15875,0.5,0.6,312,50.14443,0.870333,-0.31,-1.04
20131124,523.63,120.767,-7.439,0,3.129,6.195,59.62222222,0.89,1.4,300,44.05685,0.662043,-7.04,-7.6
20131125,519.79,67.332,-1.244,1.2,5.523,1.775,91.63055556,0.03,0.1,300,52.01476,0.854,-6.71,-7.49
20131126,516.07,7.518,0.531,3.8,2.501,-3.295,75.46111111,0.39,5.3,156,31.91798,1.433543,-0.85,-1.43
20131127,512.48,57.119,-2.764,0,3.576,-3.219,64.730625,0.12,3.33,390,43.18655,1.091459,-0.55,-1.3
20131128,509.03,79.021,-5.983,1.4,2.363,0.505,77.81222222,0.01,1.41,320,25.75021,0.857872,-5.75,-6.75
20131129,505.71,93.818,-5.478,0,2.09,6.481,69.04916667,0,3,400,11.73092,0.877775,-4.18,-5.49
20131130,502.53,82.55,1.003,0,3.864,2.893,81.20722222,0,0,220,39.88235,1.198336,-3.06,-4.47
20131201,499.49,28.521,3.896,0,2.462,-2.713,78.77166667,0,2.1,30,31.82203,1.737,2.48,1.68
20131202,496.58,37.374,1.183,0,1.589,-0.556,70.69,0.09,0.12,230,11.52054,1.448351,1.36,0.59
20131203,493.82,83.282,0.627,0,3.039,4.095,82.09055556,0,0,285,19.68201,1.281261,-1.17,-1.82
20131204,491.19,68.94,4.722,0.2,3.386,4.076,81.20111111,0,1.38,270,21.52127,1.92,1.59,1.03
20131205,488.71,34.558,8.798,0,5.334,-9.735,67.78616667,2.42,2.47,190,58.88177,2.369584,10.26,6.26
20131206,486.38,26.268,-0.937,0,2.598,-4.52,57.99833333,0.04,2.6,172,26.46278,1.050232,1.27,-0.32
20131207,484.18,79.153,-5.457,0,2.807,0.024,66.67894444,0,0.08,361,26.28704,0.65767,-2.01,-2.42
20131208,482.14,33.904,-5.433,0,3.162,5.088,81.83111111,0,0,250,21.41879,0.661567,-5.53,-5.99
20131209,480.24,6.291,-0.345,1.4,6.29,-5.154,63.829375,0.09,3.15,130,51.72318,1.315078,-1.72,-2.32
20131210,478.48,53.21,-5.499,0,5.485,-1.263,74.32166667,0.08,0.08,301,46.91324,0.640026,-3.41,-4.87
20131211,476.88,37.709,-6.762,0,3.901,-2.745,71.33061111,0.3,1.36,164,46.52258,0.759329,-5.81,-6.58
20131212,475.42,39.158,-9.507,0.2,5.21,3.818,77.73061111,0.06,0.5,291,43.26136,0.531925,-8.91,-9.75
20131213,474.12,42.533,-5.689,0,4.034,-3.144,85.77,0.06,0.7,230,40.82364,0.78674,-7.91,-9.1
20131214,472.96,17.446,-8.833,5.8,4.897,1.952,86.37777778,0.01,8.39,120,48.1721,0.770913,-8.65,-9.29
20131215,471.96,23.895,-6.881,1,4.29,-1.97,65.44,0.13,5.6,250,42.35714,0.798846,-4.81,-6.91
20131216,471.1,106.276,-8.851,0,2.859,3.249,80.13666667,0,0,360,31.19066,0.572883,-9.94,-11.01
20131217,470.4,36.88,-5.602,2.8,3.192,3.398,80.69944444,0.02,2.6,320,25.617,0.884468,-9.38,-11.96
20131218,469.85,44.596,-2.204,0,4.383,4.233,78.53875,0.15,0.68,290,44.044,1.008303,-4.56,-5.27
20131219,469.45,67.415,2.029,0,3.533,2.606,98.02777778,0.01,0.22,90,46.92679,1.455421,-1.83,-4.2
20131220,469.2,7.617,4.635,11.2,2.763,0.034,100,0,9.99,20,41.72054,1.870658,1.45,1.06
20131221,469.11,12.231,4.669,26.2,3.621,-2.524,95.65555556,0.12,12.61,40,31.973774,1.906065,5.33,3.38
20131222,469.17,36.083,2.145,28.8,5.079,-2.289,71.80944444,0.16,35.9,120,55.66843,1.84678,1.59,-0.08
20131223,469.38,72.731,-0.144,0,3.703,-7.199,72.85,0.25,0.31,220,28.37956,1.205777,1.66,1.36
20131224,469.75,83.564,-7.343,0.6,2.676,0.278,71.12388889,0.26,1.43,280,22.52201,0.77366,-4.1,-4.68
20131225,470.27,32.969,-7.065,0,3.115,4.008,78.99666667,0.03,0.1,170,21.2736,0.657995,-9.63,-10.71
20131226,471,47.808,-3.057,2.2,3.717,2.368,82.79888889,0.29,3.56,260,39.92471,1.053412,-3.68,-4.41
20131227,472.06,47.333,-0.689,0.4,3.152,4.67,80.0075,0.04,2.6,220,37.14496,1.198703,-5.41,-6.3
20131228,472.74,95.643,3.981,0,5.127,-1.092,65.73777778,0.01,0,140,56.5777,1.643351,1.98,-0.87
20131229,473.86,32.066,2.889,0,4.168,-10.682,60.50833333,0.01,0,130,49.9699,1.735169,3.33,2.64
20131230,475.14,84.547,-7.793,0,2.812,-0.47,62.13833333,0.24,0.34,280,25.97092,0.612735,-4.21,-5.28
20131231,476.57,65.271,-8.263,3.2,3.62,-1.464,62.744375,0.27,2.8,310,38.86876,0.664191,-7.25,-7.88
20140101,478.12,49.84,-9.727,0,3.012,-4.878,79.49888889,0.02,1.94,170,28.08015,0.57,-8.3,-9
20140102,479.84,31.599,-14.605,0.2,5.034,-0.366,70.0925,0.02,7.11,140,59.9911,0.477706,-9.45,-10.65
20140103,481.72,114.774,-14.971,0,2.987,11.728,56.9575,0.01,0.2,390,32.16408,0.3510007,-15.44,-16.37
20140104,483.75,94.966,-3.243,0,5.844,3.212,78.70444444,0.01,0.04,360,64.842,0.719711,-9.11,-12.04
20140105,485.92,24.622,-0.031,12.6,2.584,-9.926,77.88611111,0,9.41,180,31.45748,1.220461,-2.37,-2.91
20140106,488.25,35.911,-9.957,1.8,6.46,-8.082,74.47625,0.16,16.47,280,52.8922,0.902001,1.96,-0.93
20140107,490.72,58.28,-18.039,0,7.351,7.869,73.94583333,0.14,0.91,303,64.8564,0.2925844,-18.41,-18.98
20140108,493.33,76.953,-10.17,0,4.105,0.949,73.405,0.05,0.13,360,40.95929,0.443,-16.73,-17.5
20140109,496.1,105.053,-9.221,0,2.052,9.617,93.16722222,0,0,400,14.30052,0.576755,-12.05,-13.48
20140110,499,25.818,0.396,1.2,2.565,4.33,99.23888889,0,2.57,180,35.19013,1.374065,-4.35,-8.4
20140111,502.04,10.931,4.726,10,5.345,-4.247,86.87777778,0,21.87,70,50.06033,1.895,2.41,1.36
20140112,505.23,44.758,0.479,0,4.435,3.845,71.88333333,0.15,0.31,230,51.2559,1.283,-0.12,-0.56
20140113,508.55,32.083,4.324,0.6,5.463,-3.339,76.20944444,0,0.5,176,69.6496,1.664,0.64,-1.09
20140114,512.02,84.14,0.985,0,2.622,-3.32,75.74,0.03,2.66,360,25.90447,1.438685,3.8,2.44
20140115,515.62,38.053,-2.335,0,5.669,-1.263,67.59233333,0.22,0.5,260,48.5473,1.048521,1.02,-1.36
20140116,519.36,70.638,-3.598,0.4,3.718,2.239,73.56357143,0.14,0.7,350,37.04425,0.893,-4.31,-4.83
20140117,523.23,99.282,-1.359,3.2,3.385,-7.109,83.04444444,0.05,3.91,360,36.01539,1.15445,-2.86,-3.23
20140118,527.23,36.292,-8.468,0.2,4.328,3.226,85.07777778,0.15,3.8,344,31.49523,0.860164,-1.56,-3.05
20140119,531.37,38.796,-5.242,0,5.971,-0.315,65.91555556,0.03,1.2,258,51.54035,0.881688,-8.53,-9.73
20140120,535.63,70.479,-5.557,0,3.487,-9.979,51.125,0.05,1.5,364,35.07325,0.883465,-2.95,-3.61
20140121,540.02,138.233,-15.536,0,2.995,-1.045,65.00083333,0.01,0.01,453,21.86841,0.342,-11.36,-12.38
20140122,544.54,95.006,-16.581,0,1.883,3.112,69.864375,0.02,0,341,12.16486,0.3337648,-16.65,-17.28
20140123,549.18,79.761,-13.469,0,2.296,0.429,69.62666667,0.39,2.27,345,16.06112,0.498808,-12.02,-13.2
20140124,553.94,94.398,-13.04,0.8,6.162,4.658,81.26666667,0.01,0.12,314,58.75246,0.4388872,-14.38,-15.49
20140125,558.83,39.57,-8.382,9.2,6.101,-2.849,80.05555556,0.12,10.23,283,57.45527,0.757688,-8.77,-9.6
20140126,563.83,57.855,-11.231,0,4.04,-0.222,58.25333333,0.08,1.9,302,42.69687,0.5591103,-14.55,-15.96
20140127,568.94,141.03,-11.453,2.2,5.005,-5.172,71.608125,0.24,3.96,414,42.82347,0.514,-2.96,-6.77
20140128,574.07,91.931,-16.625,0,4.863,3.61,71.31166667,0.12,0.3,424,47.2362,0.3046793,-18.22,-19.74
20140129,579.41,101.212,-13.015,0,6.5,5.254,51.6675,0.06,0.3,392,58.627,0.419,-16.79,-17.42
20140130,584.86,124.535,-7.761,0,4.909,6.76,72.347,0,0.1,431,57.4691,0.643827,-11.59,-12.04
20140131,590.34,64.369,-1.001,0,3.996,0.833,95.775,0.05,0.8,246,39.32503,1.005,-3.56,-4.15
20140201,596.01,24.337,-0.168,17,2.857,-3.317,86.5455,0,12.65,132,35.46823,1.374,-2.45,-3.25
20140202,601.78,58.59,-3.485,0.6,2.327,-4.022,67.34,0.02,8.1,339,23.13808,1.105,1.21,-0.74
20140203,607.63,156.598,-7.507,0,1.931,-0.058,77.1725,0,0,549,12.98673,0.584,-9.55,-10.72
20140204,613.59,83.813,-7.565,0,1.92,0.784,84.6095,0,0,356,8.844908,0.638,-12.47,-13.15
20140205,619.63,53.438,-6.781,5.8,4.747,-3.66,77.976,0.02,9.41,290,48.02279,0.84238,-6.89,-7.21
20140206,625.76,95.176,-10.441,0,4.028,-3.237,78.6655,0.05,0.2,446,29.30162,0.55,-13.48,-14.32
20140207,631.98,96.947,-13.678,0,5.839,1.656,78.45888889,0.07,0.24,518,46.3017,0.413501,-11.28,-14.29
20140208,638.28,91.029,-12.022,0,3.028,2.282,84.954,0.02,0.1,421,28.88025,0.437,-14.4,-15.8
20140209,644.66,65.535,-9.74,0,1.782,-1.299,76.75625,0.19,3.35,299,10.56816,0.630432,-11.11,-13.82
20140210,651.11,146.039,-11.039,0,2.419,-0.549,62.57155,0.08,0.1,549,18.35625,0.506,-13.59,-14.45
20140211,657.64,105.273,-11.588,0,1.726,-1.442,60.73078571,0.09,0.1,543,9.57457,0.3723019,-15.69,-16.99
20140212,664.23,173.475,-13.03,0,2.122,5.059,50.92111111,0,0,638,8.585662,0.4045948,-18.44,-18.96
20140213,670.9,149.68,-7.971,0,2.746,2.916,81.697,0,0,560,16.69417,0.680531,-10.91,-12.97
20140214,677.63,78.524,-5.055,0,2.841,-2.928,69.6831,0.06,0.8,450,19.142721,0.832629,-10.8,-12.28
20140215,684.41,183.218,-7.983,0,2.775,-3.041,77.525,0.07,0.2,594,21.65236,0.695137,-7.7,-8.73
20140216,691.25,90.775,-11.024,0,1.952,-0.245,53.25142857,0.08,0.9,415,11.87968,0.5251496,-15,-15.97
20140217,698.14,166.921,-11.269,5.6,3.853,7.959,74.36681818,0,0,624,27.53655,0.4695516,-15.96,-18.32
20140218,705.08,140.366,-3.31,1.2,4.686,5.55,75.305625,0.12,9.28,500,50.84382,1.034,-3.22,-5.16
20140219,712.08,151.126,2.24,0.2,3.824,-1.486,80.0315,0.01,0,276,48.29845,1.554,2,-5.2
20140220,719.1,56.151,0.754,16.8,4.167,2.035,75.79636364,0,19.8,204,28.06611,1.324986,-3.48,-4.26
20140221,726.17,107.212,2.789,13.6,7.138,-1.399,61.932,4.75,19.4,470,62.47846,1.541062,3.02,0.81
20140222,733.28,182.629,1.39,0,6.835,-3.231,61.56616667,0.01,1.2,707,70.212,1.155812,-1.96,-2.42
20140223,740.41,180.229,-1.841,0,4.256,-4.606,62.30868182,0.01,0.1,625,42.3886,0.966,-0.83,-1.97
20140224,748.53,116.253,-6.447,0,4.225,-2.026,67.9675,0.27,0.32,633,44.96299,0.607494,-7.9,-10.1
20140225,754.77,153.626,-8.473,0,3.779,-3.691,58.74,0.07,0.2,631,33.26621,0.570309,-9.54,-12.79
20140226,761.98,189.694,-12.164,0,4.569,-0.643,57.355,0.33,0.64,679,38.29433,0.402161,-7.78,-12.64
20140227,769.21,161.141,-12.807,0.8,5.014,-2.123,43.215,0.35,0.9,630,55.6648,0.405,-10.72,-14.94
20140228,776.44,218.858,-14.93,0,2.404,8.875,57.72045455,0.02,0,774,12.103515,0.282,-20.62,-21.88
20140301,783.7,91.824,-6.055,0.8,2.877,-6.491,47.96909091,0.01,0.7,546,31.83312,0.881,-11.37,-15.76
20140302,790.96,183.586,-12.546,0.4,3.002,-3.31,41.094,0,4.53,648,19.99465,0.475124,-9.58,-10.98
20140303,798.22,232.46,-15.856,0,2.235,3.671,56.89818182,0,0,820,11.58338,0.2834601,-17.65,-18.71
20140304,805.49,124.481,-12.185,0,1.847,3.479,55.47636364,0.02,0.5,483,12.13002,0.457,-20.27,-21.17
20140305,812.75,181.202,-8.706,0,2.43,-0.034,38.4161,0.15,0.6,650,14.27118,0.55,-10.98,-13
20140306,819.99,240.945,-8.74,0,4.116,7.137,52.042,0,0,849,32.78703,0.555483,-13.6,-15.01
20140307,827.23,230.042,-1.603,0,2.358,0.355,71.32636364,0,0,829,17.27494,0.992,-6.92,-8.58
20140308,834.46,110.658,-1.248,0,3.015,-3.911,76.45041667,0.13,1,580,27.59465,1.261,-1.48,-2.1
20140309,841.67,155.601,-5.159,0,3.769,8.09,78.42916667,0,0,711,34.0118,0.734187,-9.17,-11.6
20140310,848.86,197.478,2.931,0,5.04,1.768,74.932125,0,0.1,340,53.2572,1.514,-0.78,-3.05
20140311,856.02,151.923,4.699,1,2.235,-8.774,92.64166667,0,1.24,305,20.03033,1.754071,2.66,1.66
20140312,863.17,33.774,-4.075,17,5.035,-7.769,67.53428571,0.01,23.6,287,54.83181,1.142,1.8,1.14
20140313,870.28,251.269,-11.844,0,3.878,14.666,58.10254167,0.03,0.07,913,38.82769,0.442,-13.65,-15.67
20140314,877.35,199.683,2.822,0,5.553,-2.94,68.09045833,0.03,0.62,758,70.3933,1.353,-6.27,-11.96
20140315,884.4,161.183,-0.118,0,4.513,-8.983,47.62555556,0.63,1.05,621,49.33849,1.312,2.65,1.43
20140316,891.4,262.412,-9.101,0,3.008,1.098,51.34005,0.01,0,872,24.01811,0.477,-10.35,-12.92
20140317,898.36,259.92,-8.003,0,3.988,7.333,56.092125,0,0,937,37.55841,0.583,-14.15,-15.14
20140318,905.28,248.693,-0.67,0,3.224,4.7,86.12538462,0,0,911,24.63265,1.008779,-8.05,-9.32
20140319,912.14,36.48,4.03,4.4,4.658,-2.994,82.94846154,0.03,11.3,197,63.2286,1.683056,0.15,-0.81
20140320,918.96,72.726,1.036,0.2,4.794,-1.385,55.36541667,0.48,1.9,463,54.248,1.351,2.85,0.64
20140321,925.73,262.008,-0.349,0,2.704,1.179,75.61307692,0.07,0.04,941,19.71107,1.023,-2.05,-3.35
