TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Fx,Rax,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20140921,0.290003017,269.146,928.08,921.64,309.583,19.479,0,3.378,-0.447,15.125,0,0,1218,34.50478,0.801,27.06,19.82
20140922,0.335904475,309.583,921.64,915.15,318.396,19.032,0,2.506,2.989,10.5,0,0,1235,26.33135,0.727,27.78,21.35
20140923,0.347916735,318.396,915.15,908.61,301.583,22.021,0,3.004,-1.471,25.75,0,0,1209,41.07186,1.523,33.03,24.79
20140924,0.331916884,301.583,908.61,902.02,312.417,20.55,0,3.01,1.279,31.125,0,0,1216,37.30726,1.917,28.63,19.87
20140925,0.346352631,312.417,902.02,895.38,310.542,21.829,0,2.464,0.394,27.66666667,0,0,1219,31.24227,1.494,30.05,22.75
20140926,0.346827046,310.542,895.38,888.7,314.667,22.223,0,2.526,0.754,23.16666667,0,0,1232,27.86837,1.304,30.62,24.91
20140927,0.354075616,314.667,888.7,881.98,314.146,22.977,0,2.231,1.645,14.66666667,0,0,1242,21.55394,0.998,31.55,25.33
20140928,0.35618268,314.146,881.98,875.21,316.146,24.622,0,1.953,2.117,10.16666667,0,0,1255,16.82548,0.838,33.55,26.95
20140929,0.361223021,316.146,875.21,868.41,313,26.739,0,1.553,2.162,8.666666667,0,0,1254,10.06353,0.93,35.25,29.6
20140930,0.36042883,313,868.41,861.58,311.542,28.901,0,1.644,-0.106,10,0,0,1251,27.80787,1.182,36.52,30.58
20141001,0.361593816,311.542,861.58,854.71,305.458,28.795,0,3.775,-2.747,17.83333333,0,0,1236,56.36879,1.714,35.36,28.64
20141002,0.357382036,305.458,854.71,847.82,304.667,26.048,0,3.536,0.385,16.5,0,0,1243,35.85237,1.273,33.85,26.55
20141003,0.3593534,304.667,847.82,840.9,314.979,26.433,0,2.534,0.612,11.16666667,0,0,1256,23.78435,1.079,34.55,27.6
20141004,0.374573671,314.979,840.9,833.95,306.354,27.045,0,2.053,0.966,10.75,0,0,1249,19.34259,1.330415,34.65,29.08
20141005,0.367352959,306.354,833.95,826.97,317.896,28.011,0,2.095,2.51,11.25,0,0,1270,18.74896,1.151,35.46,30.53
20141006,0.384410559,317.896,826.97,819.99,315.563,30.521,0,2.023,-2.747,17.75,0,0,1276,38.26187,1.719,38.15,33.02
20141007,0.38483762,315.563,819.99,813,305.833,27.774,0,3.622,-3.193,21.25,0,0,1260,44.4892,1.418,33.95,25.95
20141008,0.376178352,305.833,813,806,314.813,24.581,0,2.851,1.306,18.625,0,0,1278,34.49696,1.248,34.65,25.05
20141014,0.430621457,331.979,770.93,763.93,219.021,21.304,0,3.535,-1.605,15.5,0,0,1121,38.02733,0.963,28.17,19.91
20141024,0.474443954,332.979,701.83,695.09,280.438,28.903,0,2.464,0.832,11.75,0,0,1263,22.06669,1.776,36.26,31.53
20141031,0.496108154,325.313,655.73,649.37,266.854,31.107,0,2.957,-3.62,26.77777778,1.55,1.6,1078,31.88926,2.855,39.39,33.64
20141101,0.410942914,266.854,649.37,643.08,92.458,27.487,0,2.958,-1.557,26.33333333,0,0,420,24.4939,3.253202,29.44,26.77
20141114,0.565688102,324.688,573.97,568.82,222.979,31.922,1.4,2.898,-3.581,17.5,0,0,523,34.06511,3.501373,36.18,33.33
20141118,0.530384088,293.854,554.04,549.34,194.5,28.382,0,3.357,2.634,60.33333333,0,0,1031,34.57751,2.212,36.12,32.07
20141124,0.537091791,283.375,527.61,523.63,129.271,27.285,5.8,2.867,1.159,41,4.47,4.4,913,44.13907,3.77311,37.05,33.2
20141125,0.246874702,129.271,523.63,519.79,234.208,28.444,0,4.215,0.936,31.5,1.57,1.62,1118,50.8154,3.699043,33.25,29.94
20141129,0.602125611,306.5,509.03,505.71,238.417,29.492,1,2.615,-1.98,30,1.01,1.04,730,16.45886,4.29412,35.12,33.36
20141217,0.664226279,312.917,471.1,470.4,188.292,32.197,0,2.536,-6.621,70.625,9.51,9.46,461,14.575822,4.814,34.3,30.41
20141224,0.487521837,228.833,469.38,469.75,153.104,22.97,4.8,2.967,-3.578,89.08333333,1.12,1.8,375,31.37699,5.145,24.97,23.35
